possibly_sensitive,created_at,lang,text,tweet_id,type
False,2021-11-28T19:52:22.000Z,en,mental breakdown? pues a ver Black Widow,1465045923394985986,
False,2021-11-28T19:52:19.000Z,en,RT @AgentedeMarvel_: Black Widow vs Hawkeye https://t.co/9euFCZPoxi,1465045912716292099,retweeted
False,2021-11-28T19:51:38.000Z,en,Black Widow hurt extra.,1465045742800756736,
False,2021-11-28T19:50:43.000Z,es,"@GeekZoneGZ Comete errores, huyó de la pelea en la subasta, la siguieron hasta su apartamento, Clint la dominó facil, en los créditos iniciales aparece su entrenamiento.
Pero claro con todo eso es uNa MaRY Sue.
Es la gente que dice lo mismo de Capitana Marvel, Black Widow, Rey, etc.",1465045510792925198,replied_to
False,2021-11-28T19:50:29.000Z,es,"@widxwsc Ay dios jaja muchísimo texto, bueno al final todos dan su opinión, te agrade o no, con verdades o mentiras cada uno tendrá su perspectiva.
Para ti fue un éxito, aunque no fue así pero sí te gustó pues está bien.
Ayudó más que nada para introducir a una nueva Black Widow.",1465045449774092303,replied_to
False,2021-11-28T19:50:10.000Z,en,RT @aidanthereup: black widow when the rest of the avengers are flying https://t.co/m4ZNGAEijc,1465045369797160963,retweeted
False,2021-11-28T19:49:24.000Z,en,‘Hawkeye’ director and EP Rhys Thomas explains how the MCU’s best archer came to have a precocious protege and a list of enemies that will direct the MCU’s future storylines. https://t.co/bdA175P21y,1465045180306935811,
False,2021-11-28T19:48:38.000Z,pt,eu só não entendi black widow ser the one that divides the fandom https://t.co/IaGaD1su43,1465044987335299072,quoted
True,2021-11-28T19:46:35.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465044468176928775,retweeted
False,2021-11-28T19:45:45.000Z,en,"I Believe Empowering Women is the Real Theme of the Black Widow Movie. | by Justiss Goode | Jul, 2021 | Medium - via @pensignal  Enjoy my story https://t.co/XDBLCktaLm about the recent Black Wido release.",1465044261464944644,
False,2021-11-28T19:45:42.000Z,en,"Here is this week's schedule! 
SUNDAY - N/A
MONDAY - Black Widow
WEDNESDAY - Human Fall Flat
FRIDAY - Stream 
SATURDAY - Cottage Living

There you go everyone!! This week's set up!!",1465044248193998852,replied_to
False,2021-11-28T19:45:06.000Z,en,Black Widow is just Marvel’s version of Totally Spies,1465044094636408839,
False,2021-11-28T19:44:57.000Z,en,"RT @hyunjaemwohae: sangyeon’s answers:

Q. if tbz were marvel heroes?

iron man- sangyeon 
captain america- juyeon
black widow- jacob
hawke…",1465044060125728780,retweeted
False,2021-11-28T19:44:21.000Z,en,"RT @criminalplaza: marvel symbols:

⍟ captain america 
⎊ iron nan
⧗ / ⴵ black widow 
✇ hulk
✵ captain marvel 
۞ doctor strange
४ loki 
𖤍 va…",1465043908270776322,retweeted
False,2021-11-28T19:44:15.000Z,en,"@juuxiie Aww thanks 😭, you picked the best girl besides black widow , gamora is so beautiful",1465043883730083841,replied_to
False,2021-11-28T19:43:52.000Z,en,"marvel symbols:

⍟ captain america 
⎊ iron nan
⧗ / ⴵ black widow 
✇ hulk
✵ captain marvel 
۞ doctor strange
४ loki 
𖤍 valkyrie
꘩ ant-man
ᗢ / ᱬ scarlet witch
✪ winter soldier
🕸️ spider man
➳ / ⌖ hawkeye
 ◊  vision
Ⓐ avengers
➃ fantastic four
⩔ falcon",1465043786254503949,
False,2021-11-28T19:43:49.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465043774493454337,retweeted
False,2021-11-28T19:43:13.000Z,en,"RT @nrxmanoff: 𝘕𝘢𝘵𝘢𝘴𝘩𝘢 𝘙𝘰𝘮𝘢𝘯𝘰𝘧𝘧

black widow. spy.
assassin. avenger.
oc &amp; crossover friendly. 
marvel fandom.
literate &amp; descriptive.
ship…",1465043623737802768,retweeted
False,2021-11-28T19:43:12.000Z,en,i just wanna be a black widow in the 40s that goes to jazz shows and my jazz musician husband brags about me,1465043616884305927,
False,2021-11-28T19:42:48.000Z,en,@pterthepooh it’ll be so much worse if it’s not worldwide tho. like some people will be able to see it and it’ll probably be spoiled in a week. i wonder if they’ll release it on a streaming platform if a non worldwide lockdown happens like they did with black widow,1465043519429615623,replied_to
False,2021-11-28T19:42:40.000Z,en,Someone just passed after a battling a rare illness privately &amp; your mind immediately goes to… worrying about the fact that the widow is not black? https://t.co/wdFbPlCftw,1465043484734197761,
False,2021-11-28T19:42:30.000Z,en,RT @HooleQuinn: Never drawn Black Widow before! This is actually going to be a Christmas present for somebody 😌 https://t.co/a6p5FbIPpH,1465043442732572672,retweeted
False,2021-11-28T19:42:03.000Z,en,Are we all in agreement that black widow was a good movie but a bad mcu movie,1465043328286826504,
False,2021-11-28T19:41:52.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465043283709677576,retweeted
False,2021-11-28T19:41:24.000Z,en,"Black Widow #1-18 now available, makes a great gift this holiday season!! #blackwidow #marvelcomics #blackwidowmovie https://t.co/uyXZqwuUgX",1465043166638354442,
False,2021-11-28T19:41:14.000Z,es,RT @widxwsc: somos conscientes de que black widow fue la primer película de natasha romanoff en donde desataron todo el potencial que tenía…,1465043121486581768,retweeted
False,2021-11-28T19:41:09.000Z,en,RT @natashasmygem: black widow and shang-chi added to the iconic marvel introduction scene so true https://t.co/Nnc64QDhf3,1465043104583454722,retweeted
False,2021-11-28T19:40:59.000Z,en,"And I say that having like Black Widow and enjoyed some parts of F+WS but there's nothing in them that really compares, the only question now is if No Way Home will continue this",1465043062313394187,replied_to
False,2021-11-28T19:39:49.000Z,und,"#ScarlettJohansson #TKO 💯
https://t.co/O9jEpsWoLH",1465042766241484802,
False,2021-11-28T19:39:26.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465042669651079169,retweeted
False,2021-11-28T19:39:16.000Z,en,"RT @vexwerewolf: RIP Black Widow, died at Ladydeath Cliff from Being Written By A Dude Syndrome",1465042628446142466,retweeted
False,2021-11-28T19:39:07.000Z,en,It's the big weird shit like WandaVision's sitcom elements or Loki that are really blazing a trail for the MCU while the smaller outings like Black Widow or F+WS just fail to engage,1465042590345175040,replied_to
False,2021-11-28T19:37:53.000Z,en,RT @MCUPerfectGifs: Black Widow (2021) https://t.co/V75Obwkmim,1465042281270968322,retweeted
False,2021-11-28T19:37:50.000Z,en,@cherrynostlgia i can’t get over ur black widow costume like u rrly ate that,1465042267740286986,replied_to
False,2021-11-28T19:36:17.000Z,en,"RT @vandawision: Let’s hear it for the 2021 Marvel Women!

Scarlet Witch
Agatha
Monica Rambeau
Darcy

Sharon Carter
Ayo

Black Widow
Yelena…",1465041878202478592,retweeted
False,2021-11-28T19:36:08.000Z,en,"Mentions Honorables :
-Unaverage Gang ~ Sing, You Sinners
-Nelly Furtado ft Calle 13 ~ No Hay Igual
-Robert Miles ~ Children
-Dooz Kawa ~ Plumes
- Alpha Wann ~ Barcelone
- Bronski Beat ~Smalltown Boy
- Iggy Azalea ft Rita Ora ~ Black Widow
- Scylla ft Furax et B-Lel ~ Chopin",1465041840315547655,replied_to
False,2021-11-28T19:35:57.000Z,en,RT @miss_LulaMae: Chris Evans and Scarlett Johansson with little fans of captain America and the black widow https://t.co/zOX1jrZgYT,1465041794727514114,retweeted
False,2021-11-28T19:35:46.000Z,en,RT @KILLING5PR33: Winner of the Sunday xbox digital codes Giveaway goes to @dzounar  wins exo @WcG_iFredy29  wins black widow recharged and…,1465041747692642310,retweeted
False,2021-11-28T19:35:45.000Z,ca,"-Lucifer (me quedé en el último cap)
- Loki (último cap) ✅
- Bad Batch
-What if ✅
-Shang Chi 
-Black Widow ✅
-Eternals
-Venom 
-Star wars Visions",1465041742181318657,replied_to
False,2021-11-28T19:35:10.000Z,en,"WandaVision, FatWS, Loki, Black Widow, Eternals and Shang-Chi were all called “woke” only because they didn’t feature white men in the leads. That’s it.",1465041595422621697,
False,2021-11-28T19:34:35.000Z,en,"@_FireMonkey Regular Item Shop Items:
- Reflex
- Sledge
- Black Widow

or if it were items that were never supposed to return:
- The Paradigm
- World Warrior
- one of the FNCS skins",1465041451977527316,replied_to
False,2021-11-28T19:34:23.000Z,en,@ScienceBotikus Science is amazing. For instance:  Female black widow spiders eat the males after mating. @ScienceBotikus,1465041398248316929,replied_to
False,2021-11-28T19:33:42.000Z,en,@AnimeLegendFN Black widow outfit and reflex deserve recognition too you know,1465041228068753415,replied_to
False,2021-11-28T19:33:26.000Z,en,RT @BootlegGirl: The celebrity around Black Widow that seems to exist actually makes sense if you consider that 1) she’s hot 2) her politic…,1465041161840590851,retweeted
False,2021-11-28T19:33:00.000Z,en,"@redstainedspy 

If there’s one thing the knight didn’t expect at all from this Christmas season, it was to end up under the mistletoe with the Black Widow herself.

“Uh, hey. I uh… believe we’re under the mistletoe, that’s… something.”",1465041051492753410,replied_to
True,2021-11-28T19:32:51.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465041015715287045,retweeted
False,2021-11-28T19:32:33.000Z,en,Got called me black widow last night because some guy kept trying to come back into the bar that he got kicked out of for fighting. I told him I’d put him on his ass if he tried to get in again so I did lol. I came in &amp; all the guys sitting by the door were like YOURE AN AVENGER,1465040936568639491,
False,2021-11-28T19:31:20.000Z,en,RT @HunterMinaj_: Nicki serving as Black Widow !! https://t.co/33Zxx5X6nr,1465040633324834820,retweeted
False,2021-11-28T19:30:01.000Z,en,47. black widow (2021) dir. cate shortland https://t.co/cdtaMZwxrx,1465040300179484673,replied_to
False,2021-11-28T19:29:32.000Z,en,RT @AgentedeMarvel_: Black Widow vs Hawkeye https://t.co/9euFCZPoxi,1465040177475334152,retweeted
False,2021-11-28T19:29:22.000Z,en,@ScienceBotikus Whoa! Did you know:  Female black widow spiders eat the males after mating. @ScienceBotikus,1465040138820456449,replied_to
False,2021-11-28T19:29:18.000Z,en,"@_FireMonkey @iFireMonkey Switchstep, Travis Scott (LOL), Black Widow (OG)",1465040119891640329,replied_to
False,2021-11-28T19:29:03.000Z,en,"RT @BROKENHAWKEYE: ~ 𝑪𝑳𝑰𝑵𝑻 𝑩𝑨𝑹𝑻𝑶𝑵 / 𝑯𝑨𝑾𝑲𝑬𝒀𝑬 

Marvel Alternative Universe, Comics Based, Former SHIELD Agent And Avenger, Master Marksman,…",1465040056599654413,retweeted
False,2021-11-28T19:28:41.000Z,en,"RT @perdricof: you can see black widow doing a very similar style of throw in WINTER SOLDIER here:

https://t.co/ND0XUzqnZF",1465039966707142660,retweeted
False,2021-11-28T19:28:12.000Z,en,RT @aidanthereup: black widow when the rest of the avengers are flying https://t.co/m4ZNGAEijc,1465039844514701313,retweeted
False,2021-11-28T19:28:04.000Z,en,"@_FireMonkey Travis Scott set,OG Black Widow set and Rue",1465039811710910466,replied_to
False,2021-11-28T19:28:04.000Z,en,"@_FireMonkey @iFireMonkey If collabs included, Black Widow Outfit and Psycho Bandit. If not, Clash",1465039811316789260,replied_to
False,2021-11-28T19:28:04.000Z,en,"@_FireMonkey @iFireMonkey Reflex 
Rue 
OG black widow",1465039810314358784,replied_to
False,2021-11-28T19:27:49.000Z,tr,Bugün Black Widow ve Free Guy adında iki film izledim üstüne BİM’den kadife tatlısı ve sağlıksız bir dünya şey alıp yedim. Güne puanım 10 / 10 😍😎,1465039747433340946,
False,2021-11-28T19:27:36.000Z,en,"Uhhhh… Black widow in the compost bin, anyone? https://t.co/uK67RfbZlD",1465039692399669249,
False,2021-11-28T19:27:30.000Z,en,black widow was really her best look idk https://t.co/omQoM6i8d0,1465039666722316288,
False,2021-11-28T19:26:18.000Z,en,"RT @Bisleri_maymer: No One 

MCU to Toni Stark and Black Widow before Endgame : https://t.co/enA4ch24uK",1465039367022518276,retweeted
True,2021-11-28T19:26:14.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465039346772316160,retweeted
False,2021-11-28T19:26:04.000Z,en,@PhaseZeroCB MCU Black Widow is almost as boring as MCU Hawkeye (not counting anything happening in the new series).,1465039307689840646,replied_to
False,2021-11-28T19:25:56.000Z,en,RT @miss_LulaMae: Chris Evans and Scarlett Johansson with little fans of captain America and the black widow https://t.co/zOX1jrZgYT,1465039272621318152,retweeted
False,2021-11-28T19:24:35.000Z,pl,funko popy wandy/black widow i lokiego są najładniejsze,1465038932693893132,
False,2021-11-28T19:24:29.000Z,en,why not go back and save tony? why not go back and stop thanos before any of this happens? why did nebula shoot herself and nothing happened?why not go back and save black widow? do timelines and realities mean the same thing to them?,1465038907301638146,replied_to
False,2021-11-28T19:23:50.000Z,en,RT @miss_LulaMae: Chris Evans and Scarlett Johansson with little fans of captain America and the black widow https://t.co/zOX1jrZgYT,1465038745049219082,retweeted
False,2021-11-28T19:23:31.000Z,en,Scarlett Johansson as Natasha Romanoff in Black Widow (2021) https://t.co/rkGaYsvGWX,1465038664187142152,
False,2021-11-28T19:23:28.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465038654053699584,retweeted
False,2021-11-28T19:23:26.000Z,en,"RT @BROKENHAWKEYE: ~ 𝑪𝑳𝑰𝑵𝑻 𝑩𝑨𝑹𝑻𝑶𝑵 / 𝑯𝑨𝑾𝑲𝑬𝒀𝑬 

Marvel Alternative Universe, Comics Based, Former SHIELD Agent And Avenger, Master Marksman,…",1465038645887393800,retweeted
True,2021-11-28T19:22:56.000Z,en,"RT @lure_lady: -50% OFF 🙀 ALL VIDEOS❗️
👉https://t.co/amZIHZwlVf https://t.co/OagfrkciVx",1465038517482901505,retweeted
False,2021-11-28T19:22:29.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465038406946328584,retweeted
False,2021-11-28T19:22:25.000Z,pt,"@Cheque_Senpai Awen.... Até parece que tinham way aí
Mesmo black widow quando fez fugir o fake dad foi bem mais complicado",1465038388805914636,replied_to
False,2021-11-28T19:22:24.000Z,en,Okay I was tripping because he popped both of the Greek dudes on some Hawkeye/Black Widow shit. https://t.co/5OCcVoC4Bo,1465038384125075456,quoted
False,2021-11-28T19:22:03.000Z,en,RT @RealElijah_5000: Join me at 4:30pm CST as I finally talk about @shangchi Black Widow and more in comic news. Get my take as a martial a…,1465038297080684544,retweeted
False,2021-11-28T19:21:59.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465038278449672204,retweeted
False,2021-11-28T19:20:26.000Z,pt,pensando em rever black widow sdd das minhas viúvas,1465037890954702860,
False,2021-11-28T19:20:23.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465037875305754635,retweeted
False,2021-11-28T19:19:41.000Z,en,@lady_perse @MistressMavka @Evil__Woman_ @Widow_Black_ @joanna_bujoli ) I love to straponed by you beautiful mistresses. It is possible to have a book cessions with four beautiful mistresse,1465037699593777159,replied_to
False,2021-11-28T19:18:46.000Z,es,"Pochoclos, Black Widow y lluvia 🤍",1465037469896921091,
True,2021-11-28T19:18:28.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465037394441297921,retweeted
False,2021-11-28T19:17:48.000Z,en,"@News24 @City_Press The Black Widow Chronicles ,",1465037224500768780,replied_to
False,2021-11-28T19:17:36.000Z,en,The Sims 4 Black Widow: Second Spouse! |🧜‍♀‍🗡️Stream Raiders!🧜‍♀‍🗡️| I'm Live!  https://t.co/iVt9LkxSI2 #blackwidowchallenge #sims4 #streamraiders,1465037176895414276,
True,2021-11-28T19:17:06.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465037051418464257,retweeted
False,2021-11-28T19:15:21.000Z,en,RT @AgentedeMarvel_: Black Widow vs Hawkeye https://t.co/9euFCZPoxi,1465036609846329347,retweeted
False,2021-11-28T19:15:08.000Z,en,also tht ending cut scene in black widow… 💔💔💔💔💔,1465036555752411139,replied_to
False,2021-11-28T19:14:37.000Z,es,Queee? Yo? Volviendo a ver Black Widow?? Puf nooo,1465036423749414923,
False,2021-11-28T19:14:31.000Z,en,RT @AgentedeMarvel_: Black Widow vs Hawkeye https://t.co/9euFCZPoxi,1465036401695768581,retweeted
False,2021-11-28T19:13:57.000Z,en,"THE AVENGERS RECAST: Will Ferrell as Iron Man, Robert Pattinson as Captain America, Will Ferrell as Thor, Matthew McConaughey as the Hulk, Kristen Stewart as Black Widow, Christian Slater as Hawkeye and Dustin Hoffman as Nick Fury",1465036258183299072,
False,2021-11-28T19:13:20.000Z,en,i  hate the way scarlet johansson doesn't convince me as black widow,1465036100657942533,replied_to
False,2021-11-28T19:13:17.000Z,en,"Join me at 4:30pm CST as I finally talk about @shangchi Black Widow and more in comic news. Get my take as a martial artist &amp; writer on how these films have helped move the MCU forward and what might come next!! 
https://t.co/OYvGVWCU82
#comics #shangchi #blackwidow https://t.co/VWBwnfQ1sc",1465036088351801356,
False,2021-11-28T19:12:31.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465035898836430848,retweeted
False,2021-11-28T19:12:21.000Z,en,"Think I had my longest #PlayAvengers session today to level everyone up, still missing Black Widow and Iron Man to 50 but taking a break",1465035855639285770,
False,2021-11-28T19:12:20.000Z,en,RT @miss_LulaMae: Chris Evans and Scarlett Johansson with little fans of captain America and the black widow https://t.co/zOX1jrZgYT,1465035851709108232,retweeted
False,2021-11-28T19:12:06.000Z,en,"@NerdyNupeDC The Black Widow and Hawkeye stans be coming for you, huh?",1465035790233346049,replied_to
True,2021-11-28T19:10:36.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465035415904264192,retweeted
True,2021-11-28T19:10:09.000Z,en,RT @ErocosplayAsian: Kalinka fox nude Cosplay Black Widow https://t.co/F5FCxK4Wha,1465035301420687365,retweeted
True,2021-11-28T19:09:56.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465035244634058756,retweeted
True,2021-11-28T19:09:42.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465035187943788547,retweeted
True,2021-11-28T19:09:29.000Z,en,RT @CosplayAsiangrl: Kalinka fox nude Cosplay Black widow https://t.co/zsJnLnhQsB,1465035133338193932,retweeted
False,2021-11-28T19:09:14.000Z,en,RT @ErocosplayAsian: Lenina crowne nude Cosplay Black widow https://t.co/VGhLJGnjfX,1465035068691431425,retweeted
True,2021-11-28T19:09:00.000Z,en,RT @CosplayAsiangrl: Lenina crowne nude Cosplay Black widow https://t.co/kilsI9cVLK,1465035009966972928,retweeted
True,2021-11-28T19:08:49.000Z,en,RT @ErocosplayAsian: Kalinka Fox nude Cosplay Black widow https://t.co/pxyjCVYHHn,1465034966643920900,retweeted
False,2021-11-28T19:08:43.000Z,es,Me he visto Black Widow y creo que es la película de Marvel más Marvel que Marvel ha hecho nunca.,1465034938936438786,
False,2021-11-28T19:08:36.000Z,en,"RT @Ghost_Fakers: Black Widow BLACKED 🖤

Natasha Romanoff &amp; Yelena Belova are on a mission as bitches 😍

#Ghost_Fakers #NatashaRomanoff #Ye…",1465034911933296640,retweeted
False,2021-11-28T19:08:25.000Z,en,RT @MCUPerfectGifs: Black Widow (2021) https://t.co/V75Obwkmim,1465034866630610950,retweeted
False,2021-11-28T19:08:24.000Z,en,"RT @leaderyeons: 211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america…",1465034862595772418,retweeted
False,2021-11-28T19:07:46.000Z,tl,lf kasama mag watch black widow &amp; shang chi,1465034703367389184,
False,2021-11-28T19:07:34.000Z,pl,@icrsfllslover miał zaległe bo już mi z rok temu obiecał że pójdziemy na star warsy a potem że na Black widow i dupa a teraz mu n odpuszczę,1465034650204659722,replied_to
False,2021-11-28T19:07:20.000Z,en,"RT @DamnSoHot3: KBI-031 A Widow Who Is Attracted To And Desires A Black Man She Buried Her Sorrow With Her Husband's Friend

👧 Actress : Ho…",1465034590511271936,retweeted
True,2021-11-28T19:06:33.000Z,en,RT @ErocosplayAsian: Kalinka fox nude Cosplay Black widow https://t.co/llPtRSXPPy,1465034395526615046,retweeted
False,2021-11-28T19:05:52.000Z,es,@Cine_ikiru Esta película es una soberana mierda pero que se puede esperar de un tío que le puso 5 estrellas a black widow,1465034225158168590,replied_to
True,2021-11-28T19:05:42.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465034180656607232,retweeted
False,2021-11-28T19:05:14.000Z,es,"RT @widxwsc: luis disculpame pero tu opinión no es valida cuando decis que black widow es un despropósito, los números que consiguio en su…",1465034065434664969,retweeted
False,2021-11-28T19:05:13.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465034060883968014,retweeted
True,2021-11-28T19:05:10.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465034049127288832,retweeted
False,2021-11-28T19:05:02.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465034014952235011,retweeted
True,2021-11-28T19:04:52.000Z,en,RT @ErocosplayAsian: Kalinka fox Nude Cosplay Black widow https://t.co/LzccZrZxXv,1465033970123427847,retweeted
False,2021-11-28T19:04:30.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465033881099243520,retweeted
False,2021-11-28T19:03:51.000Z,en,"@HalilMrT1 I did batch cooking this morning: leek &amp; potato soup, butternut squash soup &amp; lentil &amp; veg curry. Food shop, washed sheets.  Now watching Marvels Black Widow.",1465033716288348162,replied_to
False,2021-11-28T19:03:39.000Z,en,RT @ErocosplayAsian: Nude Cosplay Black widow https://t.co/6AKfKwXmYf,1465033666015420422,retweeted
True,2021-11-28T19:03:36.000Z,en,"RT @ssid1024: Black Widow babes 🔥

#ScarlettJohansson #FLORENCEPUGH #rachelweisz #BlackWidow https://t.co/MG0I5q6SLP",1465033650798399490,retweeted
False,2021-11-28T19:02:52.000Z,en,Black Widow is the coolest Avenger and I'll entertain no statements to the contrary. https://t.co/793SJjcbjo,1465033466400100359,
False,2021-11-28T19:02:44.000Z,en,RT @amourvn: ALL I WANT IS BLACK WIDOW TRILOGY https://t.co/w1o2CjF2sW,1465033434770944011,retweeted
True,2021-11-28T19:02:18.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465033326968909835,retweeted
False,2021-11-28T19:02:03.000Z,en,"age of ultron
ant-man
civil war
dr strange
guardians of galaxy 2 
spiderman homecoming
thor ragnarok
black panther
infinity war
ant man and the wasp
captain marvel
endgame 
far from home
black widow
shang chi
eternals",1465033264373145600,replied_to
False,2021-11-28T19:02:03.000Z,en,"When i watch black widow movie i was like, ""this is the last time she saw her family in like a decade."" :(((((
I'm so excited for phase 4 and else but i also miss the old ones...",1465033263601184772,replied_to
True,2021-11-28T19:01:56.000Z,en,"RT @lure_lady: Attebtion❗️Crazy video❗️
Black Widow loves big Hulk’s cock💦

👉🏻 https://t.co/75lhHr541X

My video includes a lot of anal and…",1465033232995569666,retweeted
False,2021-11-28T19:01:10.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465033038816071688,retweeted
False,2021-11-28T19:00:32.000Z,en,RT @widxwsc: esta? mi comfort scene de todo black widow https://t.co/bJKEJtW7rw,1465032879877013504,retweeted
False,2021-11-28T18:59:45.000Z,fr,@Tchop12 Si t'es fan de black widow tu peux regarder son film directement après puisque l'histoire se passe juste après civil War,1465032682061053958,replied_to
False,2021-11-28T18:59:21.000Z,en,@ScienceBotikus Science is amazing. For instance:  Female black widow spiders eat the males after mating. @ScienceBotikus,1465032581871665154,replied_to
False,2021-11-28T18:59:19.000Z,en,@ScienceBotikus Whoa! Did you know:  Female black widow spiders eat the males after mating. @ScienceBotikus,1465032574531555331,replied_to
False,2021-11-28T18:59:17.000Z,es,"RT @baepugh: de lo que va de la cuarta fase del mcu no me canso de ver wandavision y black widow, a una la extraño y a la otra no la puedo…",1465032565010563076,retweeted
True,2021-11-28T18:58:52.000Z,en,RT @missveronikab: Lots of super hot Black Widow content on my Only Fans so you should join :) https://t.co/O6uy9Ehsrb,1465032463672090630,retweeted
False,2021-11-28T18:58:38.000Z,en,"it’s Black Widow. 
they’re watching Black Widow. https://t.co/UyivEXXuwJ",1465032401453600774,quoted
False,2021-11-28T18:58:34.000Z,en,@BrandonDavisBD It’s bc of all the Black Widow jokes 👀,1465032385494503430,replied_to
False,2021-11-28T18:58:31.000Z,en,"RT @SuperGeekGirls: Amazing Black Widow Cosplay by 😍@kalinka_fox 

𝙄'𝙢 𝘼𝙡𝙬𝙖𝙮𝙨 𝙋𝙞𝙘𝙠𝙞𝙣𝙜 𝙐𝙥 𝘼𝙛𝙩𝙚𝙧 𝙔𝙤𝙪 𝘽𝙤𝙮𝙨...

#marvel #cosplay #blackwidowcos…",1465032371779031040,retweeted
False,2021-11-28T18:57:51.000Z,en,RT @lady_perse: We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMav…,1465032207412580355,retweeted
False,2021-11-28T18:57:11.000Z,en,"you can see black widow doing a very similar style of throw in WINTER SOLDIER here:

https://t.co/ND0XUzqnZF",1465032037207842818,replied_to
False,2021-11-28T18:56:07.000Z,es,RT @camilaaturin: naka y yo hicimos q la tati vea black widow y tratar de explicarle pqq queríamos llorar al final fue todo un drama JAJAJA…,1465031767547531266,retweeted
True,2021-11-28T18:56:04.000Z,en,RT @ErocosplayAsian: Kalinka fox nude Cosplay Black widow https://t.co/qDhFctQSVZ,1465031755480670219,retweeted
False,2021-11-28T18:55:39.000Z,pt,"RT @GNGeekNation: #Dune atingiu a marca de 102.2 na bilheteria doméstica.

Mundialmente o filme chegou a marca de 374.2 Milhões de Dólares.…",1465031652170678276,retweeted
False,2021-11-28T18:54:45.000Z,en,"@ItIsJustAShow This year we had a really emotional score for the Eternals by Ramin Djawadi as well as one for The Black Widow by Lorne Balfe, which I can say for certain is one of the best scores of the year.",1465031425527328775,replied_to
False,2021-11-28T18:54:43.000Z,pt,"@GNGeekNation O povo quer mesmo comparar Black Widow com Dune, sendo que, além de ambos terem tido lançamento híbrido, apenas um foi lançado na China.",1465031415263813634,replied_to
False,2021-11-28T18:54:19.000Z,en,@Sedroid404 Science is amazing. For instance:  Female black widow spiders eat the males after mating. @ScienceBotikus,1465031314654957570,replied_to
