lang,tweet_id,possibly_sensitive,created_at,text,type,withheld.copyright,withheld.country_codes
en,1465748419838988289,False,2021-11-30T18:23:50.000Z,"@nattysvest Black Widow didn't even get her own film until after she was dead smh...
Nothing against Tom Holland, but give the other spider some love.",replied_to,,
en,1465748007010410512,False,2021-11-30T18:22:11.000Z,@JimValley World Tour was pretty much my first introduction to Manami Toyota through Black Widow. To date it's probably my favorite wrestling game of all time.,replied_to,,
en,1465747947455401984,False,2021-11-30T18:21:57.000Z,Why did Captain America enhance himself if he was the same height as Black Widow at some point? He could've done it all in some boot heels. https://t.co/8Eqn2Ngu8a,quoted,,
en,1465747821714419719,False,2021-11-30T18:21:27.000Z,nat with the red shirt and jacket was what inspired my outfit for Black Widow's opening night lmao https://t.co/4JK0WUwMb2,quoted,,
pt,1465747619607625732,False,2021-11-30T18:20:39.000Z,#SpiderManNoWayHome demorou apenas 2 horas para superar Black Widow e se tornar a maior pré-venda de 2021! https://t.co/dWjrwa1GNj,replied_to,,
it,1465747121844457478,False,2021-11-30T18:18:40.000Z,@i38hk tipo quelli di loki non li ho visti + quelli di ant man + black widow,replied_to,,
en,1465747065108152325,False,2021-11-30T18:18:27.000Z,"30/11/1985.
Esce il debut album omonimo degli hard rockers ROUGH CUTT.
""Take Her"": https://t.co/V81wW8YUhX
""Kids Will Rock"": https://t.co/TfUdKJkNON
""Black Widow"": https://t.co/rVBBDqWmUe
#MinisteroCulturaMusicale https://t.co/C1s5ay9dpo",,,
en,1465746987748319236,False,2021-11-30T18:18:08.000Z,"should i watch tangled, black widow, or the hunger games",,,
en,1465746877048049674,False,2021-11-30T18:17:42.000Z,Black Widow is a better spy thriller than Winter Soldier. https://t.co/hzkearGvZk,quoted,,
en,1465746863513026561,False,2021-11-30T18:17:39.000Z,"kate bishop, yelena belova fancam, marvel, powerful duo, black widow, hawkeye, Cupid's chokehold / Breakfast in America by Gym Class Heroes. https://t.co/qdSwOMIjHk",,,
en,1465746638115377167,False,2021-11-30T18:16:45.000Z,"Of course the best Marvel Timeline movie is Captain America:Winter soldier. Civil War comes close. I still can’t believe Black Widow rated lower than that disappointing Wonder Woman, is it because it’s DC bathong 🤦🏿‍♀️",,,
en,1465746375488905223,False,2021-11-30T18:15:42.000Z,@iPROTECT94 black widow #AdoreYou #HarryStyles,replied_to,,
fr,1465746235491594246,False,2021-11-30T18:15:09.000Z,Après imagine ta pas encore regarder black widow 🙂 @TheoDelahaye7,,,
und,1465746091995926531,False,2021-11-30T18:14:35.000Z,https://t.co/lrv5y3IkdU #BlackWidow #funkoPOP #Marvel #Forsale #ebay,,,
fr,1465746054326984709,False,2021-11-30T18:14:26.000Z,Redskull pendant que Black Widow et Hawkeye décidaient qui allait mourir https://t.co/YNMlKO24vD https://t.co/D2R2AbcsDm,quoted,,
en,1465745450980491266,False,2021-11-30T18:12:02.000Z,"I didn't like Shang Chi... Tony Leung was great as was his character, but that was it, lol. It was almost as bad as Black Widow.",,,
und,1465744413271879680,False,2021-11-30T18:07:54.000Z,https://t.co/juVmM5ogzR,,,
pt,1465744269851955208,False,2021-11-30T18:07:20.000Z,"@joao_pedrovisk @SpiderManBRA mas a pré venda de Ultimato foi surreal, por isso to dizendo q a pré venda de No Way Home deveria ser comparado com Ultimato. Era óbvio que iria bater Black Widow facilmente!",replied_to,,
en,1465744089081470978,False,2021-11-30T18:06:37.000Z,@illusiveBeast Ah yes the “black widow man suit” 😂🤦‍♂️🤦‍♂️,replied_to,,
en,1465743628173824000,False,2021-11-30T18:04:47.000Z,@unknowntrin I said black widow with so much confidence it is concerning. I’m guessing spider man?,replied_to,,
en,1465743524431859717,False,2021-11-30T18:04:23.000Z,Oh hell nah they brought Hawkeye and black widow to fight mfing Ultron?? https://t.co/Bi9GQ3IVP4 https://t.co/yHtFjfYKjI,quoted,,
en,1465743477245894662,False,2021-11-30T18:04:11.000Z,Nigga in front of Black Widow could have just shot the fuck outta her 😂 https://t.co/hiCzHc6kGn,quoted,,
en,1465743380814577669,False,2021-11-30T18:03:48.000Z,"Last Jedi, Rise of Skywalker and Black Widow were ass, btw, so, I'm not surprised they were beaten by NWH. NWH probably has the biggest hype of any live-action Disney property right now https://t.co/9uut29BybL",quoted,,
en,1465743106494582787,False,2021-11-30T18:02:43.000Z,@MarvelSpain Black Widow,replied_to,,
en,1465743028774006784,False,2021-11-30T18:02:24.000Z,"@RyanPigg My roommate hated the new Star Wars, Captain Marvel, Black Widow and the new new Ghostbusters and is very popular on Letterboxd😑",replied_to,,
en,1465742931415818242,False,2021-11-30T18:02:01.000Z,"@Lakers @russwest44 Such as Spider-Man, Hulk, Iron Man, Captain America, Black Panther, Shang-Chi, Wolverine, Cyclops, Beast, Deadpool, Wonder Woman, Flash, Aquaman, Cyborg, Green Lantern, Black Widow, Hawkeye, Ant-Man, Star-Lord, Captain Marvel, etc.",replied_to,,
en,1465742924700807171,False,2021-11-30T18:02:00.000Z,@MCU_Direct Zero surprise. I bought tickets and chose seats for Black Widow's premiere a few days after sales had launched but I could barely find tickets for any seats in the city  for SpiderMan's premiere just 3 hours after sales had launched,replied_to,,
es,1465742818039709704,False,2021-11-30T18:01:34.000Z,"Tengo 2 semanas para verme todas las series de marvel, la película de black widow y Shang Chi, tengo que hacerme un maratón y no tengo tiempo",,,
en,1465742791993143299,True,2021-11-30T18:01:28.000Z,"Ever wonder what a professional MMA fighter looks like in the nude? You're in luck, say hi to Black Widow Borga (@blackwidowborga). She's a fighter for Bellator and when she's not kicking ass in the octagon she's kicking all behind the camera. https://t.co/NJ6gk8IDxT",,,
en,1465742422873448450,False,2021-11-30T18:00:00.000Z,"In case you missed the trailer! Watch it now with no ads! Black Widow 2021 trailer!

https://t.co/qankbUjM1T

#Job #JobSeekers #gamers #gamingcommunity #gaminglife #Nintendo #PlayStation #Xbox #twitchstreamer #YouTube #socialmedia #CGNCmedia",,,
en,1465742373271470083,False,2021-11-30T17:59:48.000Z,"@ChesterCheevo Haven’t seen Eternals, but Black Widow and Shang-Chi were pretty good overall imho.",replied_to,,
en,1465742313133588480,False,2021-11-30T17:59:34.000Z,"As a fan of storytelling, I have been eating really good! Loved Shang-Chi, Black Widow, Suicide Squad, Eternals, and Venom and that's just in the comic book cinema side of things; anime and films have been killing it too same with manga and comic books! 2022 is going to be crazy! https://t.co/CHb25YO6TX",,,
en,1465742034472345602,False,2021-11-30T17:58:27.000Z,"#SpiderMan tickets acquired for December 16th. Now I just need to watch Black Widow, Shang-Chi and The Eternals.",,,
en,1465741932202582016,False,2021-11-30T17:58:03.000Z,"@iPROTECT94 black Widow 
#AdoreYou #HarryStyles",replied_to,,
pt,1465741798383443974,False,2021-11-30T17:57:31.000Z,#SpiderManNoWayHome demorou apenas 2 horas para superar Black Widow e tornar-se a maior pré-venda de 2021! https://t.co/Q7RYwEfs5Y,,,
pt,1465741469038358535,False,2021-11-30T17:56:13.000Z,@SpiderManBRA No Way Homem tem q ser comparado com Ultimato. Black Widow tem nem graça.,replied_to,,
pt,1465741184056320000,False,2021-11-30T17:55:05.000Z,#SpiderManNoWayHome demorou apenas 2 horas para superar Black Widow e se tornar a maior pré-venda de 2021! https://t.co/kEaTBWmqCt,,,
en,1465740679179554817,False,2021-11-30T17:53:04.000Z,florence pugh in black widow😮‍💨😮‍💨😮‍💨😮‍💨,,,
pt,1465740442209771533,False,2021-11-30T17:52:08.000Z,"#SpiderManNoWayHome ultrapassou o número de pré-vendas de Black Widow em apenas 2 horas, esse que anteriormente detinha o recorde de maior número de pré-vendas em 24 horas de 2021, Deadline reporta. https://t.co/Y77KY3CVv9",,,
en,1465740245085954056,False,2021-11-30T17:51:21.000Z,"Watch list for today:
Cruella ✅
Jolt✅
Black widow....📺",,,
fr,1465740208293523465,False,2021-11-30T17:51:12.000Z,"@chimique77 Pour Shang-Chi oui, mais tu n'as pas dit quelque chose de fou comme avec The Suicide Squad. 
Et après, je pense qu'on a pas le même avis sur ça, #Eternals je l'ai trouvé vraiment excellent. Mais pour Black Widow, pfff ennuyant à part la scène post générique...",replied_to,,
en,1465739814779695106,False,2021-11-30T17:49:38.000Z,That supreme x Storm bowling might’ve been a nice complement to my Storm IQ Tour fusion and my Black Widow legend. Why did they have to ruin that😭😭😭,,,
en,1465739329234423811,False,2021-11-30T17:47:42.000Z,@reinhartshines black widow having 1 solid actress for 11 years &gt; spider-man having 3 different boys .. what ab consistency what ab nattttt ;(,replied_to,,
es,1465739110405005318,False,2021-11-30T17:46:50.000Z,"BLACK WIDOW
Claro que sí https://t.co/Ea1B9DkfcN",quoted,,
en,1465738979429527565,False,2021-11-30T17:46:19.000Z,"⭕Guardians of the Galaxy vol. 2
⭕Avengers - Age of Ultron
⭕Antman
⭕Captain America - Civil War
⭕Black Panther
⭕Black Widow
⭕Doctor Strange
⭕Thor Ragnarok
⭕Antman - The Wasp
⭕Avengers - The Infinite War
⭕Avengers Endgame
⭕Loki
⭕What if...?
⭕Wanda Vision
... continue",replied_to,,
en,1465738670011400195,False,2021-11-30T17:45:05.000Z,"#NoWayHome nets biggest Fandango presales in 24 hours since 'Endgame'

🔹The film also beat out 'Infinity War,' 'Star Wars: Episode VIII,' &amp; 'Star Wars: Episode IX' in the same timeframe

🔹In just 2 hours #SpiderMan topped 'Black Widow's 24 hour ticket sales 

(via @ErikDavis) https://t.co/qjBTwNWNlf",,,
es,1465738487425085445,False,2021-11-30T17:44:22.000Z,"Black widow pues mira no te digo q no q pa algo tengo el blue ray, asi hago tiempo hasta q se puedan pillar las entradas de spiderman https://t.co/6TipQQ7xJe",quoted,,
en,1465738307774599171,False,2021-11-30T17:43:39.000Z,Black Widow https://t.co/gqEGUi02WW,,,
en,1465738281392484355,False,2021-11-30T17:43:33.000Z,"My #BlackWidow review is here! Just like the movie, it came a little late 😂 Check it out and follow for more #MCU reviews! https://t.co/i9VrkorPJR",,,
en,1465737943780405250,False,2021-11-30T17:42:12.000Z,@tarojaemtea black widow,replied_to,,
en,1465737372008468482,False,2021-11-30T17:39:56.000Z,"They are going to allow 

Black Widow Spiders 
Hymn 

Here Is Husband 1
Husband 2
Husband 3

Now I ready to make my WORLD",,,
en,1465737190588051459,False,2021-11-30T17:39:12.000Z,"@Wick014 ZSJL
Shang-Chi
TSS
Venom2
Black Widow
Eternals",replied_to,,
en,1465736988762738688,False,2021-11-30T17:38:24.000Z,"You're just a black widow
Who fell in love with herself",,,
en,1465736574189113349,False,2021-11-30T17:36:46.000Z,black widow not getting a trilogy yet spider man gets 2 trilogies😐 dont get me wrong i love spider man but what abt nat😵‍💫,,,
en,1465736504232210438,False,2021-11-30T17:36:29.000Z,the accents in black widow are so bad,,,
fr,1465736426797023235,False,2021-11-30T17:36:10.000Z,#SpiderManNoWayHome vient d’avoir la plus grosse journée de précommandes depuis Avengers Endgame. Il a dépassé le record de 2021 en 2h (détenu par Black Widow) et à aussi dépassé les pré-ventes de Infinity War et Star Wars 9. On parle d’une dictature sans précédents mdrr https://t.co/qkrUVUwc2k,quoted,,
en,1465736311474569217,False,2021-11-30T17:35:43.000Z,Didn’t know I was a black widow till today 👑. https://t.co/Frm9ZwoBas,quoted,,
en,1465736127130726401,False,2021-11-30T17:34:59.000Z,@ErikDavis @Fandango @SpiderManMovie Good black widow didn’t deserve it,replied_to,,
en,1465735978438430725,False,2021-11-30T17:34:23.000Z,"@sweetbrownvinyl @doraemaynat Nothing Just Seen That Black Widow Hishe, So You Know That Song They Played 😅",replied_to,,
en,1465735546567684107,False,2021-11-30T17:32:41.000Z,"I know she had talked to me too ... 

My Black Widow Spider .",,,
en,1465735361280233475,False,2021-11-30T17:31:56.000Z,Black widow https://t.co/k0oxJftFdo,quoted,,
en,1465734907599015939,False,2021-11-30T17:30:08.000Z,"@MCU_Direct Top 5 Highest grossing U.S. Opening Weekends of 2021:

1. Venom 2: $90.2M
2. Black Widow: $80.4M
3. Shang-Chi: $75.4M
4. Eternals: $71.3M
5. F9: $70.0M",replied_to,,
en,1465734877525934086,False,2021-11-30T17:30:01.000Z,"BLACK WIDOW 1991, ISSUE 1 https://t.co/4RyVyCOTOq",,,
en,1465734845586460677,False,2021-11-30T17:29:53.000Z,natasha romanoff clint barton edit avengers endgame hawkeye black widow edit mcu https://t.co/KOccyNpcve,,,
en,1465734781237354501,False,2021-11-30T17:29:38.000Z,"videoclipes da @IGGYAZALEA mais visualizados no YouTube. 

#1 Problem - 1,3b
#2 Fancy - 1b
#3 Black Widow - 623M
#4 Booty - 380M
#5 Work - 359M 
#6 No Mediocre - 341M
#7 Kream - 300M https://t.co/k5VvKPSp3S",,,
en,1465734463011188745,False,2021-11-30T17:28:22.000Z,"you ever see a black widow and know she fr just ate her hubby, thick queen",,,
en,1465734460943515650,False,2021-11-30T17:28:22.000Z,"A+X Marvel comic ,Black widow &amp; Rogue ,vol 1,Jan 2013 ,unopened ,unread ed  https://t.co/tvsuvBV52s",,,
es,1465733887879835652,False,2021-11-30T17:26:05.000Z,"📊| #SpiderManNoWayHome tuvo el primer día de preventa más grande en @Fandango, record que tenía antes Avengers Endgame.
 También rompió el récord de este 2021, anteriormente la pertenecía a Black Widow.  https://t.co/lOgnsmrIBU",,,
es,1465733524527398913,False,2021-11-30T17:24:38.000Z,"🤯 'Spider-Man: No Way Home' se convierte en la película con el mejor día de preventa desde 'Vengadores: Endgame' en Fandango.

Solo tardó 2 horas en superar el récord de 2021 que poseía 'Black Widow'.

Ha superado a 'Vengadores: Infinity War', 'Star Wars VIII' y 'Star Wars IX'. https://t.co/oH4Rz6Qm5L",,,
pt,1465733333917315077,False,2021-11-30T17:23:53.000Z,"@atrreides Tem uma parte muito legal dela com 12 anos treinando, lembra Black Widow, a escola Materna das Bene Gesserit lembra uma Sala Vermelha",replied_to,,
en,1465733176622522372,False,2021-11-30T17:23:15.000Z,My Avengers Character Test results make me Black Widow. https://t.co/TiPA9HnNEI via @idr_labs,,,
es,1465733151188209669,False,2021-11-30T17:23:09.000Z,"hailee diciendo que le gustaria que black widow sea su mejor amiga, yo también quiero eso, te entiendo perfectamente 

https://t.co/slPjtZKDVa",,,
en,1465733129604415496,False,2021-11-30T17:23:04.000Z,@iPROTECT94 #AdoreYou #HarryStyles black widow,replied_to,,
en,1465732963841155078,False,2021-11-30T17:22:25.000Z,"swifties? no. we’re black widow and hawkeye truthers. i have an 287 page document detailing everything i have learned about their lives, i have found their private social media accounts, and my friend? she’s seen them in person. the group chat knows they’re together. https://t.co/FJYEQRS0oy",quoted,,
en,1465732678662205441,False,2021-11-30T17:21:17.000Z,HAWKEYE HAS A FAMILY?!?! i call utter bullshit. Him and black widow have been fucking since day one we all know you can’t fool us. that’s a whole ass fake family https://t.co/3fICFuGYy4,quoted,,
en,1465732635917881354,False,2021-11-30T17:21:07.000Z,the fact that i tweeted this before black widow even came out and yelena’s whole purpose in hawkeye is to kill clint…my mind https://t.co/olk5lr2qPe,quoted,,
en,1465732350394847235,False,2021-11-30T17:19:58.000Z,"@MCU_Direct As expected, black Widow was delayed too many times",replied_to,,
pt,1465732317704593419,False,2021-11-30T17:19:51.000Z,Atribuí nota 8.5 ao episódio 1x4 - The Making of Black Widow de Marvel Studios: Assembled https://t.co/2AXQ5JsQ2F #bancodeseries,,,
en,1465732297488019457,False,2021-11-30T17:19:46.000Z,@MCU_Direct Wow black widow but that movie is so huge!!,replied_to,,
en,1465731936999985158,False,2021-11-30T17:18:20.000Z,"Will ‘Venom’ Be the Next Hollywood Film With China Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? https://t.co/awZ4huMN5P via @variety",,,
en,1465731465761726464,False,2021-11-30T17:16:28.000Z,"@AnthonyPass94 Oh I hard passed that.  I’ll see Spider-Man and the Sam Raimi movie he’s directing.  Other than that, hard pass.  Black Widow, the Kung Fu movie and Eternals looked ridiculously boring.",replied_to,,
en,1465731351185969156,False,2021-11-30T17:16:00.000Z,"@spideyupdated @meJat32 Black Widow, Eternals and Spider-Man: NWH teaming up to save the theater industry: https://t.co/mz8CQHCC2l",replied_to,,
en,1465730616922722305,False,2021-11-30T17:13:05.000Z,@VERSBUCKY @MCU_Direct looks like natasha's suit from Black Widow,replied_to,,
en,1465730551491571717,False,2021-11-30T17:12:50.000Z,"hawkeye, black widow, and the falcon were regular humans fighting aliens for the government for FREE",,,
en,1465730245928136712,False,2021-11-30T17:11:37.000Z,In what world is Harley Quinn winning in a fight with Black Widow https://t.co/T2vZaGHOJk,,,
en,1465730227905044481,False,2021-11-30T17:11:32.000Z,the collectable black widow dolls https://t.co/gZAGC8fdbx,quoted,,
en,1465729771262947334,False,2021-11-30T17:09:44.000Z,"@GamerThumbTV I like Home Alone 3, mostly cause of the traps and the fact we get the first appearance of future Black Widow, Scarlet Johannsen.",replied_to,,
en,1465729729101590529,False,2021-11-30T17:09:34.000Z,"I dream for more Asian rep in the superhero community. My Ate, Black Widow, shouldn’t have to carry that burden on her own https://t.co/A7UDHQRY8y",quoted,,
en,1465729627964555267,False,2021-11-30T17:09:09.000Z,Peli fav — black widow https://t.co/jb1FhSz6vO,,,
en,1465729511669051398,False,2021-11-30T17:08:42.000Z,"#SpiderManNoWayHome  posts the biggest first day pre-sales EVER, topping ‘Avengers: Endgame’ - which went on to break the US opening weekend record with $357.1M.

The film topped 1st day advanced ticket sales for Black Widow - the previous 2021 record - in 2 hours via @Deadline. https://t.co/YsJbjKkKCU",,,
en,1465729026832568324,False,2021-11-30T17:06:46.000Z,black widow https://t.co/p9epmWGSiC,quoted,,
ru,1465728976958201862,False,2021-11-30T17:06:34.000Z,"@CathaBadb Это Black Widow (2019). Я правильно вспомнила год, но слишком щедро промахнулась с количеством выпусков: их всего пять(",replied_to,,
en,1465728804198912002,False,2021-11-30T17:05:53.000Z,@MiiinnnnZ I already watched those 3 tas kakatapos q lang black widow and currently watching shang chi miron pa ba? 😣,replied_to,,
en,1465728389113810945,False,2021-11-30T17:04:14.000Z,lowkey addicted to the version of smells like teen spirit they played during black widow intro it fitted so well,,,
en,1465728361372663809,False,2021-11-30T17:04:07.000Z,"@GodEmperorBoss Definitely. But if we want to compare it w/ an already dead black widow, or new chars like Shang-Chi or eternals, it gives false equivalent. This is Spider-Man, it's about the IP. It's even a bigger IP than batman. Plus the promise of fan service &amp; nostalgia, it's not surprising",replied_to,,
en,1465727939220230149,False,2021-11-30T17:02:27.000Z,@FCKNBARNES I don't mind sylki but i love sylvie i have a thing for women enacting life long revenge plots to cause a whole ass establishment to crumble at their feet. I get the same feeling in black widow and resident evil for that matter too when alice destroys umbrella corps,replied_to,,
en,1465727880504172546,False,2021-11-30T17:02:13.000Z,"The current 10 highest selling female lead titles from the Big 2:
1. Wonder Girl
2. Catwoman
3. Black Widow
4. Wonder Woman
5. Harley Quinn
6. Captain Marvel
7. Black Cat
8. Supergirl
9. Spider-Woman
10. Wonder Woman: Black and Gold

Where do y'all think BATGIRLS will land?",,,
en,1465727464865517578,False,2021-11-30T17:00:34.000Z,"So... Black Widow and Hawkeye... they're a thing, right? Major battle couple energy, I have to stan. https://t.co/gOshxNb6rc",quoted,,
en,1465727332480544771,False,2021-11-30T17:00:02.000Z,Check out #LibertyPro Match 00947: Fantasy vs. Crystal Fire vs. Black Widow - Now available for download in the #LibertyProShop https://t.co/H0YuMmD1yZ,,,
en,1465727327992569861,False,2021-11-30T17:00:01.000Z,Check out #LibertyPro Match 00947: Fantasy vs. Crystal Fire vs. Black Widow - Now available for download in the #LibertyProShop https://t.co/tKJTXlAxtz,,,
en,1465727127454633984,False,2021-11-30T16:59:13.000Z,@GeniusXGenius Black widow is,replied_to,,
en,1465726784616517634,False,2021-11-30T16:57:51.000Z,@sLuuugZz @comicsexplained Black Widow wasn’t in Iron Man 1.,replied_to,,
en,1465726603443507200,False,2021-11-30T16:57:08.000Z,"@McGivernC_ 1. No Time to Die
2. Shang-Chi 
3. Dune
4. Black Widow
5. Eternals
6. F9
7. Godzilla vs Kong
8. Free Guy
9. A Quiet Place Part II
10. Venom: Let there be Carnage 
11. Jungle Cruise",replied_to,,
en,1465726187242676231,False,2021-11-30T16:55:29.000Z,#NowPlaying on https://t.co/jlCB9Hd4By - T Raum - Black Widow #NowPlaying #RadioShow #onair  30/11/2021 16:55:32,,,
in,1465725642737995780,False,2021-11-30T16:53:19.000Z,"@dottoori spiderman no way home.
black widow ada anjir, spiderman gua udah nonton duluan 🤣",replied_to,,
en,1465725587281125381,False,2021-11-30T16:53:06.000Z,@ChaseRazor I Love Black Widow but Only One Character I don’t care Is Main Villain.,replied_to,,
en,1465724916313980928,False,2021-11-30T16:50:26.000Z,"I lost track of MCU’s phase 4 what should i watch that’s out rn?!

I just watched black widow and i’ll think i’ll do shang chi next then the What if series before i watch hawkeye",,,
en,1465723665530634247,False,2021-11-30T16:45:28.000Z,@santalunecity watching black widow again   https://t.co/v6rSeIaWrD,replied_to,,
en,1465723085328457737,False,2021-11-30T16:43:10.000Z,queer black widow? https://t.co/cvVBorMjrb,quoted,,
fa,1465722070797406212,False,2021-11-30T16:39:08.000Z,"@phatee_hb @ace_nsd آخرین فیلمش همین ۲۰۲۱ بود 

black widow

ولی داخل فیلم The Winter Soldier واقعا زیبا بازی کرد که سباستین و آنتونی مکی هم داخل فیلم بودن👌🏼",replied_to,,
en,1465722052183265283,False,2021-11-30T16:39:03.000Z,Black Widow:))) https://t.co/3RK64c01iF,quoted,,
en,1465722012626685959,False,2021-11-30T16:38:54.000Z,"BLACK WIDOW 2010, ISSUE ONE https://t.co/2iKedr0IYR",,,
en,1465720773277097984,False,2021-11-30T16:33:58.000Z,watched black widow for the first time last night (finally) and wow 10/10,,,
pl,1465720337463750670,False,2021-11-30T16:32:14.000Z,@93PROJECTZ black widow ZAYN VIBEZ #Vibez #Zayn #HotTrendingSongs,replied_to,,
en,1465720317234622465,False,2021-11-30T16:32:10.000Z,"finally caught up on everything😍😍😍 my phase 4 ranking so far
1. wandavision
2. hawkeye
3. black widow
4. shang-chi
5. eternals
6. what if...?
7. loki
8. tfatws",,,
en,1465719984794087428,False,2021-11-30T16:30:50.000Z,"""Don't complain about my flying, Clint."" 

🕷~ Black Widow 
🕸 ~ Avengers / S.H.I.E.L.D.
🕷~ My love @HawkAssemble 
🕸~ #AvengersXD #Marvel 
🕷~ #BlackWidow #MarvelXD
💥~ #MarvelAvengers
🕸~ MC 18 + Descriptive 
🕷~ @AvengersHQRP 
🕸~Pinned by #Fatal #Radiant 

🕸
🕷
RT https://t.co/JJkWjZQTKJ",,,
en,1465719897883758594,False,2021-11-30T16:30:30.000Z,"THE WEB OF BLACK WIDOW 2019, ISSUE 3 https://t.co/hztrIPqzqa",,,
en,1465719716605939714,False,2021-11-30T16:29:46.000Z,Am I about to FINALLY start Hawkeye to keep up w the ONE mf who nerds out with me? Yes. Yes I am.. did I make him watch Black Widow last night to catch up to me? Also yes😂,,,
en,1465719391010631685,False,2021-11-30T16:28:29.000Z,"Will ‘Venom’ Be the Next Hollywood Film With my ex-wife Trouble After ‘The Eternals,’ ’Shang-Chi’ and ‘Black Widow’? - Variety https://t.co/uezR7UQ5of",,,
en,1465719221875261447,False,2021-11-30T16:27:48.000Z,"Some of the Avengers were trying to stop a robbery, and I have to say... I would let Black Widow to punch me on the face. https://t.co/gfRjRaNdc1",quoted,,
en,1465718946116550666,False,2021-11-30T16:26:43.000Z,@MarvelUK Black Widow 😊,replied_to,,
en,1465718832895512589,False,2021-11-30T16:26:16.000Z,RIP Black Widow #Marvel https://t.co/gX43j37elC,,,
en,1465718469161279490,False,2021-11-30T16:24:49.000Z,"Black Widow.
What did you get? https://t.co/Fw3jySEF1V",quoted,,
en,1465718434919030795,False,2021-11-30T16:24:41.000Z,@comicsexplained Blame marvel for that instead of using Black Widow in Iron Man 1 they should've used Hawk Eye because this show would've went full circle.,replied_to,,
es,1465718128302829575,False,2021-11-30T16:23:28.000Z,"#SpiderManNoWayHome ha vendido más de 3 millones de entradas en 24 horas, solo en Canadá y EEUU. Esa cifra es 20 veces mayor a lo que vendieron Eternals y Black Widow en el mismo tiempo https://t.co/eSE09PPtnj",,,
pl,1465718041623384064,False,2021-11-30T16:23:07.000Z,Na film 'Spider-Man: No Way Home' sprzedano 3 miliony biletów w ciągu pierwszych 24 godzin co daje już ponad 35 milionów dolarów zarobku! Poprzedni rekord w czasie pandemii należał do filmu 'Black Widow' oraz 'Eternals' gdzie sprzedano 150 tysięcy biletów w ciągu doby https://t.co/cirKd8a8nd,,,
en,1465717615301566464,True,2021-11-30T16:21:25.000Z,Kalinka fox nude Cosplay Black widow https://t.co/CWmCVj9cAb,,,
es,1465717446900285452,False,2021-11-30T16:20:45.000Z,"@linzzforbes Gracias. También es mi personaje favorito por todo lo que has dicho. Es un personaje Yam fuerte de espíritu la verdad. Siempre se preocupa de que los demás estén bien. Uff, si ya viste Black Widow, ahi solo destaca más",replied_to,,
en,1465717205446893572,False,2021-11-30T16:19:48.000Z,"My personal ranking is:

1. #Dune
2. No Time to Die 
3. A Quiet Place Part II
4. Shang-Chi
5. #Eternals
6. Free Guy
7. Black Widow
8. Jungle Cruise
9. Godzilla vs Kong
10. F9
11. Venom: Let There Be Carnage",replied_to,,
en,1465716403814625288,False,2021-11-30T16:16:37.000Z,dlete this black widow sold 7 million? https://t.co/fdt1RNmYd3,quoted,,
en,1465716041913278472,False,2021-11-30T16:15:10.000Z,💡 The Black Widow spider eats her mate during or after sex. #factscricket #factsconvention https://t.co/vRl8hRYnBc,,,
en,1465715786366918657,False,2021-11-30T16:14:09.000Z,@Black_Widow_81 yea but the mucinex didn't help like at all,replied_to,,
en,1465715698466967553,False,2021-11-30T16:13:48.000Z,Spider-man fans after they get bit by a black widow spider and they don’t get powers https://t.co/z5Zl19Zsgs,,,
en,1465714826613858304,False,2021-11-30T16:10:20.000Z,"@wasexplaining People actually begged for her to have her own movie for years.
No one even wanted hawkeye exclusively. But people were itching for black widow because she was interesting and they liked her. What we got wasnt that interesting.",replied_to,,
en,1465714817012940804,False,2021-11-30T16:10:18.000Z,"Imaginary person used for the purpose of this tweet: I had a dream I was in the NFL and I won the super bowl 

Me: I had a dream a wallowing banshee struck me and coerced me to drink from the cauldron of courage then I threw myself off a large mechanical black widow and into lava",,,
en,1465714095672348674,False,2021-11-30T16:07:26.000Z,Check out this listing I just added to my #Poshmark closet: Mini meets Legos black widow Mavel. https://t.co/qIkGFP0yAO #shopmycloset @poshmarkapp,,,
en,1465713891178999818,False,2021-11-30T16:06:37.000Z,.@marvel you owed us a black widow trilogy ever since she entered the mcu in 2008 as natalie rushman,,,
pl,1465713722983428098,False,2021-11-30T16:05:57.000Z,"@oopswika Trochę bezsensu dawać trylogie black widow jak i tak wszyscy wiedza że nie żyje, nie byłby tego dreszczyku emocji i nawet by się przy tym nie starali , już lepiej żeby wypuścili trylogie kogoś kto jeszcze żyje a jej nie ma XD",replied_to,,
en,1465713472277135364,False,2021-11-30T16:04:58.000Z,@RussellMaddie18 Black widow,replied_to,,
en,1465713447992135689,False,2021-11-30T16:04:52.000Z,@FPaez99 The antagonist from Black Widow.,replied_to,,
en,1465712848298921998,False,2021-11-30T16:02:29.000Z,"November 30, 1985: Rough Cutt released their debut album ""Rough Cutt"" featuring the songs ""Take Her"" (co-written by Ronnie James Dio), ""Dreamin' Again"" and ""Black Widow"" (both co-written by Wendy Dio). They opened for DIO on the U.S. Sacred Heart tour. https://t.co/8CPo3sN4RF",,,
en,1465712727985467392,False,2021-11-30T16:02:00.000Z,"Our #JeepBlackWidow comes with custom 20"" Black Widow wheels and 35"" BF Goodrich All-Terrain KO2 Tires, complete with color shading to match your Jeep and suspension.

Shop our inventory of special edition Jeep Black Widows today! #BayouCDJR

https://t.co/JyfLNfMsWQ https://t.co/NvcWbgjGZy",,,
