lang,tweet_id,created_at,text,possibly_sensitive,type
fr,1466151027397308422,2021-11-26 21:03:39+00:00,"4/4 
La vaccination de masse ne parvient pas à arrêter les taux de transmission de Covid – étude - News 24 https://t.co/0bygOuYWRd via news24fr",False,replied_to
es,1466151025610473482,2021-11-26 21:03:38+00:00,"El ciclo escolar de este año finalizó con graves secuelas para el área rural, una de las más afectadas por la pandemia de COVID-19 debido a la implementación de un modelo educativo virtual, televisivo e híbrido promovido por el ministerio de Educación.   https://t.co/QTWZwibfOe",False,
pl,1466151024905891856,2021-11-26 21:03:38+00:00,"""Covid game""
Czy covidianie są zadowoleni z przebiegu gry?
W ""Squid Game"" było do wygrania 45mld Wonów, to jakieś 150mln zł.

Wy zagraliście o hulajnogę i nie wiadomo, ile nią pojeździcie.

Przy 300mld długu, z nagrodami nie zaszaleli.😉 https://t.co/h1VG3ZBd4t",False,
fr,1466151024142471187,2021-11-26 21:03:38+00:00,"2/4 
Offrant une évaluation claire du fait que les personnes entièrement vaccinées deviennent de plus en plus la source de la transmission de Covid, l’étude a identifié une situation similaire au Royaume-Uni.",False,replied_to
en,1466151024087998475,2021-11-26 21:03:38+00:00,@LadyJan73666972 @hopefulrmantic @Amy_Siskind Q: How do you reconcile me not getting a shot of medicine I dont trust and a doctor preventing a human from taking their first breath when vaxx stats clearly show that the vaccinated are as adept at spreading covid as the unvaxxed? You may be soulless!  A: You don't have a soul!,False,replied_to
en,1466151023366582274,2021-11-26 21:03:38+00:00,Covid panickers messing with my shekels trading https://t.co/Ql4kJQDzCv,False,
en,1466151023131742208,2021-11-26 21:03:38+00:00,@TruAmericanGal1 The health authorities can’t possibly know which strain of Covid it is.,False,replied_to
en,1466151022926041092,2021-11-26 21:03:38+00:00,$enzc down another 8%😂😂😂😂😂😂😂😂😂😂😂😂 but it’s the cure to hiv and covid?,False,
es,1466151021483368452,2021-11-26 21:03:37+00:00,"Aprovechando que es el día mundial de la lucha contra el VIH, OJALÁ exijan pruebas masivas a como hacen con el covid-19",False,
en,1466151020493479942,2021-11-26 21:03:37+00:00,Good for curing Covid cheep an don’t cost Billions https://t.co/Bm0Rs9RGQU,False,
en,1466151020363493379,2021-11-26 21:03:37+00:00,@vilareads I hope it’s not covid,False,replied_to
en,1466151020086665223,2021-11-26 21:03:37+00:00,"@NBC @ABC @CBS @CNN @MSNBC @CNBC @NY1 @SpectrumNewsDC @SpectrumNews1OH @SpectrumNews1TX @SpectrumNews1KY @FOX13News @SpectrumNews1WI @OfficeGovEthics @CREWcrew @DOJCrimDiv @DOJPH *Donald J. Trump Debated With Biden With COVID-19. Obviously, Trump, Negligence, Attempt Of Murder? https://t.co/ix7aZYPOgl",False,quoted
en,1466151019532881924,2021-11-26 21:03:37+00:00,covid dropping its new album before blackpink https://t.co/u42PHe11cr,False,
en,1466151019239251969,2021-11-26 21:03:37+00:00,"@EveryAlbertan @PacificRaine Yeah my kids new pediatrician was super weird once we started talking about covid and started screwing with their mask non-stop pulled it under their nose, touching it....

It was a little weird.",False,replied_to
es,1466151017431588867,2021-11-26 21:03:36+00:00,"Merecido reconocimiento a las empresas que han colaborado de manera altruista con @aytoSalamanca en la lucha contra la pandemia de Covid-19.

#Salamanca es una ciudad muy noble. El espíritu solidario de los salmantinos, se ha impuesto a la incertidumbre, al miedo y a la división. https://t.co/Sa0pU5L0OG",False,
es,1466151016919965707,2021-11-26 21:03:36+00:00,@estendenciavzl A covid le gusta esas colas sabrosas..,False,replied_to
en,1466151016651542529,2021-11-26 21:03:36+00:00,"@EmHockeydoc65  Forgot to mention to you that I didn’t allow anyone to come for Thanksgivingso it was just me and my parents. I would have never forgiven myself had my dad gotten Covid, esp since 1 member isn’t vaccinated. You were so thoughtful to have answered my ?’s. Tyvm!",False,
da,1466151015862915080,2021-11-26 21:03:36+00:00,@CheeseCasual176 @ThDanielsen @regeringDK Folk som ikke er vaccineret er også raske... at have Covid_19 pas og ikke blive tester er falsk tryghed..,False,replied_to
en,1466151015565053955,2021-11-26 21:03:36+00:00,@gammelvindnz @KarinMary1 We as a family have had many covid tests. Son was a close contact at sushi place early in Delta. We have always had results back in under 24 hours. I've had one that was back in 3 hours.,False,replied_to
en,1466151015313547267,2021-11-26 21:03:36+00:00,"@HightoppsBSG For the record, they now definitely don’t feel fine. Even though I’m vaccinated and I tested negative as of yesterday, because I was in close contact with 2 of the individuals, I am working from home until I can get a second negative COVID test.",False,replied_to
en,1466151014910902279,2021-11-26 21:03:36+00:00,@soverncomfort @Sjopinion10 It was all about Wyke last week until people found out he hadn’t been vaccinated but had covid itself.,False,replied_to
en,1466151014298439687,2021-11-26 21:03:36+00:00,"As winter approaches, health officials say an uptick in flu cases is likely: https://t.co/uloGQOJ6EJ",False,
en,1466151013937815560,2021-11-26 21:03:36+00:00,"@wholelottakap @TomMUFC10 @StokeyyG2 @FootballlForAll God you are a special breed
Hopefully covid gets you",False,replied_to
en,1466151013161783298,2021-11-26 21:03:35+00:00,"@GOPChairwoman Covid is contagious in the Rose garden if an infected person lies about it and then goes around spreading it.

How many did he infect that day? https://t.co/7CXfWLexga",False,replied_to
en,1466151012855599105,2021-11-26 21:03:35+00:00,I walked down to a different pizza place to grab a lunch slice and it was so tasteless I thought I had Covid.,False,
en,1466151010905182208,2021-11-26 21:03:35+00:00,Trump may have exposed ‘hundreds’ to COVID-19 by hiding his positive test: CNN https://t.co/JUzb5c65Jt https://t.co/5JvM6eDH0n,False,
en,1466151010871635975,2021-11-26 21:03:35+00:00,"@stephenjudkins This is coming from someone who spent maybe half of the first 6 months of lockdown waking up thinking ""wait, is this covid?"" before thinking ""eh, probably not"" later on that day.",False,replied_to
en,1466151010452135942,2021-11-26 21:03:35+00:00,A Top Official Says the Fed Will ‘Grapple’ With a Faster Bond-Buying Taper - The New York Times: A Top Official Says the Fed Will ‘Grapple’ With a Faster Bond-Buying Taper  The New York Times https://t.co/BrsUMLMMMh https://t.co/6iBsUlgI3N,False,
it,1466151009412124677,2021-11-26 21:03:35+00:00,@il_Parods Che minchione appeso che sei hahahahhahahah ma parli pure di covid?? Ma non rompere il cazzò dai fenomeno,False,replied_to
en,1466151008271155201,2021-11-26 21:03:34+00:00,"@Eldermld1 Hey!! Thats where we got our Covid!!
We might be Genetically modified neighbors!",False,replied_to
en,1466151007143006209,2021-11-26 21:03:34+00:00,Once again the scaremongering news media hyped up the Omicron Variant! There’s no data to suggest it’s any worse than any other COVID Virus that’s out there. The data doesn’t stack up so it’s time we learned to live with virus &amp; get on with our lives!,False,
en,1466151006782169092,2021-11-26 21:03:34+00:00,covid booster kicking my ass so stream is delayed until tomorrow :(,False,
en,1466151005800783881,2021-11-26 21:03:34+00:00,The west London hub airport moves to bolster confidence in flying ahead of the crucial Christmas season by separating arrivals from red list countries from the rest of the travelling public https://t.co/W9MCKDfGUN,False,
el,1466151004974424067,2021-11-26 21:03:34+00:00,Δανία: Απόλυτο ρεκόρ κρουσμάτων Covid-19 https://t.co/uwJ7XgvAgx #businessnewsgr,False,
nl,1466151004899057667,2021-11-26 21:03:33+00:00,"@JoostNiemoller Dat heeft geen zin en is een schandelijk machtsmisbruik.

https://t.co/5yNnOyuDCV",False,replied_to
en,1466151004148158464,2021-11-26 21:03:33+00:00,1st US case of COVID omicron variant confirmed in California https://t.co/yAkt5SaQgO -Follow me more news,False,
es,1466151003607212038,2021-11-26 21:03:33+00:00,"@Belatar8 @Kaiser_666999 @LuzDeLuz89 @marcospalestin0 @LuisRod49951330 @AgustinLaje La vacuna tiene efectos secundarios? Sí. Son muy infrecuentes? También. Todos los tratamientos los tienen? También. Ya te dije antes, incluso suponiendo reales esos 17000 muertos tras la vacuna, la COVID ha matado más de 10 millones de personas. Lo que hay que hacer, lógico, no?",False,replied_to
fr,1466151003410026497,2021-11-26 21:03:33+00:00,"@laurentos_007 @LEXPRESS NON. Cette ""étude"" a été débunkée par de nombreux scientifiques et spécialistes. Une loi vient d'être votée pour reconnaître et prendre en charge le covid long, mais pas en psy. C'est le résultat de la circulation du virus que des gens comme vous favorisent.",False,replied_to
en,1466151002495754241,2021-11-26 21:03:33+00:00,"@JuliaHB1 Julia, once again these are the questions that our MSM should be aiming at @BorisJohnson and the crew. Quite simply, of the £140k+ deaths of Covid in this country what percentage was classed as clinically overweight. Your show so your questions….🤷🏼‍♂️🤷🏼‍♂️🤷🏼‍♂️",False,replied_to
en,1466151001283608578,2021-11-26 21:03:33+00:00,@backpackcrewnj &amp; VNA partnering to bring COVID vaccines to the community during  food pantry hours 12/13 3-7 PM https://t.co/d4f8XNLXEd,False,
en,1466151000650436608,2021-11-26 21:03:32+00:00,"Dubai Properties Review: Sales on An Upswing, Despite Covid-19 https://t.co/pATWEcWuig",False,
en,1466151000105013260,2021-11-26 21:03:32+00:00,@PoliticsForAlI @Peston No risk of anyone catching Covid from Therese.,False,replied_to
en,1466151000071458827,2021-11-26 21:03:32+00:00,@JimmySardonic @actually_thor @DailyCaller How is that lol The boarder wasn't a major problem before Biden got put into place. Guess the illegals can't spread covid smh the stupidity of u people is beyond this galaxy,False,replied_to
en,1466150998796386304,2021-11-26 21:03:32+00:00,"@Tee__Young my coworker tested pos for covid, came in to the work meeting, brought brownies she had made which we all ate, and then secretly told our boss at the end of the meeting",False,replied_to
en,1466150997210898437,2021-11-26 21:03:32+00:00,"2/2 
3. The Deficit of inequality and poverty has been highlighted through covid and has highlighted  digital poverty. It has also introduced  thinking on what new ways of working will look like in a pandemic I.e. walking visits 

@Farrahkhan152 @sharondaveo @SiobhanMaclean",False,replied_to
en,1466150997022097411,2021-11-26 21:03:32+00:00,@nytimes Why are we traveling to South Africa when Covid is still a thing?,False,replied_to
en,1466150996497764352,2021-11-26 21:03:31+00:00,"For the record...

Anyone that dies of covid after today due to being unvaccinated had a choice and picked death.",False,
en,1466150995864559618,2021-11-26 21:03:31+00:00,"Severe Covid infection doubles chances of dying in following year, study finds 😢https://t.co/Zuea7AKurL",False,
en,1466150995549995019,2021-11-26 21:03:31+00:00,Why TF is everyone so shocked about the spraytanned cheeto being positive for Covid before he told anyone!??! Did he not repeatedly demonstrate that he doesn't give a flying fuck about anyone or anything except himself?? Did you all really miss those demonstrations?? Really??,False,
it,1466150995122085897,2021-11-26 21:03:31+00:00,"Sono 28.533 le persone che hanno ricevuto il vaccino contro il Covid comunicate oggi all’Unità di Crisi della Regione Piemonte (dato delle ore 18). A 1.641 è stata somministrata la seconda dose, a 24.214la terza dose.
Dall’inizio  #AAHOME

https://t.co/h3J3XX4eUu https://t.co/qifTihfwmU",False,
en,1466150994711126020,2021-11-26 21:03:31+00:00,"Bloomberg announces $750 million to expand charter schools in 20 metro areas. Which cities? NYC is mentioned, but otherwise, a spokesperson tells me, ""The specific metro areas are being determined now."" https://t.co/HCYZ0Wjo0J",False,
en,1466150994560098316,2021-11-26 21:03:31+00:00,"I stand with @WTA! Thank you for standing up for #PengShuai and women. 

The United States and all UN nations should #BoycottOlympics based on the human rights abuses, lies about covid, and for Tawain. 

It shouldn't be aboht the money, but is. 

Fuck the Olympics, IOC, &amp; greed.",False,
en,1466150993960353797,2021-11-26 21:03:31+00:00,"@denise_dewald @anna_masnou Vax isn't stop transmission.. learn ur info correctly.. 
as someone in the field u should know this fast made Vax isnt properly tested tech only speeds up communication &amp; production anything w/ tech aspects ur body has no tech aspect..u should also know https://t.co/qjjHmrJEwi",False,replied_to
en,1466150993729626121,2021-11-26 21:03:31+00:00,"This morning on Bloomberg:

Harvard Scientist (that's how they id'd her) and host laughing over the ridiculous theory that the new COVID strain that 'some' say was created by Africa to help Biden! They were laughing about such a ridiculous idea (which I haven't heard).",False,
en,1466150991301120005,2021-11-26 21:03:30+00:00,"Gov. Gavin Newsom on Wednesday called for Californians to get vaccinated against COVID-19 or a booster shot, saying people shouldn't panic after the nation's first case of the omicron variant was detected in the state. https://t.co/7bXcRZ2vH2",False,
en,1466150990835560449,2021-11-26 21:03:30+00:00,"Also seems to be that the staff who’ve gone above and beyond to support kids and families aren’t viewed as being human beings. Some of us at risk, have family at risk and also would like to spend Christmas Covid free.",False,replied_to
en,1466150989656907778,2021-11-26 21:03:30+00:00,"@jordan120 @DrAseemMalhotra Looks as if 'being fit' means your heart is not just larger BUT DIFFERENTLY CONFIGURED. It appears ACE2 receptors (targeted by spike protein) are part of the change. Further, male and female hearts respond differently to exercise. ENTER COVID 19. 
Fauci's cave-goblins did good.",False,replied_to
en,1466150989514391567,2021-11-26 21:03:30+00:00,Completely understand it’s a big shame but wouldn’t it also be a shame for the kids at risk of serious illness if they catch covid were to end up in hospital.,False,replied_to
en,1466150989438795792,2021-11-26 21:03:30+00:00,@CJ5Rippin @Annakhait @lsferguson More Than 50% of ALL Vaccine Adverse Reactions Reported for Past 30+ Years Have Occurred in Past 11 Months Following COVID-19 Shots https://t.co/WSMibK26dz,False,replied_to
en,1466150989254336514,2021-11-26 21:03:30+00:00,"Otsego County COVID-19 update for December 1st
https://t.co/fizRNt1tBC",False,
it,1466150988574871566,2021-11-26 21:03:30+00:00,@nonelarena una pandemia dov’è si permette di spacciare una gamma ristretta di #vaccino come salute *ché non si sa o non si vuol curare. Ospedali pubblici ridotti a centri #covid * un proliferare di cliniche private che curano il resto.  E la faccia di @lucatelese che si fa chiamare dr.e🤮,False,replied_to
en,1466150988436455431,2021-11-26 21:03:30+00:00,@DrSamPage You should just go and count all the money you have made off of covid and leave everyone alone   You are just another elitist,False,replied_to
en,1466150987475861518,2021-11-26 21:03:29+00:00,"Poor guy..

Main stream media waking up?

Sporty plumber, 26, DIES 12 days after getting Pfizer jab https://t.co/v0JIR0IINR via @MailOnline",False,
en,1466150987307970566,2021-11-26 21:03:29+00:00,"The woman minding my Nonna’s Bichon Fries’ won’t stfu about long covid, no wonder they pissing everywhere",False,
es,1466150986024722444,2021-11-26 21:03:29+00:00,"@infobae ""A partir de ahora TODO va a ser COVID"" guarden este tuit.",False,replied_to
fr,1466150985810726919,2021-11-26 21:03:29+00:00,"La mondialité, la mondialisation et le covid : #Alexandreduclos #sociologie #oncomprendsmieux
Délavage de cerveau #24 X comme Xi https://t.co/EPEldmzhX0 via @YouTube",False,
en,1466150985206841344,2021-11-26 21:03:29+00:00,@dan_withey_ @Gary33249011 @talkSPORT Playing devils advocate here but could this covid vaccine be the next cash cow along with cancer research for the pharma industry?,False,replied_to
en,1466150985173250054,2021-11-26 21:03:29+00:00,"Trump tested positive for COVID-19 the day before an event with Gold Star families who he later blamed for infecting him

https://t.co/RRvTvcqhr2",False,
en,1466150984065900550,2021-11-26 21:03:29+00:00,@messymason2021 @beingrealmac So you’re saying even though you can get and transmit covid when vaccinated that we’ll end covid once 100% are vaccinated?  😂😂😂,False,replied_to
en,1466150983948546059,2021-11-26 21:03:28+00:00,"Hundreds of NYC correction officers to be suspended for failing to meet COVID-19 vaccination deadline

https://t.co/Gzpmf6ro8f",False,
es,1466150983940063233,2021-11-26 21:03:28+00:00,"@Cecilia_L_Z @JSchmukler Nos vuelven locos,recién salgo de Heathrow,el descontrol es total. Todos apiñados s/distancia,me preguntaron si estaba vacunado (amagué a mostrar el covid pass y me dijeron q no hacía falta)en el medio de mi viaje anularon los antígenos y volvieron al PCR(sin reembolso obvio) hdp",False,replied_to
es,1466150983860424705,2021-11-26 21:03:28+00:00,"@farmaceuticoac1 Ni supermán, ni flash volaban o se movían tan rápido como el COVID, mejor dicho, si los NO VACUNADOS no se pueden mover porque no vendes ticket, como putas se mueven las variantes de covid por el mundo ???",False,replied_to
en,1466150983441002504,2021-11-26 21:03:28+00:00,@DenisBrosnan10 @TomOHanlon17 @rtenews I’m happy out with life unlike you .Maybe forget about covid for a bit and get out for a walk instead of trying to run the country on your laptop or phone. Now happy Xmas to you .,False,replied_to
en,1466150982757273600,2021-11-26 21:03:28+00:00,"[cont.] ... and tested positive for COVID-19 on Nov. 29.

The person, a San Fran resident who has not been publicly identified &amp; is self-isolating.

All of the person’s close contacts have been contacted &amp; thus far, all have tested negative for COVID-19. 
#MASKUP &amp; stay safe!!!",False,replied_to
es,1466150982673391628,2021-11-26 21:03:28+00:00,"#EsNoticia 🔴 Primer caso de Ómicron en Estados Unidos identificado en California dijo la agencia federal de los Centros para el Control y la Prevención de Enfermedades.

https://t.co/ilUe6MydOf",False,
en,1466150981276733451,2021-11-26 21:03:28+00:00,"@JosefAdd @PatBurkeNY @NYC_stateofmind COVID-19 early treatment: real-time analysis of 1,157 studies

https://t.co/9ptboyHRzj",False,replied_to
en,1466150981251604490,2021-11-26 21:03:28+00:00,"‘Since January, I’ve been asked to pray for 50 people who have died,’ following the COVID injection. ‘In the end, what this crisis is about, is the battle between good and evil and what is at stake are souls.’",False,replied_to
en,1466150981100396545,2021-11-26 21:03:28+00:00,"@garbageortrash @SeanTidwell04 @Cernovich No illegals shouldn't be processed and bus in the dead of the night all over the country unscreened. They should be processed and sent back, problem solved. It's the hypocrisy of it. It shows they don't really care about covid only about denying people their rights.",False,replied_to
en,1466150979649298435,2021-11-26 21:03:27+00:00,"Brave nun warns people away from COVID jab, cites numerous deaths, severe injuries - LifeSite https://t.co/8kWnHFiJSH",False,
en,1466150979099934727,2021-11-26 21:03:27+00:00,@Jacket_Spangler @charliekirk11 The chances of Covid hospitalization was never 17% even in the elderly. Lol,False,replied_to
es,1466150978433044486,2021-11-26 21:03:27+00:00,"Pendientes de vacunarse contra el Covid-19 alrededor de 2 mil colaboradores del sector hotelero de Los Cabos.
#CaboMil #AlCaboNoticias #BCS #LosCabos #SonamosFuerte #SiempreContigo https://t.co/6N5QxFXncd",False,
en,1466150978328174604,2021-11-26 21:03:27+00:00,"@ScotlandSky They are NOT flares! Nor are they dangerous, much like covid!",False,
fr,1466150977950691333,2021-11-26 21:03:27+00:00,"@Santajojo123 @ChampoDr @Remi78500 @_PrimumNocere_ C’est pourtant vous qui me sortez ce chiffre trompeur de 2 % : c’est une moyenne sur un an alors que le covid a évolué par vagues. L’important n’est pas la moyenne mais les pics.
https://t.co/y7ENBDuY6R",False,quoted
tl,1466150976868401152,2021-11-26 21:03:27+00:00,Di match #SOULEI juga ada. Post covid effect? https://t.co/UJ4wuBcyk5,False,quoted
en,1466150976537038849,2021-11-26 21:03:27+00:00,"@MikkoPackalen @RitaPanahi That's true of Covid for most of us.

But not the vax",False,replied_to
en,1466150975803203589,2021-11-26 21:03:27+00:00,"@lyras123 @AutoPap Very. I'm healthy and not overweight. Risk/Benefit. But I'm the one who's ""crazy"" &amp; ""special""?
BBC News - Lisa Shaw: Presenter's death due to complications of Covid vaccine
https://t.co/CFzpQBcGwJ",False,replied_to
it,1466150974880456706,2021-11-26 21:03:26+00:00,"DOTTOR BACCO: ""ABBRACCIATEVI, BACIATEVI E FATE L'AMORE, IL COVID NON ESISTE"" PAROLE SUE QUANDO FACEVA IL GRANDIOSO DAI PALCHI. ADESSO DOTTOR BACCO IL PENTITO, MI DICI QUANTO CI HAI GUADAGNATO CON LA TUA FARSA? https://t.co/GLTgCauosO",False,
en,1466150974322626567,2021-11-26 21:03:26+00:00,"@Just_Jason69 @ftblCoops @FootballlForAll Maybe it was my own immune system, maybe the vaccine helped me like it's meant to do, all I'm trying to say is I'm a healthy 20 year old who contacted Covid and was hit very hard by it.",False,replied_to
en,1466150974226157569,2021-11-26 21:03:26+00:00,I have CoVID. Is it too much to ask that @ManCity have an off night and let me enjoy watching @AVFCOfficial getting 3 points. https://t.co/rhP9FBCi2Z,False,
en,1466150973357891594,2021-11-26 21:03:26+00:00,"Looking for Work  visit

https://t.co/imdmYqKJvU  22

Covid Safety #ThankyouNHS

@Ways_2_Work  @JCPinBRS_Bath  @Bristolshopping https://t.co/y12E1s9W9F",False,
da,1466150973118861312,2021-11-26 21:03:26+00:00,"@linekroejgaard Jeg har også ventet, dog på 
Andet. Forstår ikke hvorfor folk der drikker skal være så ligeglad, så de videoer du lagde op, det var jo helt åndssvagt. Ønsker ikke covid for nogen, men det kan ikke passe at ""fest"" er vigtigere end samfundet 😫",False,replied_to
en,1466150971109785605,2021-11-26 21:03:25+00:00,Shocking lies about the hospitalised being un-vaxxed my friend nearly died in hospital recently from covid and she is treble jabbed !!! https://t.co/5SsCCS5rQp,False,quoted
en,1466150971038388226,2021-11-26 21:03:25+00:00,[pharmaceutical-technology] South Africa rejects Sputnik V Covid-19 vaccine due to Hiv concerns https://t.co/Hd7GZSrbGL,False,
en,1466150968681238530,2021-11-26 21:03:25+00:00,"SMSFs will not need to track or measure COVID-19 early release recontributions with that task being handled by the ATO.
Read more: https://t.co/6yEyw5RsTT
#SMSF #financialplanning #financialservices #ausbiz #accounting #smsfs #superannuation #smsmagazine",False,
en,1466150968412852230,2021-11-26 21:03:25+00:00,@mikenewdeck @peterrowen_ Can you just tell me what the shot does? And why ever since they started giving it to children the rate of covid cases in children has spiked? Asking for a friend.,False,replied_to
en,1466150967628513280,2021-11-26 21:03:25+00:00,"Just corrected my 5th years Christmas assessment - their first proper exam in almost 2 yrs.They finished 3rd Yr online, did no JC exams &amp; had a rocky TY yr. Results are dire but it is NOT their fault. Lockdowns &amp; Covid regs are destroying our children’s education. #edchatie",False,
nl,1466150967393595392,2021-11-26 21:03:25+00:00,"@SBergsma @kaatje1919 Echt overleden aan Covid, of over het randje geduwd? Zoals voor 2020 altijd gebeurde met griep cq influenza?

In het verleden werd influenza de “old man’s friend” genoemd omdat de persoon anders een nog pijnlijkere dood zou hebben, meestal kanker, longontsteking enz.",False,replied_to
en,1466150965535555588,2021-11-26 21:03:24+00:00,We all got so caught up in the Cooper covid case that we didn’t even realize Joe Philbin is on his 3 covid absence.,False,
en,1466150963258048521,2021-11-26 21:03:24+00:00,"@catturd2 Do people actually believe this nonsense? I work in health care. It's literally impossible to tell the difference between ""covid"" and ""variants"".",False,replied_to
es,1466150960917585927,2021-11-26 21:03:23+00:00,"COVID. 173 fallecidos hasta ahora
https://t.co/lkSEtqO7l6",False,
en,1466150959936008196,2021-11-26 21:03:23+00:00,"I love how the less-educated folks of DisTwitter say “Disney just uses Covid as an excuse to cancel and slow walk everything!”
After strong gains this morning, news of ONE Omicron case in the US rocked the market. Disney, Comcast (universal), AT&amp;T (HBO max), Netflix, all down. https://t.co/C7cRYPVmvB",False,
en,1466150957625053191,2021-11-26 21:03:22+00:00,@NumeroUnoDAA @rebekkarnold Do you not expect the correlation to be more likely due to covid as opposed to vaccines?,False,replied_to
en,1466150957570473990,2021-11-26 21:03:22+00:00,@PetiteNicoco @JosephRoss1776 A positive test doesn't mean you have Covid-19.  It means some amount of the RNA of the virus Sars-Cov2 is present.  If you aren't sick you don't have the disease.  If we tested for flu we'd be amazed how many people have the virus present but aren't sick.,False,replied_to
pt,1466150957331451916,2021-11-26 21:03:22+00:00,"Meus pais n esqueceram q precisa de teste de COVID pra voltar pro Brasil não né, q dor de cabeça do crl agr e ainda vão ter q pagar caro por n terem agendado e ter q fazer de última hora",False,
en,1466150956173828102,2021-11-26 21:03:22+00:00,"🦃 Many thanks go out to new customers like Patty who remain loyal to the cause &amp; provide us with such positive feedback. 💙
👋 We wish @CoachPry_LBU the best of luck at @HokiesFB. Pic features our Hokie button from last year. A game never played due to covid cancellations. 🦠 https://t.co/7h3x0IXFKY",False,
en,1466150955418894348,2021-11-26 21:03:22+00:00,There are laws but my bet: no one will be charged. Anti Semitism is so mainstream now and the police is hopeless in dealing with extremists and hate crimes (unless it’s covid related of course)…Awful situation https://t.co/BdFtHXEi6r,False,quoted
en,1466150954529697792,2021-11-26 21:03:21+00:00,so you wanna tell me the government cares so damn much about covid and health but they're also the reason why we can't even afford basic medication anymore? interesting,False,
en,1466150953187434499,2021-11-26 21:03:21+00:00,"@IsSkeptical @McKaylaRoseJ But not many people are hospitalised or die, even using the 'with covid' exaggeration",False,replied_to
en,1466150952872943622,2021-11-26 21:03:21+00:00,"@POTUS This is you’re america dictator joe..it’s all your fault!! The covid deaths,violence,shootings,looting..all you! #LetsGoBrandon",False,replied_to
fr,1466150952776486914,2021-11-26 21:03:21+00:00,@JdeMontreal Ben voyons!!! Lisez ça ! Ça va vous calmer!! https://t.co/n1Yb8MQ2es,False,replied_to
en,1466150951044235265,2021-11-26 21:03:21+00:00,"@WashTimes How can she stand there and tell such huge lies, Democrats have absolutely no shame. 
Doocy OWNS Psaki With Biden&amp;apos;s Own Words https://t.co/vjjzEvwb8S",False,replied_to
en,1466150950222106630,2021-11-26 21:03:20+00:00,"@lobzin_soul He was feverish, runny nose, right teary 😢... when we got 2 hospital they thought ke Covid but tested negative... allergies n flu",False,replied_to
en,1466150949290844160,2021-11-26 21:03:20+00:00,"@whatstephread @ReindeerReadat1 It was great! But I really loved FanGirl and Reagan. Also heavy trigger warning for COVID if you aren't aware, did make me feel a bit on edge from that but overall a great fun read",False,replied_to
nl,1466150947348955139,2021-11-26 21:03:20+00:00,Twintigers hebben 700% meer kans om te sterven door het #coronavccin dan door het doormaken van #covid. https://t.co/zH4QB30AyG,False,
es,1466150946971570183,2021-11-26 21:03:20+00:00,Los primeros casos positivos de la nueva cepa de coronavirus dieron cuenta de que esta mutación del virus tiene características diferentes a las de otras variantes. https://t.co/sbJyNvo0N0,False,
en,1466150946082222080,2021-11-26 21:03:19+00:00,"@michellegrattan @ConversationEDU With respect, Millions of Victorians will remember Mr Hunt as cosignatory of a letter calling for Melbourne to open when there was no vaccines and as the Minister not talking to Pfizer when Victoria was facing an unknown fate in resisting Covid during the 2nd wave and beyond.",False,replied_to
es,1466150946036240389,2021-11-26 21:03:19+00:00,Los primeros casos positivos de la nueva cepa de coronavirus dieron cuenta de que esta mutación del virus tiene características diferentes a las de otras variantes. https://t.co/8sj880EWfF,False,
en,1466150944366858245,2021-11-26 21:03:19+00:00,@Adkins2014 We should do that again. Covid season was the good life.,False,replied_to
es,1466150944236781572,2021-11-26 21:03:19+00:00,"Llevo la dos vacunas covid y la de gripe. 65 años. De riesgo. He hecho siempre lo que me ha dicho mi médica. Y es OK.
Pero: el jueves pasado me entero que existe Ómicron. Y el sábado Pfizer informa que en 100 días tendrá “otra” vacuna específica, Ahora dudo de todo
Opiniones?",False,
en,1466150943519506434,2021-11-26 21:03:19+00:00,"Pissed me off to no end that new variants of COVID are surfacing. I swear, the people in this country are simply too ignorant and dumb to live.",False,
it,1466150942953328651,2021-11-26 21:03:19+00:00,"Frode anche al referendum COVID svizzero
Guardate cosa sta succedendo! https://t.co/jFyGeseRng",False,
en,1466150942349447174,2021-11-26 21:03:19+00:00,https://t.co/gY8lt1p90p Ethiopia launches a COVID-19 vaccination campaign targeting the 12 years and above population  Ethiopia,False,
en,1466150942068379654,2021-11-26 21:03:19+00:00,"PCI 'The consequences have been shocking: in 
London alone, within a month of lockdown, 

21 transport workers had died from 

COVID-19.*3Sadiq Khan said 88 transport 
workers, including 51 bus drivers had died 

from COVID-19 May 2021'",False,
en,1466150941892218885,2021-11-26 21:03:18+00:00,"@DanCrenshawTX @TPPF 1 eye Danny , busy admiring his heartthrob MTG's sharpshooting skills. brings proof that shows NOT controlling Covid helps build the economy! (as we saw in 2020).",False,replied_to
es,1466150941451853841,2021-11-26 21:03:18+00:00,#Atención 🧐🇻🇪 | Alcabalas y puntos de control aumentaron en la Gran Caracas tras repunte de casos de covid-19  https://t.co/QyV6KnGpZK,False,
fr,1466150940772347908,2021-11-26 21:03:18+00:00,"@AubBoq Mon voisin et ma banquière,- 30ans, en parfaite santé, avec les 2 vaccinations, positif covid-19. Sans les vaccins ils seraient en réa comme on a vu à France 2 à midi. Continuez les complotistes de la FI, c'est la branlée assurée avant le 1er tour",False,replied_to
it,1466150939899871236,2021-11-26 21:03:18+00:00,"@L___oppostodite Prendono il COVID, che soggetti.",False,replied_to
