lang,tweet_id,possibly_sensitive,created_at,text,type
en,1466154961100759050,False,2021-11-28 21:19:17+00:00,"Stop acting like former colonisers, Ramaphosa tells African countries that imposed travel bans over Omicron Covid strain. https://t.co/1LXgiwpWwg",
pl,1466154960958246924,False,2021-11-28 21:19:17+00:00,@Gorszysort5 @Leon_Sobolevsky @KapenGenezyp W dupie to mam. Covid już poszedł w piz.... Pozostał brak powonienia od m-cy. Żyje. Bez maski bez igły. Niewolnicy... 😁. Dobranoc. https://t.co/IwnYyc7o1E,replied_to
en,1466154960668827657,False,2021-11-28 21:19:17+00:00,"Biden’s talking point is to save the “vaccinated” from the “unvaccinated”.

Just bc one is unvaxxed, it doesn’t mean they have Covid . And if they don’t have Covid, how do they infect the vaccinated???

NBA doesn’t allow unvax to play for that reason. But Lebron is ok.",
en,1466154960475754496,False,2021-11-28 21:19:17+00:00,"@JenniferJAngeli Well, Fisman openly contradicted Dr. Henry's bizarre declaration yesterday that Covid is ""endemic"" in BC. He did talk about other provs more than I'd have liked, but I think it was clear he was including BC in provinces handling Covid badly. Also: https://t.co/9ERikXI6m3 https://t.co/MgXYIoNOI0",quoted
nl,1466154959301398533,False,2021-11-28 21:19:16+00:00,@HZwartemeer W.E. gaat zoals wel vaker de fout in. Ook als vervoerder in de EU moet je voldoen aan de juiste vergunningen.  Ik denk echter dat Pols gebruik gaat maken van zijn oude netwerk om het voor elkaar te krijgen... https://t.co/bNIlqJnePf,replied_to
en,1466154958064082946,False,2021-11-28 21:19:16+00:00,@ggreenwald Fauci personally tortured the animals like a bond villain. I heard he wears coats made from the skins of puppies  that he personally and directly abuses for sport. He wears the coats whilst he creates new Covid variants in his lab.,replied_to
pt,1466154956512284675,False,2021-11-28 21:19:16+00:00,"Alguns cientistas acreditam que a Ômicron poderia, na verdade, ser uma versão mais branda da Covid que a equipararia a uma gripe comum – bastante transmissível, mas não tão letal. Isso, no entanto, é apenas uma hipótese, pois ainda há poucas informações. https://t.co/k209BG2o3z",
en,1466154956419788800,False,2021-11-28 21:19:16+00:00,"i got a really bad case of covid early on and i spent two months quarantined from anyone in my house, face down on the floor blasting sad music https://t.co/bEkzBV2Xh7",quoted
en,1466154955312664580,False,2021-11-28 21:19:15+00:00,"The Curious Case of Dr. Andreas Noack
EMC2 Newsletter  
https://t.co/yhMI1sJ4th
|#austria #COVID_19 #DATA #graphene #Materials #Microbe #raid #SARS_CoV_2 #treatment #Whistleblower #Whistleblowing https://t.co/0CEXjfscaG",quoted
en,1466154955199467520,False,2021-11-28 21:19:15+00:00,"@freedom9230 @HenryFordNews And it turns out one of them was GOP canvasser William Hartmann, intubated at Henry Ford Wyandotte. https://t.co/yIlRiCUn91 He was intubated since Nov 6 according to Metro Times https://t.co/mP8r25iYd6 Hartmann passed away Nov 30",replied_to
en,1466154954905853952,False,2021-11-28 21:19:15+00:00,"Covid isn’t as novel and huge swaths of the population don’t buy it anymore, so I don’t think it will be as severe or long, but who knows",replied_to
en,1466154954528337923,False,2021-11-28 21:19:15+00:00,Israeli doctor believes he caught Omicron Covid variant in London on 23 November https://t.co/KdhQpLyhvo,
es,1466154954154864643,False,2021-11-28 21:19:15+00:00,"Compartimos puntos móviles de vacunación #Covid_19 para Copiapó y Vallenar mañana jueves 2 de diciembre. 

#YoMeVacuno✌️ https://t.co/kRcXmnhvA3",
en,1466154954117287943,False,2021-11-28 21:19:15+00:00,@nichildcom @Education_NI @Ed_Authority @NEU_NIreland @UTU_edu @INTO_NI @NAHTNInews @GTCNI @robbeorn @jmarkb1971 We are in this situation because teachers and support staff are catching Covid. Until a serious effort is made to stop the spread of Covid more students will be sent home. At all costs this has to be the first priority.,replied_to
en,1466154953576230923,False,2021-11-28 21:19:15+00:00,"@Tsal677705983 @JohnCleese Won't make a blind bit of difference, the vaccine does fuck all for a virus that is fuck all danger.  We're lucky that covid isn't deadly, aren't we?",replied_to
en,1466154953089728513,False,2021-11-28 21:19:15+00:00,"@davidkeay5 @ShareZone5 I just wish people would see through all this rubbish now, as a severe covid sufferer last year I now know why it was created to see exactly what is unfolding now. Total control with an agenda affixed, how else could they pull this stunt off !",replied_to
en,1466154951852408840,False,2021-11-28 21:19:15+00:00,"….dawg a ton of NBA folks are poppin for COVID.

It’s gotta be the travel…and everyone is flying everywhere.

I’m about hunker down.",
en,1466154951026032646,False,2021-11-28 21:19:14+00:00,"@ryanstruyk Isn't omicron like, not even as bad as regular ass covid?",replied_to
fr,1466154949788766212,False,2021-11-28 21:19:14+00:00,g fais un test COVID jsuis négatif g trop la mort demain 8h jss au taf ptn de MERDE,
pl,1466154948501069834,False,2021-11-28 21:19:14+00:00,"@ArturXYZA @PolsatNewsPL @BeataKempa_MEP @a_niedzielski @MorawieckiM Z tego, że cię szczepionka nie chronią przed COVIDEM tak jak zaszczepienie przeciwko grypie. Umieralność wynika z braku leczenia. 

Co robisz jak przypuszczasz,że masz covid?
Czekasz na test?
Czekasz na wynik?
I na co jeszcze czekasz?
Na e poradę.
Czekasz na jakieś lekarstwo?",replied_to
en,1466154947624505345,False,2021-11-28 21:19:14+00:00,@GeorgePapa19 They are now trying to up their game in smearing Trump for Covid as Biden knows he has been worse.,replied_to
en,1466154946982821900,False,2021-11-28 21:19:13+00:00,@WS2008 @graciefacelove I don’t believe you!! How are you people ok with that? They’re more likely to catch Covid if they’re freezing all day!!,replied_to
en,1466154944449421319,False,2021-11-28 21:19:13+00:00,"@kylenabecker We shall see.

Every prediction about Covid to date has been wrong so...",replied_to
es,1466154944201904139,False,2021-11-28 21:19:13+00:00,"@Tachota1 El COVID, cayo o llego al peor cuerpo, se jodio el COVID. Muerte al COVID. https://t.co/ZTSsCH9Yoi",replied_to
en,1466154943979556866,False,2021-11-28 21:19:13+00:00,"'The former president was suggesting people inject bleach': Psaki smacks down Doocy over COVID deaths https://t.co/TXqqs3H8oV
POS Doocy
You work for the network that has had a hand in those deaths
Maybe Psaki should mention that",
en,1466154943803392002,False,2021-11-28 21:19:13+00:00,@TimRunsHisMouth COVID...,replied_to
pt,1466154943392403456,False,2021-11-28 21:19:13+00:00,"França exige teste negativo de Covid para viajantes de fora da União Europeia, mesmo vacinados https://t.co/lFdChWO4wm",
en,1466154943308607490,False,2021-11-28 21:19:12+00:00,@Homeoffree61 You  can get covid while fully vaccinated.  You are less likely to get it and you are less Miley to get extremely sick.  Just like everything in medicine.  There are no absolutes.  It’s about reduction of risk.,replied_to
en,1466154942679457797,False,2021-11-28 21:19:12+00:00,@Favelao1973 @izzjarq @NBCNews You keep posting this random shit with no context. You are dumb as shit. https://t.co/229h674gWP,replied_to
en,1466154942528380930,False,2021-11-28 21:19:12+00:00,"Collaboration powers innovation: 💡

SAP and T-Systems have partnered to develop the infrastructure for the EU digital COVID-19 certificate to make travel safe &amp; easy. 

This @SAPNews article provides more detail https://t.co/Q4ROpC7WAL #publicsector https://t.co/lIjumGj7r5",
tr,1466154942020919297,False,2021-11-28 21:19:12+00:00,Covid servisinde çalışırken hastalardan covid kaptım.Evimden ailemden uzak kaldım. Biz neyiz sizin gözünüzde bize bi anlatsanıza. İnsan bile saymıyormusunuz siz bizi. Sinek kadar kıymetimiz yokmu gözünüzde.Neden bizim hakkımızı konuşmuyorsunuz. Cevap verin Neden#SağlıkçınınOyuYok,
en,1466154941735530498,False,2021-11-28 21:19:12+00:00,Psaki ducks question on Biden claim Trump responsible for 'many' COVID-19 deaths as toll keeps mounting https://t.co/qDcpzn6C4w via @foxnews,
en,1466154941592981506,False,2021-11-28 21:19:12+00:00,Psaki ducks question on Biden claim Trump responsible for 'many' COVID-19 deaths as toll keeps mounting https://t.co/VSWdutpId7,
en,1466154941064613908,False,2021-11-28 21:19:12+00:00,An individual who was on campus around Nov. 10 has tested positive for COVID-19. @CasselsDavid has the story: https://t.co/RClc36MBkx,
en,1466154940066369536,False,2021-11-28 21:19:12+00:00,@MeghanMcCain It has NOTHING to do with Covid. It's about absolute power control by the communist party running this country. #FJB...#ImpeachDoctorDemento,replied_to
en,1466154939785392136,False,2021-11-28 21:19:12+00:00,@DanWrexham Yeah long covid .. Still the whole booster thing is weird,replied_to
en,1466154939583844354,False,2021-11-28 21:19:12+00:00,Psaki ducks question on Biden claim Trump responsible for 'many' COVID-19 deaths as toll keeps mounting https://t.co/wnZxCUgf1V #news #topstories #berkleybearnews,
en,1466154939361595394,False,2021-11-28 21:19:12+00:00,@PMEthiopia Please revoke this. COVID is another threat to the nation.,replied_to
fr,1466154938740973575,False,2021-11-28 21:19:11+00:00,"Le Pr Montagnier avait dit au début de l’épidémie que les effets du Covid long étaient semblables au SIDA, on l’avait fait taire de suite. Et pourtant des malades sont morts après plusieurs mois et sans avoir été vacciné. Pourquoi l’avoir fait taire ?

#Vaccin #COVID19 https://t.co/kJa9IZXP7C",
en,1466154938447372289,False,2021-11-28 21:19:11+00:00,"@DrTeckKhong Totally crackers - 2 members of my family had COVID last week, took at least 6 LFD tests before their PCR finally confirmed C19 - they had been out and about, working and travelling and super- spreading! They didn’t feel ill either🙈.",replied_to
en,1466154938267013121,False,2021-11-28 21:19:11+00:00,@adrianmyreality @LarrysTwin99 Larry will dominate Covid!,replied_to
en,1466154935641387011,False,2021-11-28 21:19:11+00:00,"@GOPChairwoman @RickMiller53 Vaccinated spread the same as unvaccinated. The vaccine is also triggering these variants.

CDC-funded study: COVID shots have no effect on virus transmission

https://t.co/8pIIilBZx8",replied_to
en,1466154935490203648,False,2021-11-28 21:19:11+00:00,"Hearing a lot about the COVID-19 Omicron Variant? 

The best way to protect you and your neighbors is by getting one of the safe, effective COVID-19 vaccines. 

Find more information or schedule an appointment at https://t.co/oirmdo77ZY #lalege #lagov",
en,1466154935104557067,False,2021-11-28 21:19:11+00:00,Biden admin made a terrible choice of giving such a huge responsibility to Gayle Smith! In the global COVID-19 WHO's Tedros Adhanom &amp; Mrs. Smith with their TPLF background did not help in the pandemic! AFRICA WAS LEFT OUT! @_AfricanUnion @SouthAfricaGov #UnityForEthiopia #NoMore,
en,1466154933938446339,False,2021-11-28 21:19:10+00:00,"@GOP you have so much blood on your hands

Your lies &amp; propaganda are killing real people every day, all over the country.

Cruelty seems the point.
Nothing bothers you.
Poverty
Addiction
Covid
Gun violence
Back alley abortions (soon)
No healthcare

But those foetuses, though 😭😭😭 https://t.co/YvxKQRzq24",replied_to
fr,1466154933351333889,False,2021-11-28 21:19:10+00:00,"@GillesWell pas facile ,depuis le temps qu'on nous trompe .ça fait 20ans que les merdias font tout pour que lepen perde les elections,alors maintenant que l'on voit de quoi ils sont capable avec le covid,a quel point ils meprisent le peuple ,je me dit qu'on peut essayer le pen.",replied_to
en,1466154932688625668,False,2021-11-28 21:19:10+00:00,@RWMaloneMD No one is getting covid pasports microchips stop lying.,replied_to
es,1466154932671811595,False,2021-11-28 21:19:10+00:00,¡Descubierto! Anticuerpo que neutraliza todas las variantes del Covid-19 https://t.co/8kw1yKXUKU,
en,1466154932600377345,False,2021-11-28 21:19:10+00:00,got my booster shot cos this covid shit is about to go brazy again LMAO,
en,1466154931715555343,False,2021-11-28 21:19:10+00:00,@pebs06 You understand the “side effects” of covid are also organ related. My friend had myocarditis after being ill with covid. Really badly. It’s so lazy to blame the vaccine and not the illness,replied_to
en,1466154931589685258,False,2021-11-28 21:19:10+00:00,"“While we realize that the loss of revenue may be substantial, the safety of our donors, participating partners, volunteers and staff remains our top priority.” https://t.co/YYF1aujJJR https://t.co/UBvU4P7Efg",
en,1466154931530784772,True,2021-11-28 21:19:10+00:00,"@termined_d @nsgov The ""And stay home"" if FASCISM, not autonomy!
You being a fascist supporter has nothing to do with my autonomy!
You being a fully Jabbed and arrogantly Covid spreader, Ignorantly transmitting the Pandemic, affects everyone and kills more than the un-Jabbed! https://t.co/YAEBIY7MlQ",replied_to
en,1466154931522469896,False,2021-11-28 21:19:10+00:00,"@kaitlancollins Only solution to stay safe is Kadha
https://t.co/GheVPeJT1f",replied_to
en,1466154931161862155,False,2021-11-28 21:19:10+00:00,@KevinHuckle @dgurdasani1 @RougeMatisse @BenjaminMateus7 @C_A_Gustave @celinegounder It's unethical to test on pregnant women. But how do you know covid 19 doesn't affect fertility?,replied_to
en,1466154930100596740,False,2021-11-28 21:19:09+00:00,"Well, I really hope the market can bounce back this week. Stupid COVID! #doge #crypto #bitcoins #ETH #cryptocommunity #StockMarket #COVID19",
en,1466154929312002049,False,2021-11-28 21:19:09+00:00,"@wolfonaire @MARSBASEio COVID 19 has slowed down many economies around the world but as a crypto business, does it affect you negatively or positively? Are you still on track to achieve your goals or are you planning a new development?",replied_to
en,1466154928926298124,False,2021-11-28 21:19:09+00:00,COVID really has to fuck everything up huh?,
en,1466154927873527813,False,2021-11-28 21:19:09+00:00,"covid is ""bad"", it certainly is dangerous, but our medical science has advanced to a degree where we can mitigate against it and treat people who get it, so they survive.

but stock markets are in a panic over the virus evolving and spreading, which is what viruses DO.",replied_to
en,1466154926816518149,False,2021-11-28 21:19:09+00:00,"@toby4fun @MaaloufMD @BarackObama As have these. All vaccines were once “new,” and no one questioned them - polio, MMR, etc. Millions of COVID vaccines now administered.",replied_to
en,1466154926745088005,False,2021-11-28 21:19:09+00:00,@FadeAsp He’s talking about all the injuries and covid illness I fear,replied_to
en,1466154925969313802,False,2021-11-28 21:19:08+00:00,"@FoxNews Covid Deaths Skew Higher Than Ever In Red States
The NYTs rpts on disparities in covid deaths w/the gap betw highly-vaccinated states (which tend to be Dem) versus less-vaccinated states (which tend to be Repub) growing faster than ever over the last mo. 
https://t.co/Huj0mAhryK",replied_to
en,1466154924622770176,False,2021-11-28 21:19:08+00:00,"@ReadMoreBible The vaccine was invented for another purpose,not prevent the COVID. Who agrees with me https://t.co/n7570I31Z7",replied_to
en,1466154924119670794,False,2021-11-28 21:19:08+00:00,"Replying to Chip Franklin: Where’s God in this man’s death from COVID? I want people to know that the God I believe in has a healthy hand in making everything. All those medical scientists who bring us preventive medicine, and healing medicines, and the strategies like",
en,1466154923905761280,False,2021-11-28 21:19:08+00:00,"Wondering how supply chain issues will effect your holidays? Here's what companies are doing to fight against the continued product shortages this winter.

#supplychainmanagement #christmas2021 #currentscm #bcflood

https://t.co/DM83w4uWGM",
en,1466154923863724034,False,2021-11-28 21:19:08+00:00,Wait you ain’t got Covid ? https://t.co/jBP9CyfUGQ,quoted
en,1466154922706092038,False,2021-11-28 21:19:08+00:00,"@2Mombie @rTIKId @blahdevivre @DanielleFilson @DanaGoldstein Covid killed more people in 2021 than in 2020 because none of the restrictions work. Deaths in children remain extremely rare in both 2020 and 2021. Old, obese, and ill people die. No need to muzzle children",replied_to
eu,1466154922181857286,False,2021-11-28 21:19:07+00:00,"8. Beheko partean, eskubiko aldean ""EB-ko COVID Ziurtagiri digitala"" dago. Beste klik bat... Bukatzear gaudela esango nuke. https://t.co/95QeQzJ4T9",replied_to
en,1466154921821151236,False,2021-11-28 21:19:07+00:00,"It's important to say that we are totally aware of the current situation and as a team, we are planning everything in great detail to hold covid conscious workshops. We are looking forward to seeing you 😀!!!",replied_to
es,1466154921724629000,False,2021-11-28 21:19:07+00:00,"@gabymortem Imagino que varía según tu entorno. Por ejemplo,  conozco a poca gente que le ha dado covid y no por eso voy a decir que en el Perú casi nadie estuvo infectado jaja.",replied_to
en,1466154921275936769,False,2021-11-28 21:19:07+00:00,@catturd2 Right and it’s one of the states with the strictest guidelines for Covid….smdh!!!,replied_to
en,1466154921275789315,False,2021-11-28 21:19:07+00:00,Queensland detects new COVID-19 case https://t.co/vSe7KjwcEI From @SkyNewsAust,
und,1466154920797691908,False,2021-11-28 21:19:07+00:00,https://t.co/QmIIiqubqX,
en,1466154919463948292,False,2021-11-28 21:19:07+00:00,@TiceRichard @NickFerrariLBC This guy is an absolute waste of time. The unvaccinated have done NOTHING wrong. It's the vaccinated who are spreading covid between countries. I'm more worried about the 10000 excess deaths in 18 weeks. And huge volumes of random cardiac episodes.,replied_to
eu,1466154917593243656,False,2021-11-28 21:19:06+00:00,"7. Iada heldu naiz nire ""Osasun Karpeta""ra (ongoan gidoitxo barik). Ez da inondik inora ikusten ""Covid Pasaportea"". Menuetan begiratu eta... ""informazio kliniko gehiago"" horren barruan, ""txertoak"" dago. https://t.co/uXYLhpcge9",replied_to
en,1466154917580754952,False,2021-11-28 21:19:06+00:00,"“Offering a clear assessment that fully vaccinated people are increasingly becoming the source of Covid transmission, the study identified a similar situation in the UK.” https://t.co/nqsbmteHAK #klaarmetRutte #COVID19 #EnoughIsEnough #hugodejongekanniks",
en,1466154917194731520,False,2021-11-28 21:19:06+00:00,"He was non-stop talking loudly, boisterous, yelling and spiting toward Biden.  Trump was trying to kill Joe with Covid.  That was a terrorist act. https://t.co/eu6aHkbI6v",quoted
en,1466154914946555905,False,2021-11-28 21:19:06+00:00,"@najninislam1 &lt;hugs&gt; 
just hoping this COVID thing ends someday",replied_to
en,1466154914267160589,False,2021-11-28 21:19:06+00:00,@WessieDoo @FrancisBoulle O know more vaccinated people who have got covid than unvaccinated,replied_to
en,1466154913520656394,True,2021-11-28 21:19:05+00:00,$iwm worst 4 weeks since covid crash. Barely hanging on. https://t.co/qjOHBPoCzK,
en,1466154912241258496,False,2021-11-28 21:19:05+00:00,"Did you know that China is working on a pill that will effectively rid of covid all variants when you get it? But the racist western powers will NOT tell you because they have a vaxx cartel going?https://t.co/nhCOtu7z35

#Omicron #COVID19 #options",
es,1466154911985545230,False,2021-11-28 21:19:05+00:00,Ocho mentiras sobre las vacunas frente a la Covid-19 https://t.co/1ygrsTFdhF,
en,1466154910999891972,False,2021-11-28 21:19:05+00:00,"@theShakinroom @IainMulady @Us_For_Tuna @justrobshadows I'm talking specific COVID related visits to the ER for vaxxed people, you donut.",replied_to
en,1466154910211313664,False,2021-11-28 21:19:05+00:00,"@McLovinFFAffair @GloriaHawayek @08av8r @itdooonotmatta @hodgetwins Umm, nothing guarantees you from death. Certainly not a Covid shot.
 https://t.co/FfLuptG7rE",replied_to
en,1466154908546121731,False,2021-11-28 21:19:04+00:00,"The new COVID-19 variant was first detected in South Africa and has been declared a ""variant of concern"" by the World Health Organization. https://t.co/igHM0l3PLs",
fr,1466154908349042697,False,2021-11-28 21:19:04+00:00,100% des 20 à 39 ans morts du covid n’étaient pas vaccinés. 100%. https://t.co/C01YoeHfNS,quoted
en,1466154907833180160,False,2021-11-28 21:19:04+00:00,"The new COVID-19 variant was first detected in South Africa and has been declared a ""variant of concern"" by the World Health Organization. https://t.co/wYOtR89pkX",
en,1466154907770277888,False,2021-11-28 21:19:04+00:00,"The new COVID-19 variant was first detected in South Africa and has been declared a ""variant of concern"" by the World Health Organization. https://t.co/vl07HEJrCh",
en,1466154907367530505,False,2021-11-28 21:19:04+00:00,"The number of individuals hospitalized with COVID-19 this week are at the highest level seen in nearly a year. leaping to 721 from 623 last week. Patient counts statewide leaped for the fourth week in a row, according to the state public health department. https://t.co/0TU8oL6UTM",
en,1466154907229163527,False,2021-11-28 21:19:04+00:00,"I am coming back here to share how appalled I am at the extremely infantilizing COVID response. I went to get my booster yesterday and I was given a hat, a tshirt, and a bunch of disinfectant stuff  saying ""I am an NYC Vax Champion."" WTF? https://t.co/Q4aGche7zI",
en,1466154906503368706,False,2021-11-28 21:19:04+00:00,@Yascha_Mounk Maybe important to point out that many epidemiologists seem to think that almost everyone in SA has already had COVID after their delta wave. Along with some vaccines Mc that may attenuate hospitalizations significantly.,replied_to
en,1466154906100850696,False,2021-11-28 21:19:04+00:00,@caygrande im not an antivaxxer i just didn't get the covid vaccine,replied_to
en,1466154906096652296,True,2021-11-28 21:19:04+00:00,"The new COVID-19 variant was first detected in South Africa and has been declared a ""variant of concern"" by the World Health Organization. https://t.co/hc6oQQW6Yt",
en,1466154905874288641,False,2021-11-28 21:19:04+00:00,New Covid robot hunts down people breaking social distancing rules and 'separates' them https://t.co/gq1Uao19zG https://t.co/U2JFHpA7XO,
de,1466154905505308674,False,2021-11-28 21:19:03+00:00,"@Andrea14912085 Das Problem an den Lockdownfolgen ist, ähnlich wie bei bei Umweltverschmutzung, dass man sie nicht isoliert betrachten kann. Ich kann einen Covid-Toten klar benennen, wenn in 30 Jahren ein Fettleibiger am Herzinfarkt stirbt hat das Stand heute keine Relevanz und keinen Bezug",replied_to
en,1466154905123491844,False,2021-11-28 21:19:03+00:00,'Just take the vaccine': The hospital and patients still battling with the spectre of COVID https://t.co/2IEvtTG9v7 From @SkyNews,
en,1466154904993423361,False,2021-11-28 21:19:03+00:00,"Severe COVID tied to high risk of death, mostly by other causes, within year https://t.co/DInr1yK1GO",
en,1466154902145716228,False,2021-11-28 21:19:03+00:00,"@YonkoOto There's one in Belfast or Dublin I don't know which but I've never seen it 

I plan to go to London sometime COVID dies down so definitely hitting up some places for manga",replied_to
it,1466154900669313033,False,2021-11-28 21:19:02+00:00,Sono tutti morti di COVID-19 i bambini che frequentano le scuole parentali? Nessuno che si faccia qualche domanda 🤦🏻‍♀️,
fr,1466154899792662533,False,2021-11-28 21:19:02+00:00,"@NaphtalineLeBon Les gens attrapent et transmettent le COVID malgré les vax mais il va falloir vacciner tout le monde. Hey, les satanistes, on arrête le sadisme sur population de masse ou la prochaine étape c'est le retour du cannibalisme ?",replied_to
en,1466154899549216772,False,2021-11-28 21:19:02+00:00,Anybody have any idea when at-home Covid tests will be more readily available? #COVID19 #covidtest,
es,1466154898253398019,False,2021-11-28 21:19:02+00:00,Ya he cotejado esos gráficos con varias fuentes y coinciden amigo. Aquí uno de los sets más completos (dejo enlace). Tiene algún set o data que contradiga lo que público o solo habla por hablar? Digame dónde hay data que indique lo contrario y revisamos https://t.co/txd3stlVqT https://t.co/YCBFOChS1A,quoted
en,1466154897527607299,False,2021-11-28 21:19:02+00:00,I wonder what Fort Worth City Council Member Kelly Allen Gray is doing about COVID-19 in their district?,
it,1466154896554668039,False,2021-11-28 21:19:01+00:00,"Inghilterra, a causa del Covid ""persi"" 740.000 potenziali casi di cancro - Emergenza Covid - L'Antidiplomatico https://t.co/tHof87usyP",
es,1466154896428871689,False,2021-11-28 21:19:01+00:00,@fannybelletwist Y entras pasaporte COVID,replied_to
en,1466154896382648323,False,2021-11-28 21:19:01+00:00,"https://t.co/CXquVhAHWa

Well done @SSUofNI! Speaking sense as always!",
en,1466154895958888448,False,2021-11-28 21:19:01+00:00,@Breaking911 Deflect and focus all energy on Trump. Great tactic Pepermint Patty. Where is Biden's big plan he had during the debates to wipe covid off the map?? I suppose Trump derailed that plan too??,replied_to
en,1466154895510282247,False,2021-11-28 21:19:01+00:00,"Landlords – If you have eligible tenants who owe you rent because of COVID-19, apply for the #CARentRelief to help support this income loss. You will get paid for 100% of that unpaid rent. Work with your tenant and apply today. Visit https://t.co/KXmw7LPf5p today! https://t.co/JaATAhxNGx",
en,1466154894545596420,False,2021-11-28 21:19:01+00:00,I have 99 problems and Covid causing all,
nl,1466154891479601153,False,2021-11-28 21:19:00+00:00,@ashatenbroeke Risicogroepen door hoge leeftijd of onderliggende aandoening voor ernstig verloop van COVID-19: Mensen met zeer ernstig overgewicht. (https://t.co/vUnhxVj22y),replied_to
en,1466154891232301056,False,2021-11-28 21:19:00+00:00,"A federal judge blocked the COVID-19 vaccine requirement for federal contractors in Kentucky, Ohio and Tennessee on Tuesday. This is the third time in the past few weeks that the president’s call for mandatory vaccines were halted. https://t.co/YjJGB0wb3M",
en,1466154891026612226,False,2021-11-28 21:19:00+00:00,"Stay away from the unhealthy, unwashed, ""anti-vaxxers"" because they carry Sars-Cov-2 across the nation &amp; across the globe, spreading new variants &amp; putting everyone in their midst at risk, because of course, that's precisely how these Covid vaccines work, scientifically. https://t.co/8QivoqwLnf",quoted
de,1466154890141573122,False,2021-11-28 21:19:00+00:00,"@cornyman @GoaGoaZwerg @marc15084024 @DerZEUS4 @WinDieselPower 54,2 % aller Intensivpatienten sind Ü60
17 % der Ü60 Intensivpatienten sind ungeimpft

88,2 % aller Todesfälle sind Ü60
14,4 % aller Ü60 Todesfälle sind ungeimpft 

Impfquote Ü60 in UK ca. 92%

(UK COVID Vaccine Surveillance Report Woche 47)",replied_to
en,1466154889810038785,False,2021-11-28 21:19:00+00:00,Three arrested after scaling fence of Australian Covid quarantine compound in middle of night https://t.co/8bwNBgFVsz,
en,1466154889105530881,False,2021-11-28 21:19:00+00:00,City Hall will give you Covid for sure with its smell 😩,
en,1466154889051049988,False,2021-11-28 21:19:00+00:00,@calmcalicollec1 @orphaemae @1momofcb @garner_sky @CheiaKeeta @rickyx2001 @RepSwalwell Semantics. Why don’t you ask doctors/nurses about Covid “related” deaths. Ask them what the patients final moments were like. And yes we’ve come along way with therapeutics but guess what not all are fully approved and there is usually a timeline where they can be administered.,replied_to
en,1466154888656687106,False,2021-11-28 21:18:59+00:00,"So dickhead knew he had COVID but he went to the debate anyway. He SHOULD be charged w\ attempted  murder. + charged w murder for the deaths of 500k+ Americans. He is a demented, evil subhuman.",
und,1466154887566221314,False,2021-11-28 21:18:59+00:00,https://t.co/llVcW2rrSI,
en,1466154887171821573,False,2021-11-28 21:18:59+00:00,"@cenkuygur If Trump merely having COVID was him trying to kill his presidential opponent, I'll be looking forward to your criticism of the CCP trying to kill the whole world.",replied_to
en,1466154886257512448,False,2021-11-28 21:18:59+00:00,"@Martineezze @michaelnebraska She still is! And she’s a hell of a guitarist, too! Saw her live before Covid and bought her CD. Awesome!",replied_to
en,1466154886140243972,False,2021-11-28 21:18:59+00:00,"Governments claim vaccines work really well if you haven’t taken them yet… but the minute you take them, you’re told they don’t work, so you need a booster

https://t.co/Uy9TOKhin7",
en,1466154885301383174,False,2021-11-28 21:18:59+00:00,"Do people actually think the vaccine combats the spread?

Do they know that vaccinated people spread Covid more than unvaccinated people? Do they know that the vaccines create new variants?",
en,1466154884248473601,False,2021-11-28 21:18:58+00:00,"Man, injuries and Covid taking everyone out right now in the nba.",
en,1466154883774656516,False,2021-11-28 21:18:58+00:00,"@docmartincohen @dgurdasani1 @cjsnowdon @grayphil27 @mancunianmedic @NafeezAhmed @mdbuckley @adamhamdy I asked for an example. You provided one this morning. We dispute it is misleading and have now replied. As for retractions, the onus is on you to withdraw the highly damaging imputation we are paid to take a line on Covid",replied_to
en,1466154882486792192,True,2021-11-28 21:18:58+00:00,"Covid Omicron: Time to consider mandatory jabs, EU chief says
https://t.co/ay8WF2b8dW",
en,1466154881174183942,False,2021-11-28 21:18:58+00:00,"Florida COVID update: 2,096 new cases added to state tally https://t.co/6TK5e42YB9",
en,1466154880037531651,False,2021-11-28 21:18:57+00:00,@cocenthusiast @LCFC But they were at a football match so they couldn't have had covid.,replied_to
pt,1466154879496433667,False,2021-11-28 21:18:57+00:00,"A merda dessa variante da covid tem mais de 50 mutações, sendo mais de 30 na proteína ""spike"" (a ""chave"" q o vírus usa para entrar nas celular e q é o alvo da maioria das vacinas contra a covid). Ou sejaaa, tem grandes possibilidades dessa vacina não valer de nada :) https://t.co/SPYMD9EIlG",quoted
en,1466154879223615492,False,2021-11-28 21:18:57+00:00,@blkkenyb @KingJames I thought the only thing he had caught was covid? 🤷🏻‍♀️,replied_to
en,1466154878707843079,False,2021-11-28 21:18:57+00:00,I'm praying the covid booster vaccine is the last one. I can't handle anymore dead arms! 💪,
en,1466154878435266568,False,2021-11-28 21:18:57+00:00,"Idk if I can ever used to Covid. It’a about to be year 2 soon &amp; by the looks for it, I see this shit lasting for a decade....shit even longer",
en,1466154876648378368,False,2021-11-28 21:18:57+00:00,Breaking news! The James Martin High School Biology Class announced moles are immune to COVID-19!,
