text,possibly_sensitive,created_at,lang,tweet_id,type
Someone just passed after a battling a rare illness privately &amp; your mind immediately goes to… worrying about the fact that the widow is not black? https://t.co/wdFbPlCftw,False,2021-11-28T19:42:40.000Z,en,1465043484734197761,
Are we all in agreement that black widow was a good movie but a bad mcu movie,False,2021-11-28T19:42:03.000Z,en,1465043328286826504,
"Black Widow #1-18 now available, makes a great gift this holiday season!! #blackwidow #marvelcomics #blackwidowmovie https://t.co/uyXZqwuUgX",False,2021-11-28T19:41:24.000Z,en,1465043166638354442,
"And I say that having like Black Widow and enjoyed some parts of F+WS but there's nothing in them that really compares, the only question now is if No Way Home will continue this",False,2021-11-28T19:40:59.000Z,en,1465043062313394187,replied_to
"#ScarlettJohansson #TKO 💯
https://t.co/O9jEpsWoLH",False,2021-11-28T19:39:49.000Z,und,1465042766241484802,
It's the big weird shit like WandaVision's sitcom elements or Loki that are really blazing a trail for the MCU while the smaller outings like Black Widow or F+WS just fail to engage,False,2021-11-28T19:39:07.000Z,en,1465042590345175040,replied_to
@cherrynostlgia i can’t get over ur black widow costume like u rrly ate that,False,2021-11-28T19:37:50.000Z,en,1465042267740286986,replied_to
"Mentions Honorables :
-Unaverage Gang ~ Sing, You Sinners
-Nelly Furtado ft Calle 13 ~ No Hay Igual
-Robert Miles ~ Children
-Dooz Kawa ~ Plumes
- Alpha Wann ~ Barcelone
- Bronski Beat ~Smalltown Boy
- Iggy Azalea ft Rita Ora ~ Black Widow
- Scylla ft Furax et B-Lel ~ Chopin",False,2021-11-28T19:36:08.000Z,en,1465041840315547655,replied_to
"-Lucifer (me quedé en el último cap)
- Loki (último cap) ✅
- Bad Batch
-What if ✅
-Shang Chi 
-Black Widow ✅
-Eternals
-Venom 
-Star wars Visions",False,2021-11-28T19:35:45.000Z,ca,1465041742181318657,replied_to
"WandaVision, FatWS, Loki, Black Widow, Eternals and Shang-Chi were all called “woke” only because they didn’t feature white men in the leads. That’s it.",False,2021-11-28T19:35:10.000Z,en,1465041595422621697,
"@_FireMonkey Regular Item Shop Items:
- Reflex
- Sledge
- Black Widow

or if it were items that were never supposed to return:
- The Paradigm
- World Warrior
- one of the FNCS skins",False,2021-11-28T19:34:35.000Z,en,1465041451977527316,replied_to
@ScienceBotikus Science is amazing. For instance:  Female black widow spiders eat the males after mating. @ScienceBotikus,False,2021-11-28T19:34:23.000Z,en,1465041398248316929,replied_to
@AnimeLegendFN Black widow outfit and reflex deserve recognition too you know,False,2021-11-28T19:33:42.000Z,en,1465041228068753415,replied_to
"@redstainedspy 

If there’s one thing the knight didn’t expect at all from this Christmas season, it was to end up under the mistletoe with the Black Widow herself.

“Uh, hey. I uh… believe we’re under the mistletoe, that’s… something.”",False,2021-11-28T19:33:00.000Z,en,1465041051492753410,replied_to
Got called me black widow last night because some guy kept trying to come back into the bar that he got kicked out of for fighting. I told him I’d put him on his ass if he tried to get in again so I did lol. I came in &amp; all the guys sitting by the door were like YOURE AN AVENGER,False,2021-11-28T19:32:33.000Z,en,1465040936568639491,
47. black widow (2021) dir. cate shortland https://t.co/cdtaMZwxrx,False,2021-11-28T19:30:01.000Z,en,1465040300179484673,replied_to
@ScienceBotikus Whoa! Did you know:  Female black widow spiders eat the males after mating. @ScienceBotikus,False,2021-11-28T19:29:22.000Z,en,1465040138820456449,replied_to
"@_FireMonkey @iFireMonkey Switchstep, Travis Scott (LOL), Black Widow (OG)",False,2021-11-28T19:29:18.000Z,en,1465040119891640329,replied_to
"@_FireMonkey Travis Scott set,OG Black Widow set and Rue",False,2021-11-28T19:28:04.000Z,en,1465039811710910466,replied_to
"@_FireMonkey @iFireMonkey If collabs included, Black Widow Outfit and Psycho Bandit. If not, Clash",False,2021-11-28T19:28:04.000Z,en,1465039811316789260,replied_to
"@_FireMonkey @iFireMonkey Reflex 
Rue 
OG black widow",False,2021-11-28T19:28:04.000Z,en,1465039810314358784,replied_to
Bugün Black Widow ve Free Guy adında iki film izledim üstüne BİM’den kadife tatlısı ve sağlıksız bir dünya şey alıp yedim. Güne puanım 10 / 10 😍😎,False,2021-11-28T19:27:49.000Z,tr,1465039747433340946,
"Uhhhh… Black widow in the compost bin, anyone? https://t.co/uK67RfbZlD",False,2021-11-28T19:27:36.000Z,en,1465039692399669249,
black widow was really her best look idk https://t.co/omQoM6i8d0,False,2021-11-28T19:27:30.000Z,en,1465039666722316288,
@PhaseZeroCB MCU Black Widow is almost as boring as MCU Hawkeye (not counting anything happening in the new series).,False,2021-11-28T19:26:04.000Z,en,1465039307689840646,replied_to
funko popy wandy/black widow i lokiego są najładniejsze,False,2021-11-28T19:24:35.000Z,pl,1465038932693893132,
why not go back and save tony? why not go back and stop thanos before any of this happens? why did nebula shoot herself and nothing happened?why not go back and save black widow? do timelines and realities mean the same thing to them?,False,2021-11-28T19:24:29.000Z,en,1465038907301638146,replied_to
Scarlett Johansson as Natasha Romanoff in Black Widow (2021) https://t.co/rkGaYsvGWX,False,2021-11-28T19:23:31.000Z,en,1465038664187142152,
"@Cheque_Senpai Awen.... Até parece que tinham way aí
Mesmo black widow quando fez fugir o fake dad foi bem mais complicado",False,2021-11-28T19:22:25.000Z,pt,1465038388805914636,replied_to
Okay I was tripping because he popped both of the Greek dudes on some Hawkeye/Black Widow shit. https://t.co/5OCcVoC4Bo,False,2021-11-28T19:22:24.000Z,en,1465038384125075456,quoted
pensando em rever black widow sdd das minhas viúvas,False,2021-11-28T19:20:26.000Z,pt,1465037890954702860,
@lady_perse @MistressMavka @Evil__Woman_ @Widow_Black_ @joanna_bujoli ) I love to straponed by you beautiful mistresses. It is possible to have a book cessions with four beautiful mistresse,False,2021-11-28T19:19:41.000Z,en,1465037699593777159,replied_to
"Pochoclos, Black Widow y lluvia 🤍",False,2021-11-28T19:18:46.000Z,es,1465037469896921091,
"@News24 @City_Press The Black Widow Chronicles ,",False,2021-11-28T19:17:48.000Z,en,1465037224500768780,replied_to
The Sims 4 Black Widow: Second Spouse! |🧜‍♀‍🗡️Stream Raiders!🧜‍♀‍🗡️| I'm Live!  https://t.co/iVt9LkxSI2 #blackwidowchallenge #sims4 #streamraiders,False,2021-11-28T19:17:36.000Z,en,1465037176895414276,
also tht ending cut scene in black widow… 💔💔💔💔💔,False,2021-11-28T19:15:08.000Z,en,1465036555752411139,replied_to
Queee? Yo? Volviendo a ver Black Widow?? Puf nooo,False,2021-11-28T19:14:37.000Z,es,1465036423749414923,
"THE AVENGERS RECAST: Will Ferrell as Iron Man, Robert Pattinson as Captain America, Will Ferrell as Thor, Matthew McConaughey as the Hulk, Kristen Stewart as Black Widow, Christian Slater as Hawkeye and Dustin Hoffman as Nick Fury",False,2021-11-28T19:13:57.000Z,en,1465036258183299072,
i  hate the way scarlet johansson doesn't convince me as black widow,False,2021-11-28T19:13:20.000Z,en,1465036100657942533,replied_to
"Join me at 4:30pm CST as I finally talk about @shangchi Black Widow and more in comic news. Get my take as a martial artist &amp; writer on how these films have helped move the MCU forward and what might come next!! 
https://t.co/OYvGVWCU82
#comics #shangchi #blackwidow https://t.co/VWBwnfQ1sc",False,2021-11-28T19:13:17.000Z,en,1465036088351801356,
"Think I had my longest #PlayAvengers session today to level everyone up, still missing Black Widow and Iron Man to 50 but taking a break",False,2021-11-28T19:12:21.000Z,en,1465035855639285770,
"@NerdyNupeDC The Black Widow and Hawkeye stans be coming for you, huh?",False,2021-11-28T19:12:06.000Z,en,1465035790233346049,replied_to
Me he visto Black Widow y creo que es la película de Marvel más Marvel que Marvel ha hecho nunca.,False,2021-11-28T19:08:43.000Z,es,1465034938936438786,
lf kasama mag watch black widow &amp; shang chi,False,2021-11-28T19:07:46.000Z,tl,1465034703367389184,
@icrsfllslover miał zaległe bo już mi z rok temu obiecał że pójdziemy na star warsy a potem że na Black widow i dupa a teraz mu n odpuszczę,False,2021-11-28T19:07:34.000Z,pl,1465034650204659722,replied_to
@Cine_ikiru Esta película es una soberana mierda pero que se puede esperar de un tío que le puso 5 estrellas a black widow,False,2021-11-28T19:05:52.000Z,es,1465034225158168590,replied_to
"@HalilMrT1 I did batch cooking this morning: leek &amp; potato soup, butternut squash soup &amp; lentil &amp; veg curry. Food shop, washed sheets.  Now watching Marvels Black Widow.",False,2021-11-28T19:03:51.000Z,en,1465033716288348162,replied_to
Black Widow is the coolest Avenger and I'll entertain no statements to the contrary. https://t.co/793SJjcbjo,False,2021-11-28T19:02:52.000Z,en,1465033466400100359,
"age of ultron
ant-man
civil war
dr strange
guardians of galaxy 2 
spiderman homecoming
thor ragnarok
black panther
infinity war
ant man and the wasp
captain marvel
endgame 
far from home
black widow
shang chi
eternals",False,2021-11-28T19:02:03.000Z,en,1465033264373145600,replied_to
"When i watch black widow movie i was like, ""this is the last time she saw her family in like a decade."" :(((((
I'm so excited for phase 4 and else but i also miss the old ones...",False,2021-11-28T19:02:03.000Z,en,1465033263601184772,replied_to
@Tchop12 Si t'es fan de black widow tu peux regarder son film directement après puisque l'histoire se passe juste après civil War,False,2021-11-28T18:59:45.000Z,fr,1465032682061053958,replied_to
@ScienceBotikus Science is amazing. For instance:  Female black widow spiders eat the males after mating. @ScienceBotikus,False,2021-11-28T18:59:21.000Z,en,1465032581871665154,replied_to
@ScienceBotikus Whoa! Did you know:  Female black widow spiders eat the males after mating. @ScienceBotikus,False,2021-11-28T18:59:19.000Z,en,1465032574531555331,replied_to
"it’s Black Widow. 
they’re watching Black Widow. https://t.co/UyivEXXuwJ",False,2021-11-28T18:58:38.000Z,en,1465032401453600774,quoted
@BrandonDavisBD It’s bc of all the Black Widow jokes 👀,False,2021-11-28T18:58:34.000Z,en,1465032385494503430,replied_to
"you can see black widow doing a very similar style of throw in WINTER SOLDIER here:

https://t.co/ND0XUzqnZF",False,2021-11-28T18:57:11.000Z,en,1465032037207842818,replied_to
"@ItIsJustAShow This year we had a really emotional score for the Eternals by Ramin Djawadi as well as one for The Black Widow by Lorne Balfe, which I can say for certain is one of the best scores of the year.",False,2021-11-28T18:54:45.000Z,en,1465031425527328775,replied_to
"@GNGeekNation O povo quer mesmo comparar Black Widow com Dune, sendo que, além de ambos terem tido lançamento híbrido, apenas um foi lançado na China.",False,2021-11-28T18:54:43.000Z,pt,1465031415263813634,replied_to
@Sedroid404 Science is amazing. For instance:  Female black widow spiders eat the males after mating. @ScienceBotikus,False,2021-11-28T18:54:19.000Z,en,1465031314654957570,replied_to
@Kory_Wilk20 Eternals is an instant win in my book because they addressed the snap RIGHT out the gate because I spend the entirety of every new MCU property going BUT WHERE WERE YOU FOR THANOS (… black widow….s…..????),False,2021-11-28T18:53:56.000Z,en,1465031218660102155,replied_to
@swtchbladez ohhhhh i thought you were talking about actors for black widow,False,2021-11-28T18:53:32.000Z,en,1465031120593076229,replied_to
"This mostly applies to the younger heros. Captain Marvel and Black Widow are both amazing and tho I am behind, I’m looking to read more Daredevil.",False,2021-11-28T18:53:18.000Z,en,1465031060199133185,replied_to
Siempre llorare la muerte de iron man y black widow ): da igual cuántas veces lo veo la reacción siempre será la misma,False,2021-11-28T18:52:23.000Z,es,1465030831999799303,
black widow💔💔💔💔😭😭😭😭,False,2021-11-28T18:48:46.000Z,en,1465029920095145988,
"@DuneNews It's pretty sad that this is still less than Black Widow , Marvel's got the whole world hooked on slop. 😑",False,2021-11-28T18:47:45.000Z,en,1465029662967357444,replied_to
might start the black widow comics soon,False,2021-11-28T18:47:26.000Z,en,1465029583766532100,
@elxunder I don’t think they want to get sued again like black widow though,False,2021-11-28T18:46:31.000Z,en,1465029352412823557,replied_to
"🔥: me puse black widow por 72833828282, déjenme amar a mi musa.",False,2021-11-28T18:42:06.000Z,es,1465028244160274438,
"@beIovafilm I hate Thor Ragnarok, I'm sorry.....

I don't love or hate Cap Marvel, Loki etc., they're ok

The Avengers, the Guardians and Eternals should be in the masterpiece section. I don't think Black Panther deserves it at all

Black Widow should be with Civil War",False,2021-11-28T18:41:31.000Z,en,1465028094725701642,replied_to
@lady_perse @joanna_bujoli @MistressMavka @Evil__Woman_ @Widow_Black_ Awesome,False,2021-11-28T18:41:22.000Z,en,1465028057060761613,replied_to
schau ich heute endgame  (zum ca. 5. mal) oder black widow zum 2. mal ?,False,2021-11-28T18:40:40.000Z,de,1465027882477146115,
"Black Widow
license:3
https://t.co/E5yztJXLyy
#Cosplay https://t.co/h2OZQ8tXSV",False,2021-11-28T18:40:11.000Z,en,1465027758871187456,
yeah im crying while getting ready bc i’m watching black widow again,False,2021-11-28T18:39:39.000Z,en,1465027624032423944,
@granitelefty Written out like this it reads like a joke where his wife gets really mad it was Black Widow instead of her,False,2021-11-28T18:39:02.000Z,en,1465027471561142277,replied_to
"We decided to get some fun and use this slave as our anal and oral slut. We did in in our villa neer the pool! @MistressMavka , @Evil__Woman_ , @Widow_Black_ , @joanna_bujoli and I put our huge strapons and fucked all his holes! We put it deep and rough!

https://t.co/h5tWYNk5t0 https://t.co/lPXEo3u95w",True,2021-11-28T18:37:05.000Z,en,1465026978935943172,
the way Florence Pugh saved this whole movie and quite possibly the entirety of the MCU. https://t.co/CJeGYtGYY8,False,2021-11-28T18:36:53.000Z,en,1465026930382671872,replied_to
Sanat Kanalı / https://t.co/91sckWFUo0: Sinema: Kara Dul - Black Widow - Yenilmezler Ekibi... https://t.co/8V7clwJjn3,False,2021-11-28T18:36:52.000Z,tr,1465026925848629252,
Black Widow and Hawkeye should have been dead after New York https://t.co/zl5W93K7P9,False,2021-11-28T18:36:49.000Z,en,1465026912858824714,quoted
@freethehorizon ora guardò il trailer di nwh e poi guardò black widow,False,2021-11-28T18:36:32.000Z,it,1465026841023033347,replied_to
"I’ve always liked Hawkeye, Batman, Black Widow, Nightwing, Punisher, etc…

Precisely because: no powers.

Just training, focus and willingness to.

So!
Loving the new Hawkeye show! https://t.co/5qGCXG0RQx",False,2021-11-28T18:36:17.000Z,en,1465026778095886337,
Finally watched Black Widow and Shang-Chi thanks to my cousins Disney+ Account 😭,False,2021-11-28T18:34:52.000Z,en,1465026423673036809,
@sneakybeej serious Black Widow vibe going there https://t.co/oRAUP0XM4j,False,2021-11-28T18:34:23.000Z,en,1465026300289110017,replied_to
"Check out Jeanette Lee 2008 ALLEN &amp; GINTER #282 BILLIARDS CHAMPION Black Widow 
#jeanettelee #Blackwidow #pool #asian #asiangirl #sportscards #topps #eBay #eBaySeller 
https://t.co/OqyV9SQThn @eBay",False,2021-11-28T18:33:49.000Z,en,1465026156155998209,
puse a mi abuelo a ver black widow,False,2021-11-28T18:33:42.000Z,es,1465026129169993741,
"It's like the Taskmaster bs all over again. They nerfed the mercenary who brought the Avengers down just by his lonesome. In Black Widow film, they genderbend the charac and they made him rely in technology? Like wtf, what a downgrade and a waste of a great badass. 😒 https://t.co/2kM0YuU796",False,2021-11-28T18:33:07.000Z,en,1465025982092701696,replied_to
"@HeroicMGT123 @V2Jake @Hawkeye_Updates I hope it does. But like I said it’s not a dealbreaker. 
And Black Widow was a fire movie. Some CGI blunders here and there but that was an epic movie",False,2021-11-28T18:31:39.000Z,en,1465025614046396419,replied_to
"just finished Loki now  onto Black Widow.

slowly getting caught up on marvel stuff",False,2021-11-28T18:31:34.000Z,en,1465025590608736258,
"We’ve seen variations of this movie so many times . Also, Liam Neeson last week, and this week. Ha-a, yimani. Lemme go watch Black Widow rather.",False,2021-11-28T18:30:22.000Z,en,1465025290925748225,
The black widow 🕷🕸 https://t.co/hckxzHD6o6,False,2021-11-28T18:29:42.000Z,en,1465025121995956230,quoted
And then Black Widow died as like the person he loves the most or whatever??? and all the Marvel fans are like simply love that platonic friendship,False,2021-11-28T18:28:34.000Z,en,1465024837848645644,replied_to
"My parents finally watched Shang-Chi, Black Widow and Venom 2. We making progress people 👏🏾👏🏾😂",False,2021-11-28T18:27:48.000Z,en,1465024644155596802,
Every time new Marvel content comes out I think about how insane it is that they were clearly setting up Hawkeye and Black Widow and then were like actually he is married with several children he’s never mentioned previously,False,2021-11-28T18:25:51.000Z,en,1465024152977424394,
BARU NONTON BLACK WIDOW😭 NYESEL GA SEMPET NONTON DI BIOSKOP KEMAREN 😭😭😭🙏🏻,False,2021-11-28T18:25:44.000Z,in,1465024123990528001,
"@ItsBrxxzy @AbandonedLizard @blurayangel If you work at a theater or know somebody you can get tickets or even see the movie early, I convinced my manager to let me see black widow early 💀",False,2021-11-28T18:24:12.000Z,en,1465023738701914118,replied_to
"No Way Home comes out in a couple weeks, so that means…you guessed it…another rewatch is in order!!! Excited to include Black Widow, Shang-Chi, and The Eternals in this one.",False,2021-11-28T18:23:22.000Z,en,1465023527443222528,
@scouttanmay Black widow fan? Yess 🥵,False,2021-11-28T18:22:00.000Z,en,1465023184848113666,replied_to
It’s funny bc I planned my outfit to see Black Widow in 2019 and now I’m scrambling to think of an outfit to see Spider Man,False,2021-11-28T18:21:48.000Z,en,1465023135166701569,
"Black Widow
license:3
https://t.co/E5yztJXLyy
#Cosplay https://t.co/QMFCoTkTnm",False,2021-11-28T18:20:12.000Z,en,1465022729812611072,
@MarvelStudios  @whatifofficial What If Black Widow had been recruited by 10 Rings 🤯🤯,False,2021-11-28T18:18:40.000Z,en,1465022342975873036,
"🕷️ scarlett johansson (natasha romanoff/viúva negra/black widow) - marvel 🕷️

https://t.co/ha8DNaRnOh",False,2021-11-28T18:18:34.000Z,fi,1465022318586048512,replied_to
Antonia Dreykov Marvel Poster A3 Black Widow  #blackwidow #poster #antoniadreykov #34 https://t.co/02GDOUxycj https://t.co/wC47IQP61C,False,2021-11-28T18:18:00.000Z,cy,1465022178274033676,
"@lily_kpr Looks like one of the False Widows, genus Steatoda. Maybe a False Black Widow, S. grossa.",False,2021-11-28T18:17:25.000Z,en,1465022031230128133,replied_to
@lesbiangie god me too. I watched one episode of falcon and the winter soldier but then I got busy and I just haven't seen any of the rest of the shows or shang chi. I saw black widow and eternals though,False,2021-11-28T18:16:37.000Z,en,1465021828255170569,replied_to
finally watched black widow 🙏,False,2021-11-28T18:16:19.000Z,en,1465021755014189064,
"@maskbydre i’m so behind on the shows. i haven’t even touched loki or what if, let alone hawkeye. and i still need to see black widow and shang chi this is a nightmare i’ve never been so behind",False,2021-11-28T18:14:17.000Z,en,1465021243422388227,replied_to
"@DADiClementi Yeh, I don't care for that cut. She wore a much softer version in BLACK WIDOW, but even that was severe, imho.",False,2021-11-28T18:13:29.000Z,en,1465021041667891201,replied_to
"""Scarlett Johansson Returns To MCU But Will Not Play Black Widow After Disney Law Suit"" -- entry for ""ridiculous, misleading headlines"" 🙄",False,2021-11-28T18:13:23.000Z,en,1465021016271372298,
@black_widow_xxx @TheSexyRoom 🥵🥵🥵🥵,False,2021-11-28T18:13:18.000Z,und,1465020994314194944,replied_to
"Next week's Lunchtime Doodles will be...

🏄‍♂️ Silver Surfer &amp; Dawn Greenwood
🪖 Bucky Barnes &amp; Black Widow
💀 Deadpool &amp; Shiklah
🔥 The Human Torch &amp; Lyja
⚡ Black Panther &amp; Storm https://t.co/T1o1KqOQHJ",False,2021-11-28T18:12:46.000Z,en,1465020862285983744,
"Ola @freshnet 👋 what with the top albums rundown, I'm concerned that Parquet Courts might be underservedly eclipsed by the tight schedule. This should not happen, for 'Sympathy For Life' is chief amongst 2021 albums. Let's have 'Black Widow Spider'. 👍🏽",False,2021-11-28T18:11:45.000Z,en,1465020605141553153,
"#Dune atingiu a marca de 102.2 na bilheteria doméstica.

Mundialmente o filme chegou a marca de 374.2 Milhões de Dólares.

Na próxima semana, o filme estréia na Austrália e deve ultrapassar a bilheteria de 'Black Widow'. https://t.co/F8J0ZM0h1l",False,2021-11-28T18:10:41.000Z,pt,1465020334852222991,
Winner of the Sunday xbox digital codes Giveaway goes to @dzounar  wins exo @WcG_iFredy29  wins black widow recharged and finally the last winner is @BennyHall17  he wins space moth.  I will private message you the code let me know if it works . https://t.co/VoLjnuWSxQ,False,2021-11-28T18:09:27.000Z,en,1465020027061555204,
"#Dune sumó $2.17M para $102.24M. A nivel internacional, ha alcanzado ya los $272M, para un global de $374.24M. Para el siguiente fin de semana superará la recaudación de Black Widow, y con un buen recorrido en Australia, podría llegar a los $400M finales. Veremos... https://t.co/ahwPyi7fJ1",False,2021-11-28T18:09:17.000Z,es,1465019982807547909,
BLACK WIDOW JACOB HELP MEE poor kevin tho not CLINT https://t.co/vdq4m1Mpx0,False,2021-11-28T18:07:15.000Z,en,1465019472289411076,quoted
#nw: black widow,False,2021-11-28T18:05:58.000Z,en,1465019147079892996,
Check out the homie ♡Black Widow | Queen of the day | Avengers♡ ⁦@Kashmoneykobra_⁩ https://t.co/K5YQijAZY6,True,2021-11-28T18:02:07.000Z,en,1465018178438840324,
all accurate besides black widow. 💅🏼 https://t.co/4bcRS6kc4i,False,2021-11-28T18:01:21.000Z,en,1465017987463790600,quoted
"natasha romanoff fancam / edit 

[ black widow | devils advocate | the neighborhood | marvel ] https://t.co/NxlxCOXNTi",False,2021-11-28T18:00:34.000Z,en,1465017791375982602,
@ungusanito12 Y yo la black widow,False,2021-11-28T17:59:08.000Z,ht,1465017428866334721,replied_to
@tyIorjoy YOURE REAL TO ME *that meme from black widow,False,2021-11-28T17:58:29.000Z,en,1465017263694647299,replied_to
"“I am sure that her legacy won’t be forgotten, Lila. Everyone knows Black Widow. It’s nice to hear that you want to be a hero too.” https://t.co/UnnfcHFNG4",False,2021-11-28T17:58:11.000Z,en,1465017189199753222,quoted
"@TakahashiTaki idk wandavision and tfatws were amazing, black widow was c to d tier and i haven’t watched eternals yet

shang chi was a 10/10 its one of the best mcu movies for real",False,2021-11-28T17:56:35.000Z,en,1465016789344010241,replied_to
Black widow was one of if not the most badass avengers in the mcu and I will die on that hill,False,2021-11-28T17:55:49.000Z,en,1465016594690629640,
Alice Cooper - The Black Widow https://t.co/m7493OmdAF,False,2021-11-28T17:52:19.000Z,en,1465015714696282114,
"@lucifer73014631 Yine mi? 🤦‍♀️
Marvel bakalım.
Black Widow?",False,2021-11-28T17:51:20.000Z,tr,1465015465152065537,replied_to
"~ 𝑪𝑳𝑰𝑵𝑻 𝑩𝑨𝑹𝑻𝑶𝑵 / 𝑯𝑨𝑾𝑲𝑬𝒀𝑬 

Marvel Alternative Universe, Comics Based, Former SHIELD Agent And Avenger, Master Marksman, Black Widow Partner In Crime, Bisexual (Female Lean), Multiship, Dom/Top, Dark Themes

𝑵𝑺𝑭𝑾/𝑳𝑬𝑾𝑫 𝑻𝑯𝑬𝑴𝑬𝑺 𝑨𝑪𝑪𝑶𝑼𝑵𝑻 https://t.co/Et7NLSXHwY",False,2021-11-28T17:50:44.000Z,en,1465015316853973005,
i still havent watched the black widow assembled ep https://t.co/1EpwDQ9B8R,False,2021-11-28T17:50:44.000Z,en,1465015313712533507,
"Team Superheroes Mistresses
- Black Widow - Mistress of The Avengers
- Wonder Woman - Mistress of The Justice League https://t.co/gL7hY4vX7d",True,2021-11-28T17:50:33.000Z,en,1465015269944922128,
@Meaningbird Black Widow,False,2021-11-28T17:50:22.000Z,en,1465015223237025798,replied_to
"@AldreanMDZ No e visto winter soldier aun pero me gusto black widow cuando la vi,me gusta el personaje",False,2021-11-28T17:48:10.000Z,es,1465014669475606535,replied_to
"En la serie Hawkeye esta sad porque Iron man y Black Widow murieron, el Capitán es un anciano, Thor se fue al espacio y Hulk anda de intelectual cool.
Siento que es como cuando te quedas en la prepa porque debes mate 4 mientras todos tus amigos ya están la carrera.",False,2021-11-28T17:46:42.000Z,es,1465014302138585094,
@kakxugebfuc black widow,False,2021-11-28T17:46:01.000Z,en,1465014127827595276,replied_to
@bluesideroad ... not this sounding like ur talking bad about black widow..?,False,2021-11-28T17:45:10.000Z,en,1465013915922968577,replied_to
"Dommage que son film Solo ne vienne pas plus tôt dans le MCU. Bye, bye Black Widow @MarvelStudios #film #cinema #testbluray4k #blackwidowmovie @CateShortland #ScarlettJohansson 
https://t.co/KnDAiMnIRW",False,2021-11-28T17:44:57.000Z,fr,1465013860360929288,
@sergeapolony @taesfatbussy @Variety Black Widow was not cleared . Shang Chi they changed many things to appeal to China ( Mandarin etc) but still was not cleared.  Disney hired Chloe Zhao for China but then some fans dug out her speech against their goverment so the movie was banned,False,2021-11-28T17:41:59.000Z,en,1465013111673573384,replied_to
Black Widow is a Top 3 MCU movie (excluding endgame and infinity war) https://t.co/a1je1xg1Nr,False,2021-11-28T17:39:02.000Z,en,1465012370200309760,quoted
no me voy a cansar de ver black widow,False,2021-11-28T17:38:22.000Z,es,1465012203472437254,
@JoltCharly Lo peor de esta peli es que se llame black widow y sea la menos protagonista,False,2021-11-28T17:35:45.000Z,es,1465011542890590208,replied_to
"The MCU needs a scene with Shang-Chi, Daredevil, and Black Widow II fighting alongside one another. (Adding Hawkeye II, Iron Fist, Luke Cage, or She-Hulk would just be gravy.)",False,2021-11-28T17:34:30.000Z,en,1465011231131983872,
"""Black Widow is objectively good"" cool. I don't care.",False,2021-11-28T17:34:12.000Z,en,1465011156591034369,replied_to
"black widow, loki y wandavision 🛐 https://t.co/i1uAAc1CVU",False,2021-11-28T17:32:42.000Z,en,1465010777572655114,quoted
"@Ovi_Master TSS 
/
/
/
/
/ 
Eternals 
Shang Chi 
Black Widow",False,2021-11-28T17:30:27.000Z,en,1465010212067291151,replied_to
"BLACK WIDOW 1999, ISSUE 3 https://t.co/9NzTyROjYa",False,2021-11-28T17:29:07.000Z,en,1465009875969200130,
Bing and I watched Black widow. Baka wrong move kasi di pa talaga ako over sa death ni natasha. Lmao,False,2021-11-28T17:28:07.000Z,tl,1465009622989750274,
@SCARLETT5PRETTY I use black widow https://t.co/QCYnJJKIBM,False,2021-11-28T17:26:27.000Z,en,1465009206227091460,replied_to
"Finalmente vi Shang-Chi, filme divertido e o melhor da Marvel em 2021 até agora. O que não é grande coisa quando os concorrentes são o mediano Black Widow e a desgraça que foi Eternos",False,2021-11-28T17:24:50.000Z,pt,1465008797995442181,
@Ttol0030 @V2Jake @Hawkeye_Updates I'm sure it'll get better. It's certainly better than the final fight of Black Widow. They'll have a big finale for the show surely,False,2021-11-28T17:24:10.000Z,en,1465008630445613058,replied_to
Black Widow is quite an incredibles movie... https://t.co/PRETQPtLCc,False,2021-11-28T17:23:24.000Z,en,1465008437528600580,
@worms444brains and third is giving me florence pugh but specifically as yelena belova in black widow specifically in the scene where she fucking decks david harbor in the face,False,2021-11-28T17:21:50.000Z,en,1465008040613232649,replied_to
"eternals, shang-chi, black widow https://t.co/u4qgkNBjLx",False,2021-11-28T17:19:39.000Z,en,1465007493801820163,quoted
"Of course i go gay with the secondary character, Kate Bishop, in #Hawkeye like how I was to Sylvie in Loki and Yelena in Black Widow https://t.co/qoTRmaH94v",False,2021-11-28T17:16:51.000Z,en,1465006787686395909,
BLACK WIDOW from the Avengers - Marvel Superhero Cartoon Video Game PS4 ... https://t.co/n6qwd2yIv7 via @YouTube,False,2021-11-28T17:16:31.000Z,en,1465006705591341064,
"@emelyss22 Si!!!! 🥺
Luego black widow",False,2021-11-28T17:16:29.000Z,en,1465006695445319682,replied_to
@bluesideroad I mean he did have super strength and all that before mjolnir unlike black widow but yeah he ain’t all that to me,False,2021-11-28T17:16:20.000Z,en,1465006657201750018,replied_to
"Me pone triste que con Black Widow no la hayan considerado así de “grande” xq ps we es Scarlett y tiene más de 10 años trabajando con ustedes, so, idk me gusta pero igual me pone feliz saber que gano la demanda. Jsjsjs.",False,2021-11-28T17:14:43.000Z,es,1465006250991796226,
"@soansiosa Allora
Iron man 3
Captain America the winter soldier/Civil war, Ant-Man e Black Widow",False,2021-11-28T17:14:12.000Z,en,1465006120024649734,replied_to
Watched Black Widow with my son on Disney Plus. He counted 13 swear words!,False,2021-11-28T17:13:34.000Z,en,1465005963111542787,
