lang,tweet_id,created_at,text,possibly_sensitive,type,clean_tweet
en,1466151035286736904,2021-11-26 21:03:41+00:00,@GOPChairwoman How about the lives of the 800K dead Americans from CoVid?,False,replied_to,"['covid', '?', 'american', 'dead', '800k', 'life']"
en,1466151034783297543,2021-11-26 21:03:41+00:00,@frankmsontag Covid is about #Power and #Control,False,replied_to,['covid']
uk,1466151034007568384,2021-11-26 21:03:40+00:00,"УкрЗахідІнформ :: Ведучий Святослав Гринчук одужав та повернувся до роботи,закликаючи всіх вакцинуватися від «Covid-19» https://t.co/fa5U1lmq2D",False,,"['ta', 'ukrzakhidinform', 'veduchii', 'vsikh', '<', '>', 'vaktsinuvatisia', 'roboti', 'sviatoslav', 'povernuvsia', 'oduzhav', 'grinchuk', 'vid', 'zaklikaiuchi']"
en,1466151033843765249,2021-11-26 21:03:40+00:00,I h8 covid. Skanky stupid bitch,False,,"['bitch', 'covid', 'h8', 'stupid', 'skanky']"
und,1466151033458077708,2021-11-26 21:03:40+00:00,https://t.co/GQ80Zz7DKM,False,,[]
en,1466151033260937219,2021-11-26 21:03:40+00:00,"Here’s the known omicron prevalence by country. Add the one just found in California. 

Interesting which of these made the no-fly list. 

https://t.co/ggXyA26xuD",False,,"['california', 'one', 'found', 'made', 'prevalence', 'country', 'list', 'interesting', 'add', 'omicron', 'known', 'fly']"
en,1466151032279474182,2021-11-26 21:03:40+00:00,"Tonight our CEO @DomUnsworth is at the #APPAWARDS21 - last year, just before COVID kicked in, Dom won national @Apprenticeships #champion and tonight she's celebrating with this year's winners - oh and @mrdanwalker https://t.co/i8Rs2SeW1l",False,,"['covid', 'kicked', 'celebrating', 'oh', 'dom', 'winner', 'tonight', 'ceo', 'national', 'year', ""'s"", 'last']"
en,1466151031193014274,2021-11-26 21:03:40+00:00,"To all the liberals out there (not left wing authoritarians) who are increasingly fed up with Covid tyranny, can you see now why conservatives have long fought against government-run health systems? 1/",False,,"['not', 'health', 'wing', '(', 'fed', 'authoritarian', 'run', '?', 'increasingly', 'fought', ')', 'left', 'conservative', 'government', 'long', 'covid', 'see', 'liberal', '1/', 'system', 'tyranny']"
en,1466151030228496385,2021-11-26 21:03:40+00:00,"Outspoken and Fully Vaccinated Baby Back Bitch @KingJames Tests Positive for Covid After 3 Tests.

#FixedItForYou https://t.co/DTCdadPWsc",False,quoted,"['baby', 'bitch', 'covid', 'vaccinated', '3', 'back', 'outspoken', 'fully', 'test', 'positive']"
en,1466151030060556290,2021-11-26 21:03:39+00:00,"@Rpesh69 @redsteeze Right, because Covid is just like all other illnesses.",False,replied_to,"['like', 'covid', 'right', 'illness']"
en,1466151029003755524,2021-11-26 21:03:39+00:00,@Wedge Tesco comms on Covid have been A1.,False,replied_to,"['a1', 'tesco', 'covid', 'comms']"
en,1466151028659789825,2021-11-26 21:03:39+00:00,@zerohedge More Than 50% of ALL Vaccine Adverse Reactions Reported for Past 30+ Years Have Occurred in Past 11 Months Following COVID-19 Shots https://t.co/WSMibK26dz,False,replied_to,"['covid', 'past', 'year', '11', '%', 'reaction', 'reported', 'shot', 'following', '19', 'adverse', '50', 'month', 'vaccine', 'occurred', '30+']"
es,1466151028533911559,2021-11-26 21:03:39+00:00,"@Guscobos @CCMDCyL @apcvalladolid @cruzrojava @Salud_JCYL Las personas menores de 60 vacunadas solo con una dosis, por haber pasado el covid. Cuando se tienen que vacunar de la segunda dosis??? Algunos hemos pasado la enfermedad hace bastante más de un año. Muchas gracias",False,replied_to,"['dosis', '60', 'pasado', 'ma', 'algunos', 'segunda', 'la', 'haber', 'solo', 'enfermedad', 'el', 'hemos', 'hace', '?', 'gracias', 'vacunar', 'vacunadas', 'con', 'ano', 'de', 'menores', 'una', 'se', 'por', 'jcyl', 'un', 'covid', 'persona', 'tienen', 'que', 'la', 'bastante', 'muchas', 'cuando']"
en,1466151028018106374,2021-11-26 21:03:39+00:00,"@RealPastorlocke Skippy’s greatest hits. 1) abortion will be banned, 2) tRump is still president, 3) Covid is a hoax, 4) I am not a white nationalist. The list goes on and on and on….",False,replied_to,"['skippy', 'nationalist', 'trump', 'banned', '1', '2', 'white', 'go', '4', 'hit', 'president', ')', 'list', 'greatest', 'hoax', ""'s"", 'abortion', 'covid', 'still', '3']"
es,1466151027933995008,2021-11-26 21:03:39+00:00,"@rsarille4 Jaja. A mi una médico deseo que me diera COVID, diciendo que era una enfermedadnmorta, por ende me deseo la muerte.",False,replied_to,"['enfermedadnmorta', 'covid', 'deseo', 'era', 'que', 'medico', 'diciendo', 'ende', 'la', 'diera', 'muerte', 'jaja', 'una', 'mi', 'por']"
fr,1466151027397308422,2021-11-26 21:03:39+00:00,"4/4 
La vaccination de masse ne parvient pas à arrêter les taux de transmission de Covid – étude - News 24 https://t.co/0bygOuYWRd via news24fr",False,replied_to,"['le', 'ne', 'covid', 'pa', 'etude', '4/4', 'transmission', 'la', 'de', 'arreter', 'parvient', 'news', '24', 'masse', 'vaccination', 'taux']"
es,1466151025610473482,2021-11-26 21:03:38+00:00,"El ciclo escolar de este año finalizó con graves secuelas para el área rural, una de las más afectadas por la pandemia de COVID-19 debido a la implementación de un modelo educativo virtual, televisivo e híbrido promovido por el ministerio de Educación.   https://t.co/QTWZwibfOe",False,,"['afectadas', 'pandemia', 'ma', 'televisivo', 'e', '19', 'escolar', 'la', 'este', 'debido', 'rural', 'educacion', 'virtual', 'implementacion', 'el', 'secuelas', 'ministerio', 'ano', 'con', 'graf', 'modelo', 'de', 'promovido', 'una', 'ciclo', 'por', 'finalizo', 'un', 'covid', 'area', 'la', 'hibrido', 'educativo', 'para']"
pl,1466151024905891856,2021-11-26 21:03:38+00:00,"""Covid game""
Czy covidianie są zadowoleni z przebiegu gry?
W ""Squid Game"" było do wygrania 45mld Wonów, to jakieś 150mln zł.

Wy zagraliście o hulajnogę i nie wiadomo, ile nią pojeździcie.

Przy 300mld długu, z nagrodami nie zaszaleli.😉 https://t.co/h1VG3ZBd4t",False,,"['czy', 'zadowoleni', '150mln', 'wy', 'zaszaleli', 'przy', 'game', 'hulajnoge', 'pojezdzicie', '300mld', 'zagraliscie', 'jakies', 'nie', 'zl', 'wonow', 'z', 'nagrodami', '?', 'squid', 'dlugu', 'wygrania', 'covidianie', 'bylo', 'sa', 'przebiegu', '45mld', 'ile', 'gry', 'covid', 'nia', 'w', 'wiadomo']"
fr,1466151024142471187,2021-11-26 21:03:38+00:00,"2/4 
Offrant une évaluation claire du fait que les personnes entièrement vaccinées deviennent de plus en plus la source de la transmission de Covid, l’étude a identifié une situation similaire au Royaume-Uni.",False,replied_to,"['en', 'deviennent', 'transmission', 'identifie', 'plus', 'claire', '2/4', 'similaire', 'vaccinee', 'au', 'situation', 'personnes', 'fait', 'source', 'de', ""l'etude"", 'entierement', 'offrant', 'le', 'covid', 'uni', 'une', 'du', 'que', 'la', 'evaluation', 'royaume']"
en,1466151024087998475,2021-11-26 21:03:38+00:00,@LadyJan73666972 @hopefulrmantic @Amy_Siskind Q: How do you reconcile me not getting a shot of medicine I dont trust and a doctor preventing a human from taking their first breath when vaxx stats clearly show that the vaccinated are as adept at spreading covid as the unvaxxed? You may be soulless!  A: You don't have a soul!,False,replied_to,"['soulless', 'trust', 'doctor', 'spreading', 'medicine', '!', 'preventing', 'breath', 'vaccinated', 'reconcile', 'human', 'vaxx', 'unvaxxed', 'q', 'siskind', '?', 'shot', 'clearly', 'stats', 'first', 'soul', 'taking', 'covid', 'show', 'adept', 'may', 'getting']"
en,1466151023366582274,2021-11-26 21:03:38+00:00,Covid panickers messing with my shekels trading https://t.co/Ql4kJQDzCv,False,,"['trading', 'covid', 'panickers', 'shekel', 'messing']"
en,1466151023131742208,2021-11-26 21:03:38+00:00,@TruAmericanGal1 The health authorities can’t possibly know which strain of Covid it is.,False,replied_to,"['covid', 'possibly', 'not', 'authority', 'strain', 'health', 'can', 'know']"
en,1466151022926041092,2021-11-26 21:03:38+00:00,$enzc down another 8%😂😂😂😂😂😂😂😂😂😂😂😂 but it’s the cure to hiv and covid?,False,,"['hiv', 'enzc', '8', 'covid', '?', '$', 'cure', 'another', '%']"
es,1466151021483368452,2021-11-26 21:03:37+00:00,"Aprovechando que es el día mundial de la lucha contra el VIH, OJALÁ exijan pruebas masivas a como hacen con el covid-19",False,,"['pruebas', 'masivas', '19', 'mundial', 'ojala', 'vih', 'el', 'con', 'exijan', 'de', 'e', 'covid', 'aprovechando', 'contra', 'dia', 'como', 'que', 'la', 'hacen', 'lucha']"
en,1466151020493479942,2021-11-26 21:03:37+00:00,Good for curing Covid cheep an don’t cost Billions https://t.co/Bm0Rs9RGQU,False,,"['cheep', 'covid', 'curing', 'billion', 'good', 'cost']"
en,1466151020363493379,2021-11-26 21:03:37+00:00,@vilareads I hope it’s not covid,False,replied_to,"['covid', 'hope']"
en,1466151020086665223,2021-11-26 21:03:37+00:00,"@NBC @ABC @CBS @CNN @MSNBC @CNBC @NY1 @SpectrumNewsDC @SpectrumNews1OH @SpectrumNews1TX @SpectrumNews1KY @FOX13News @SpectrumNews1WI @OfficeGovEthics @CREWcrew @DOJCrimDiv @DOJPH *Donald J. Trump Debated With Biden With COVID-19. Obviously, Trump, Negligence, Attempt Of Murder? https://t.co/ix7aZYPOgl",False,quoted,"['biden', 'covid', '?', '*', 'obviously', 'trump', 'negligence', 'j', 'attempt', '19', 'donald', 'debated', 'murder']"
en,1466151019532881924,2021-11-26 21:03:37+00:00,covid dropping its new album before blackpink https://t.co/u42PHe11cr,False,,"['covid', 'album', 'blackpink', 'dropping', 'new']"
en,1466151019239251969,2021-11-26 21:03:37+00:00,"@EveryAlbertan @PacificRaine Yeah my kids new pediatrician was super weird once we started talking about covid and started screwing with their mask non-stop pulled it under their nose, touching it....

It was a little weird.",False,replied_to,"['weird', 'stop', 'little', 'covid', 'nose', 'yeah', 'super', 'touching', 'mask', 'kid', 'started', 'pulled', 'screwing', 'talking', 'pediatrician', 'non', 'new']"
es,1466151017431588867,2021-11-26 21:03:36+00:00,"Merecido reconocimiento a las empresas que han colaborado de manera altruista con @aytoSalamanca en la lucha contra la pandemia de Covid-19.

#Salamanca es una ciudad muy noble. El espíritu solidario de los salmantinos, se ha impuesto a la incertidumbre, al miedo y a la división. https://t.co/Sa0pU5L0OG",False,,"['noble', 'pandemia', 'en', 'impuesto', '19', 'espiritu', 'altruista', 'la', 'han', 'muy', 'merecido', 'los', 'ha', 'solidario', 'ciudad', 'el', 'incertidumbre', 'con', 'colaborado', 'de', 'miedo', 'manera', 'una', 'salmantinos', 'se', 'al', 'reconocimiento', 'covid', 'e', 'contra', 'que', 'la', 'division', 'lucha', 'empresas']"
es,1466151016919965707,2021-11-26 21:03:36+00:00,@estendenciavzl A covid le gusta esas colas sabrosas..,False,replied_to,"['covid', 'gusta', 'esas', 'sabrosas', 'le', 'cola']"
en,1466151016651542529,2021-11-26 21:03:36+00:00,"@EmHockeydoc65  Forgot to mention to you that I didn’t allow anyone to come for Thanksgivingso it was just me and my parents. I would have never forgiven myself had my dad gotten Covid, esp since 1 member isn’t vaccinated. You were so thoughtful to have answered my ?’s. Tyvm!",False,,"['gotten', '!', '1', 'come', 'member', 'thanksgivingso', 'anyone', 'vaccinated', 'thoughtful', 'would', 'allow', 'esp', 'tyvm', '?', 'since', ""'s"", 'dad', 'never', 'covid', 'forgot', 'parent', 'mention', 'forgiven', 'answered']"
da,1466151015862915080,2021-11-26 21:03:36+00:00,@CheeseCasual176 @ThDanielsen @regeringDK Folk som ikke er vaccineret er også raske... at have Covid_19 pas og ikke blive tester er falsk tryghed..,False,replied_to,"['covid', 'blive', 'pa', 'tester', 'falsk', 'og', 'er', 'som', 'raske', '19', 'vaccineret', 'folk', 'tryghed', 'ikke', 'ogsa']"
en,1466151015565053955,2021-11-26 21:03:36+00:00,@gammelvindnz @KarinMary1 We as a family have had many covid tests. Son was a close contact at sushi place early in Delta. We have always had results back in under 24 hours. I've had one that was back in 3 hours.,False,replied_to,"['son', 'contact', 'sushi', 'close', 'test', 'one', 'hour', 'always', 'many', 'place', 'early', 'family', 'back', '24', 'result', 'covid', 'delta', '3', 'I']"
en,1466151015313547267,2021-11-26 21:03:36+00:00,"@HightoppsBSG For the record, they now definitely don’t feel fine. Even though I’m vaccinated and I tested negative as of yesterday, because I was in close contact with 2 of the individuals, I am working from home until I can get a second negative COVID test.",False,replied_to,"['fine', 'contact', 'definitely', 'home', 'test', 'close', '2', 'individual', 'feel', 'vaccinated', 'get', 'even', 'record', 'working', 'second', 'tested', 'covid', 'yesterday', 'negative', 'I', 'though']"
en,1466151014910902279,2021-11-26 21:03:36+00:00,@soverncomfort @Sjopinion10 It was all about Wyke last week until people found out he hadn’t been vaccinated but had covid itself.,False,replied_to,"['found', 'covid', 'vaccinated', 'people', 'wyke', 'week', 'last']"
en,1466151014298439687,2021-11-26 21:03:36+00:00,"As winter approaches, health officials say an uptick in flu cases is likely: https://t.co/uloGQOJ6EJ",False,,"['approach', 'winter', 'uptick', 'case', 'likely', 'flu', 'health', 'official', 'say']"
en,1466151013937815560,2021-11-26 21:03:36+00:00,"@wholelottakap @TomMUFC10 @StokeyyG2 @FootballlForAll God you are a special breed
Hopefully covid gets you",False,replied_to,"['covid', 'special', 'get', 'hopefully', 'god', 'breed']"
en,1466151013161783298,2021-11-26 21:03:35+00:00,"@GOPChairwoman Covid is contagious in the Rose garden if an infected person lies about it and then goes around spreading it.

How many did he infect that day? https://t.co/7CXfWLexga",False,replied_to,"['many', 'covid', '?', 'rose', 'go', 'contagious', 'day', 'garden', 'person', 'lie', 'spreading', 'around', 'infected', 'infect']"
en,1466151012855599105,2021-11-26 21:03:35+00:00,I walked down to a different pizza place to grab a lunch slice and it was so tasteless I thought I had Covid.,False,,"['place', 'covid', 'grab', 'slice', 'lunch', 'pizza', 'tasteless', 'different', 'thought', 'walked']"
en,1466151010905182208,2021-11-26 21:03:35+00:00,Trump may have exposed ‘hundreds’ to COVID-19 by hiding his positive test: CNN https://t.co/JUzb5c65Jt https://t.co/5JvM6eDH0n,False,,"[""'"", 'covid', 'test', 'cnn', 'hiding', 'trump', 'exposed', ""'hundreds"", '19', 'may', 'positive']"
en,1466151010871635975,2021-11-26 21:03:35+00:00,"@stephenjudkins This is coming from someone who spent maybe half of the first 6 months of lockdown waking up thinking ""wait, is this covid?"" before thinking ""eh, probably not"" later on that day.",False,replied_to,"['first', 'covid', 'thinking', 'half', '?', 'eh', 'probably', 'waking', '6', 'lockdown', 'later', 'day', 'spent', 'someone', 'month', 'wait', 'maybe', 'coming']"
en,1466151010452135942,2021-11-26 21:03:35+00:00,A Top Official Says the Fed Will ‘Grapple’ With a Faster Bond-Buying Taper - The New York Times: A Top Official Says the Fed Will ‘Grapple’ With a Faster Bond-Buying Taper  The New York Times https://t.co/BrsUMLMMMh https://t.co/6iBsUlgI3N,False,,"[""'"", 'say', 'bond', 'buying', 'york', 'top', 'time', ""'grapple"", 'faster', 'taper', 'fed', 'official', 'new']"
it,1466151009412124677,2021-11-26 21:03:35+00:00,@il_Parods Che minchione appeso che sei hahahahhahahah ma parli pure di covid?? Ma non rompere il cazzò dai fenomeno,False,replied_to,"['hahahahhahahah', 'appeso', 'che', 'covid', '?', 'rompere', 'minchione', 'di', 'parods', 'parli', 'il', 'pure', 'dai', 'sei', 'cazzo', 'fenomeno', 'non']"
en,1466151008271155201,2021-11-26 21:03:34+00:00,"@Eldermld1 Hey!! Thats where we got our Covid!!
We might be Genetically modified neighbors!",False,replied_to,"['covid', 'modified', 'hey', 'genetically', 'got', '!', 'neighbor', 'might']"
en,1466151007143006209,2021-11-26 21:03:34+00:00,Once again the scaremongering news media hyped up the Omicron Variant! There’s no data to suggest it’s any worse than any other COVID Virus that’s out there. The data doesn’t stack up so it’s time we learned to live with virus &amp; get on with our lives!,False,,"['worse', 'virus', 'time', 'medium', 'stack', '!', 'learned', 'variant', 'scaremongering', 'live', 'life', 'hyped', 'get', '&', 'data', 'suggest', 'news', 'omicron', 'covid', 'amp']"
en,1466151006782169092,2021-11-26 21:03:34+00:00,covid booster kicking my ass so stream is delayed until tomorrow :(,False,,"['covid', 'as', 'delayed', 'tomorrow', 'booster', '(', 'kicking', 'stream']"
en,1466151005800783881,2021-11-26 21:03:34+00:00,The west London hub airport moves to bolster confidence in flying ahead of the crucial Christmas season by separating arrivals from red list countries from the rest of the travelling public https://t.co/W9MCKDfGUN,False,,"['rest', 'christmas', 'hub', 'move', 'crucial', 'red', 'london', 'west', 'separating', 'flying', 'airport', 'list', 'travelling', 'season', 'ahead', 'public', 'country', 'bolster', 'arrival', 'confidence']"
el,1466151004974424067,2021-11-26 21:03:34+00:00,Δανία: Απόλυτο ρεκόρ κρουσμάτων Covid-19 https://t.co/uwJ7XgvAgx #businessnewsgr,False,,"['covid', 'dania', 'krousmaton', 'apoluto', 'rekor', '19']"
nl,1466151004899057667,2021-11-26 21:03:33+00:00,"@JoostNiemoller Dat heeft geen zin en is een schandelijk machtsmisbruik.

https://t.co/5yNnOyuDCV",False,replied_to,"['en', 'schandelijk', 'zin', 'dat', 'heeft', 'geen', 'machtsmisbruik', 'een']"
en,1466151004148158464,2021-11-26 21:03:33+00:00,1st US case of COVID omicron variant confirmed in California https://t.co/yAkt5SaQgO -Follow me more news,False,,"['u', 'california', 'confirmed', 'covid', 'variant', '1st', 'case', 'omicron']"
es,1466151003607212038,2021-11-26 21:03:33+00:00,"@Belatar8 @Kaiser_666999 @LuzDeLuz89 @marcospalestin0 @LuisRod49951330 @AgustinLaje La vacuna tiene efectos secundarios? Sí. Son muy infrecuentes? También. Todos los tratamientos los tienen? También. Ya te dije antes, incluso suponiendo reales esos 17000 muertos tras la vacuna, la COVID ha matado más de 10 millones de personas. Lo que hay que hacer, lógico, no?",False,replied_to,"['son', 'ante', 'esos', 'ma', 'ya', 'todos', 'dije', 'logico', 'real', 'matado', 'millones', '10', 'lo', 'tratamientos', 'tiene', 'muy', 'efectos', 'vacuna', 'los', 'secundarios', '?', 'te', 'tras', 'de', 'suponiendo', 'hacer', 'incluso', '17000', 'tambien', 'covid', 'persona', 'tienen', 'infrecuentes', 'que', 'la', 'muertos', '666999', 'no', 'ha', 'si', 'hay']"
fr,1466151003410026497,2021-11-26 21:03:33+00:00,"@laurentos_007 @LEXPRESS NON. Cette ""étude"" a été débunkée par de nombreux scientifiques et spécialistes. Une loi vient d'être votée pour reconnaître et prendre en charge le covid long, mais pas en psy. C'est le résultat de la circulation du virus que des gens comme vous favorisent.",False,replied_to,"['en', 'etude', 'ete', 'virus', 'loi', 'pour', 'non', 'par', 'debunkee', ""d'etre"", 'vous', 'scientifiques', 'votee', 'resultat', 'de', 'comme', 'circulation', 'charge', 'psy', 'mais', 'specialistes', 'vient', 'de', 'nombreux', 'le', 'long', '007', 'covid', 'cette', 'pa', 'prendre', ""c'est"", 'reconnaitre', 'favorisent', 'une', 'la', 'du', 'que', 'et', 'gen']"
en,1466151002495754241,2021-11-26 21:03:33+00:00,"@JuliaHB1 Julia, once again these are the questions that our MSM should be aiming at @BorisJohnson and the crew. Quite simply, of the £140k+ deaths of Covid in this country what percentage was classed as clinically overweight. Your show so your questions….🤷🏼‍♂️🤷🏼‍♂️🤷🏼‍♂️",False,replied_to,"['quite', 'aiming', 'covid', 'msm', 'country', 'classed', 'percentage', 'show', 'death', 'simply', 'overweight', 'julia', 'clinically', 'crew', 'PS140k+', 'question']"
en,1466151001283608578,2021-11-26 21:03:33+00:00,@backpackcrewnj &amp; VNA partnering to bring COVID vaccines to the community during  food pantry hours 12/13 3-7 PM https://t.co/d4f8XNLXEd,False,,"['pm', 'covid', 'pantry', 'food', '7', 'community', '12/13', '3', 'amp', 'partnering', 'bring', 'vaccine', 'hour', '&', 'vna']"
en,1466151000650436608,2021-11-26 21:03:32+00:00,"Dubai Properties Review: Sales on An Upswing, Despite Covid-19 https://t.co/pATWEcWuig",False,,"['property', 'covid', 'dubai', 'despite', 'upswing', '19', 'review', 'sale']"
en,1466151000105013260,2021-11-26 21:03:32+00:00,@PoliticsForAlI @Peston No risk of anyone catching Covid from Therese.,False,replied_to,"['covid', 'anyone', 'catching', 'therese', 'risk']"
en,1466151000071458827,2021-11-26 21:03:32+00:00,@JimmySardonic @actually_thor @DailyCaller How is that lol The boarder wasn't a major problem before Biden got put into place. Guess the illegals can't spread covid smh the stupidity of u people is beyond this galaxy,False,replied_to,"['biden', 'spread', 'stupidity', 'lol', 'beyond', 'not', 'galaxy', 'boarder', 'thor', 'smh', 'major', 'place', 'people', 'illegals', 'covid', 'problem', 'guess', 'can', 'got', 'put']"
en,1466150998796386304,2021-11-26 21:03:32+00:00,"@Tee__Young my coworker tested pos for covid, came in to the work meeting, brought brownies she had made which we all ate, and then secretly told our boss at the end of the meeting",False,replied_to,"['secretly', 'covid', 'made', 'work', 'brought', 'po', 'ate', 'end', 'came', 'told', 'tested', 'bos', 'brownie', 'coworker', 'young', 'meeting']"
en,1466150997210898437,2021-11-26 21:03:32+00:00,"2/2 
3. The Deficit of inequality and poverty has been highlighted through covid and has highlighted  digital poverty. It has also introduced  thinking on what new ways of working will look like in a pandemic I.e. walking visits 

@Farrahkhan152 @sharondaveo @SiobhanMaclean",False,replied_to,"['inequality', 'look', 'e', 'introduced', 'walking', 'new', 'poverty', 'thinking', 'also', 'visit', 'way', 'deficit', 'like', 'highlighted', '2/2', 'working', 'covid', '3', 'digital', 'pandemic']"
en,1466150997022097411,2021-11-26 21:03:32+00:00,@nytimes Why are we traveling to South Africa when Covid is still a thing?,False,replied_to,"['covid', 'africa', '?', 'thing', 'still', 'traveling', 'south']"
en,1466150996497764352,2021-11-26 21:03:31+00:00,"For the record...

Anyone that dies of covid after today due to being unvaccinated had a choice and picked death.",False,,"['dy', 'record', 'today', 'covid', 'anyone', 'picked', 'due', 'choice', 'death', 'unvaccinated']"
en,1466150995864559618,2021-11-26 21:03:31+00:00,"Severe Covid infection doubles chances of dying in following year, study finds 😢https://t.co/Zuea7AKurL",False,,"['covid', 'chance', 'double', 'study', 'find', 'following', 'severe', 'dying', 'year', 'infection']"
en,1466150995549995019,2021-11-26 21:03:31+00:00,Why TF is everyone so shocked about the spraytanned cheeto being positive for Covid before he told anyone!??! Did he not repeatedly demonstrate that he doesn't give a flying fuck about anyone or anything except himself?? Did you all really miss those demonstrations?? Really??,False,,"['give', '!', 'tf', 'anyone', 'shocked', 'everyone', 'except', 'demonstrate', 'really', 'positive', '?', 'flying', 'told', 'demonstration', 'miss', 'spraytanned', 'cheeto', 'covid', 'himself', 'fuck', 'repeatedly', 'anything']"
it,1466150995122085897,2021-11-26 21:03:31+00:00,"Sono 28.533 le persone che hanno ricevuto il vaccino contro il Covid comunicate oggi all’Unità di Crisi della Regione Piemonte (dato delle ore 18). A 1.641 è stata somministrata la seconda dose, a 24.214la terza dose.
Dall’inizio  #AAHOME

https://t.co/h3J3XX4eUu https://t.co/qifTihfwmU",False,,"[""dall'inizio"", '214la', 'e', 'sono', 'regione', 'della', 'stata', '28', '1', 'persone', 'che', ""all'unita"", 'vaccino', 'oggi', '(', 'comunicate', 'ore', '18', 'delle', 'crisi', 'dato', 'dose', 'piemonte', ')', 'il', 'hanno', '24', '533', 'le', 'seconda', 'contro', 'covid', 'terza', 'di', 'la', '641', 'ricevuto', 'somministrata']"
en,1466150994711126020,2021-11-26 21:03:31+00:00,"Bloomberg announces $750 million to expand charter schools in 20 metro areas. Which cities? NYC is mentioned, but otherwise, a spokesperson tells me, ""The specific metro areas are being determined now."" https://t.co/HCYZ0Wjo0J",False,,"['750', 'metro', 'million', '20', 'area', 'mentioned', 'spokesperson', 'determined', '?', '$', 'city', 'otherwise', 'bloomberg', 'nyc', 'specific', 'charter', 'school', 'tell', 'announces', 'expand']"
en,1466150994560098316,2021-11-26 21:03:31+00:00,"I stand with @WTA! Thank you for standing up for #PengShuai and women. 

The United States and all UN nations should #BoycottOlympics based on the human rights abuses, lies about covid, and for Tawain. 

It shouldn't be aboht the money, but is. 

Fuck the Olympics, IOC, &amp; greed.",False,,"['money', 'ioc', 'lie', '!', 'stand', 'based', 'standing', 'aboht', 'woman', 'human', 'right', '&', 'state', 'un', 'covid', 'olympics', 'greed', 'nation', 'tawain', 'fuck', 'amp', 'thank', 'abuse', 'united']"
en,1466150993960353797,2021-11-26 21:03:31+00:00,"@denise_dewald @anna_masnou Vax isn't stop transmission.. learn ur info correctly.. 
as someone in the field u should know this fast made Vax isnt properly tested tech only speeds up communication &amp; production anything w/ tech aspects ur body has no tech aspect..u should also know https://t.co/qjjHmrJEwi",False,replied_to,"['stop', 'fast', 'production', 'transmission', 'properly', 'tech', 'someone', 'vax', 'also', 'w/', 'aspect', 'masnou', 'aspect', '&', 'learn', 'speed', 'correctly', 'tested', 'ur', 'made', 'info', 'communication', 'dewald', 'amp', 'know', 'anything', 'body', 'field']"
en,1466150993729626121,2021-11-26 21:03:31+00:00,"This morning on Bloomberg:

Harvard Scientist (that's how they id'd her) and host laughing over the ridiculous theory that the new COVID strain that 'some' say was created by Africa to help Biden! They were laughing about such a ridiculous idea (which I haven't heard).",False,,"['biden', 'africa', ""'d"", 'help', 'laughing', '!', 'ridiculous', 'host', 'new', ""'"", '(', 'id', 'heard', 'her', 'theory', 'harvard', 'which', ')', 'say', 'created', 'morning', 'idea', 'bloomberg', 'covid', 'that', 'strain', 'scientist', ""'some""]"
en,1466150991301120005,2021-11-26 21:03:30+00:00,"Gov. Gavin Newsom on Wednesday called for Californians to get vaccinated against COVID-19 or a booster shot, saying people shouldn't panic after the nation's first case of the omicron variant was detected in the state. https://t.co/7bXcRZ2vH2",False,,"['panic', 'newsom', '19', 'gov', 'detected', 'variant', 'saying', 'vaccinated', 'nation', 'get', 'californian', 'state', 'shot', 'people', ""'s"", 'omicron', 'gavin', 'first', 'covid', 'booster', 'called', 'case', 'wednesday']"
en,1466150990835560449,2021-11-26 21:03:30+00:00,"Also seems to be that the staff who’ve gone above and beyond to support kids and families aren’t viewed as being human beings. Some of us at risk, have family at risk and also would like to spend Christmas Covid free.",False,replied_to,"['staff', 'christmas', 'beyond', 'also', 'spend', 'being', 'human', 'kid', 'would', 'like', 'viewed', 'family', 'gone', 'family', 'seems', 'free', 'risk', 'covid', 'support', 'u']"
en,1466150989656907778,2021-11-26 21:03:30+00:00,"@jordan120 @DrAseemMalhotra Looks as if 'being fit' means your heart is not just larger BUT DIFFERENTLY CONFIGURED. It appears ACE2 receptors (targeted by spike protein) are part of the change. Further, male and female hearts respond differently to exercise. ENTER COVID 19. 
Fauci's cave-goblins did good.",False,replied_to,"['differently', 'goblin', 'good', '19', 'configured', 'heart', 'fauci', 'female', ""'"", 'change', 'respond', '(', 'part', 'heart', 'targeted', 'protein', 'exercise', ')', 'enter', 'appears', 'spike', ""'s"", ""'being"", 'covid', 'mean', 'cave', 'ace2', 'male', 'larger', 'fit', 'receptor', 'look']"
en,1466150989514391567,2021-11-26 21:03:30+00:00,Completely understand it’s a big shame but wouldn’t it also be a shame for the kids at risk of serious illness if they catch covid were to end up in hospital.,False,replied_to,"['covid', 'big', 'also', 'serious', 'illness', 'catch', 'end', 'completely', 'kid', 'would', 'shame', 'hospital', 'understand', 'risk']"
en,1466150989438795792,2021-11-26 21:03:30+00:00,@CJ5Rippin @Annakhait @lsferguson More Than 50% of ALL Vaccine Adverse Reactions Reported for Past 30+ Years Have Occurred in Past 11 Months Following COVID-19 Shots https://t.co/WSMibK26dz,False,replied_to,"['covid', 'past', 'year', '11', '%', 'reaction', 'reported', 'shot', 'following', '19', 'adverse', '50', 'month', 'vaccine', 'occurred', '30+']"
