lang,tweet_id,possibly_sensitive,created_at,text,type,clean_tweet
en,1466154975386644486,False,2021-11-28 21:19:20+00:00,Now kids age 5 and up can help build a community of immunity by getting the COVID-19 and flu vaccine at the same appointment.,,"['kid', 'community', 'covid', 'appointment', 'immunity', 'flu', '5', 'help', 'age', 'vaccine', 'getting', '19', 'build']"
es,1466154974631628807,False,2021-11-28 21:19:20+00:00,"🤝El gobierno busca cerrar el acuerdo con el FMI
📈Vuelven a subir los casos de Covid-19
💸Otro tarifazo del gobierno de Larreta

#EnResumen, estas son las tres noticias más destacada del miércoles. https://t.co/aksApQ1Vnc",,"['covid', 'subir', 'son', 'vuelven', 'el', 'tarifazo', 'estas', 'cerrar', 'acuerdo', 'fmi', 'busca', 'noticias', 'casos', 'ma', 'miercoles', 'otro', 'con', 'los', 'de', 'destacada', 'la', 'del', 'tres', '19', 'larreta', 'gobierno']"
en,1466154973696253952,False,2021-11-28 21:19:20+00:00,@gcgiagio o covid,replied_to,['covid']
en,1466154973524287493,False,2021-11-28 21:19:20+00:00,@GOP Trump tested positive for Covid-19 ahead of 2020 debate,replied_to,"['debate', 'covid', 'positive', 'ahead', '19', 'trump', '2020', 'tested']"
en,1466154973092327432,False,2021-11-28 21:19:20+00:00,"@TimesLIVE We have noticed how COVID-19 has relying effects to family lives and young people that relied on grants and turning 18 of age that will be kicked out by the system will be left behind and poor expected to adhere till 2030 agenda to end AIDS,will it be possible?",replied_to,"['covid', 'aid', 'possible', 'system', 'till', '2030', 'behind', 'effect', '?', 'adhere', 'relying', 'agenda', 'left', 'people', 'end', 'poor', 'kicked', '18', 'young', 'expected', 'noticed', 'life', 'turning', 'relied', 'age', 'grant', '19', 'family']"
en,1466154971687178240,False,2021-11-28 21:19:19+00:00,"https://t.co/Ey8VD89aCr
Ghostship cover up from British media https://t.co/JUHmeo44zI",,"['medium', 'british', 'cover', 'ghostship']"
en,1466154971334803458,False,2021-11-28 21:19:19+00:00,"Why are we still listening to this incompetent, sadistic bureaucrat? His entire career has been one of failed vaccines - Covid, AZT, Swine flu, etc. https://t.co/OWdMs3S13N",quoted,"['career', 'vaccine', 'covid', 'one', 'etc', 'azt', 'sadistic', 'bureaucrat', 'still', '?', 'failed', 'swine', 'flu', 'incompetent', 'entire', 'listening']"
en,1466154970370220041,False,2021-11-28 21:19:19+00:00,@caslernoel And wanted Joe Biden to get Covid.,replied_to,"['covid', 'get', 'biden', 'wanted', 'joe']"
es,1466154970009554947,False,2021-11-28 21:19:19+00:00,"Niños asmáticos, con mayor riesgo ante #Covid19: estudio https://t.co/M3mXKTrXMS https://t.co/Bw8mGRouqQ",,"['estudio', 'con', 'asmaticos', 'riesgo', 'ninos', 'ante', 'mayor']"
fr,1466154969720135690,False,2021-11-28 21:19:19+00:00,@gira_michel @GielleAgaric @EricMassaud @BFMTV Je n’ai pas du tout du tout du tout envie de me faire vacciner ! J’ai eu le covid en janvier et si je me fais vacciner (Hypothèse) pas de créneau avant janvier pour une première et seule dose . J’aurais un pass ou je devrais attendre 6 mois pour en avoir un lors de ma 2 eme dose?,replied_to,"['creneau', 'covid', 'eme', 'faire', 'premiere', 'attendre', '?', 'fais', 'pas', 'je', 'pour', '2', 'si', ""j'aurais"", ""n'ai"", 'seule', 'un', 'mois', 'dose', 'janvier', 'et', 'ou', 'avoir', '!', 'avant', 'une', 'devrais', 'michel', 'tout', 'pa', 'vacciner', 'eu', 'du', ""j'ai"", 'de', 'le', 'en', 'hypothese', ')', '(', 'envie', '6', 'lors']"
fr,1466154969049014281,False,2021-11-28 21:19:19+00:00,Ah les cons et ça dit savoir gérer la vaccination ...  https://t.co/Lesw9CGE9V,,"['le', 'con', 'dit', 'ca', 'ah', 'la', 'vaccination', 'et', 'gerer', 'savoir']"
en,1466154968906412037,False,2021-11-28 21:19:19+00:00,"@PPD3066 @ananavarro @CNN @ABC @nytimes @washingtonpost @MSNBC @CBSNews @FoxNews @CNBC @Reuters @ABC6 @CBSPhilly @NBCPhiladelphia @TelemundoNews @FOX29philly @69News @phl17 Biden has destroyed America with one disaster after another. Clueless Biden is being dragged around like a puppet while his Administration has destroyed Covid, Border, Inflation, Gas Prices, Violent Crime, China, Christmas &amp; Afghanistan.

@potus @BBCWorld @nypost @foxnews @axios",replied_to,"['christmas', 'covid', '&', 'america', 'administration', 'border', 'like', 'one', 'crime', 'china', 'inflation', 'gas', 'amp', 'dragged', 'another', 'clueless', 'disaster', 'biden', 'around', 'afghanistan', 'destroyed', 'violent', 'price', 'puppet']"
en,1466154968545701888,False,2021-11-28 21:19:19+00:00,@newsmax i worked 40 years and paid taxes now that I can't work i have been turned down for the last 7 years nothing no help at all .. now covid has stopped any chance,replied_to,"['year', 'nothing', 'covid', 'last', 'worked', 'help', 'not', 'work', 'turned', '7', 'stopped', 'chance', 'paid', 'tax', '40', 'can']"
es,1466154967098658826,False,2021-11-28 21:19:18+00:00,@MaringCR @PececilloVerde @A_n_d_r_e_a_SC @MarMoRalesCR21 @soypandoracr Nel. Tambien se obtiene con prueba negativa. Y la diferencia es que allí SÍ lo dan rápido. Acá estamos jugando de primer mundo sin la capacidad de primer mundo. https://t.co/q8uCcDm5xX,replied_to,"['dan', 'que', 'e', 'negativa', 'primer', 'jugando', 'sin', 'mundo', 'si', 'prueba', 'rapido', 'r', 'n', 'se', 'aca', 'capacidad', 'la', 'tambien', 'lo', 'alli', 'nel', 'obtiene', 'con', 'sc', 'estamos', 'de', 'diferencia', 'e']"
en,1466154967002238985,False,2021-11-28 21:19:18+00:00,@Thommo_12 Come on mate 😭 folk no have heart attacks before covid?? 😂😂😂,replied_to,"['covid', 'come', 'mate', 'heart', 'attack', '12', '?', 'folk']"
es,1466154965412556803,False,2021-11-28 21:19:18+00:00,"(Hilo 1/2) 📖 ¿Cuáles fueron los cambios positivos de la pandemia en el sector? Se los contamos en el artículo ""El panorama de la Universidad colombiana (post) - Covid"" https://t.co/XPlwsOHzVp",,"['covid', 'cambios', '?', 'el', 'contamos', 'post', 'panorama', 'pandemia', 'se', 'positivos', 'la', 'universidad', 'los', '1/2', 'fueron', 'de', 'cuales', 'hilo', 'en', 'articulo', 'colombiana', ')', '(', 'sector']"
en,1466154964884115457,False,2021-11-28 21:19:18+00:00,"Why are people being denied life saving treatment because of Covid? Surely they WILL die of their illness, whereas there’s only a chance of them catching Covid?! Why did the first, second and third set of lockdown/restrictions not stop this? Why are the borders open? Why don’t we",replied_to,"['third', 'covid', 'life', '?', 'open', 'die', 'whereas', 'people', 'catching', 'denied', 'treatment', 'this', 'chance', 'surely', 'illness', 'border', 'saving', '!', 'set', 'second', 'first', 'stop', 'lockdown/restrictions']"
en,1466154964145913866,False,2021-11-28 21:19:17+00:00,"@NickFerrariLBC I agree Richard, Nick clearly has no concern whatsoever about Covid 19. Or he'd have worked on getting healthier. Or maybe this is him after eating better and working out if so well done but you have a long way to go.",replied_to,"['covid', 'clearly', 'worked', 'richard', 'eating', 'go', 'agree', 'concern', 'way', 'healthier', 'getting', 'whatsoever', 'done', 'nick', 'maybe', 'long', 'better', 'working', 'would', '19', 'well']"
en,1466154963038523393,False,2021-11-28 21:19:17+00:00,@naathan_chen @ABC I know doctors that want more data to make a decision. You will be surprised how many are not  vaccinated. Long term effects are unknown. Natural immunity is more effective against the covid then the vaccine against any variant.,replied_to,"['covid', 'effect', 'effective', 'chen', 'term', 'make', 'vaccinated', 'natural', 'many', 'unknown', 'immunity', 'doctor', 'variant', 'vaccine', 'decision', 'want', 'surprised', 'long', 'data', 'know']"
en,1466154962484973572,False,2021-11-28 21:19:17+00:00,"@cjonson To clarify, our tests can detect COVID-19 (even if you have the Omicron variant) but do not identify which specific variant you are infected with. For more information, we’d recommend connecting with your physician (2/2).",replied_to,"['infected', 'covid', 'specific', 'even', 'physician', 'information', 'omicron', 'test', 'variant', 'clarify', 'identify', 'connecting', '2/2', ')', 'recommend', 'would', '19', '(', 'detect']"
en,1466154962405273607,False,2021-11-28 21:19:17+00:00,@Sjopinion10 Everyone I know put on loads of weight on during covid bad drinking and eating habits rose plus working from home isn’t helping everyone 2000-15000 steps lost. Question the experts but don’t feed the conspiracy nut jobs on Twitter,replied_to,"['put', 'load', 'covid', '15000', 'bad', 'habit', 'conspiracy', 'eating', 'nut', 'twitter', 'step', 'everyone', 'home', 'weight', 'helping', 'feed', 'plus', 'job', 'rose', 'expert', 'drinking', 'working', '2000', 'question', 'lost', 'know']"
en,1466154962069639176,False,2021-11-28 21:19:17+00:00,PolitiFact - There’s no proof COVID-19 vaccines are causing healthy athletes to collapse https://t.co/z3kb5Y1H6k,,"['vaccine', 'covid', 'politifact', 'causing', 'collapse', 'athlete', '19', 'proof', 'healthy']"
en,1466154961587347458,False,2021-11-28 21:19:17+00:00,a single case of Covid in Calif and the blue state Governors already back to talking shutdowns and restrictions . NYS governor has put a halt to elective surgeries . Just the start . Florida is running out of space from all the Blue State refugees,,"['put', 'covid', 'talking', 'running', 'already', 'refugee', 'space', 'state', 'start', 'single', 'restriction', 'ny', 'florida', 'elective', 'shutdown', 'halt', 'case', 'governor', 'surgery', 'back', 'calif', 'blue', 'governor']"
en,1466154961469947905,False,2021-11-28 21:19:17+00:00,"I know some of you won’t agree, &amp; that’s perfectly fine, but I can’t help looking at some of the Covid rules &amp; wondering how it makes sense. Repeating the same actions expecting different results doesn’t add up. Politicians carrying on regardless while telling us to stop,",,"['rule', 'covid', '&', 'result', 'sense', 'different', 'carrying', 'agree', 'action', 'amp', 'make', 'can', 'fine', 'politician', 'wondering', 'expecting', 'help', 'looking', 'repeating', 'regardless', 'perfectly', 'not', 'stop', 'telling', 'add', 'u', 'know']"
fr,1466154961151139843,False,2021-11-28 21:19:17+00:00,@Krieger66362259 Écoutez ça https://t.co/GlOscbZWjT,replied_to,"['ca', 'ecoutez']"
en,1466154961100759050,False,2021-11-28 21:19:17+00:00,"Stop acting like former colonisers, Ramaphosa tells African countries that imposed travel bans over Omicron Covid strain. https://t.co/1LXgiwpWwg",,"['country', 'covid', 'former', 'ramaphosa', 'imposed', 'acting', 'strain', 'african', 'stop', 'travel', 'omicron', 'ban', 'coloniser', 'tell', 'like']"
pl,1466154960958246924,False,2021-11-28 21:19:17+00:00,@Gorszysort5 @Leon_Sobolevsky @KapenGenezyp W dupie to mam. Covid już poszedł w piz.... Pozostał brak powonienia od m-cy. Żyje. Bez maski bez igły. Niewolnicy... 😁. Dobranoc. https://t.co/IwnYyc7o1E,replied_to,"['covid', 'cy', 'dobranoc', 'niewolnicy', 'sobolevsky', 'bez', 'dupie', 'poszedl', 'piz', 'zyje', 'brak', 'powonienia', 'juz', 'igly', 'pozostal', 'w', 'od', 'maski', 'mam']"
en,1466154960668827657,False,2021-11-28 21:19:17+00:00,"Biden’s talking point is to save the “vaccinated” from the “unvaccinated”.

Just bc one is unvaxxed, it doesn’t mean they have Covid . And if they don’t have Covid, how do they infect the vaccinated???

NBA doesn’t allow unvax to play for that reason. But Lebron is ok.",,"['play', 'covid', 'bc', '?', 'talking', 'unvax', 'nba', 'vaccinated', 'one', 'mean', 'save', 'point', ""'s"", 'biden', 'allow', 'unvaxxed', 'infect', 'ok', 'reason', 'unvaccinated', 'lebron']"
en,1466154960475754496,False,2021-11-28 21:19:17+00:00,"@JenniferJAngeli Well, Fisman openly contradicted Dr. Henry's bizarre declaration yesterday that Covid is ""endemic"" in BC. He did talk about other provs more than I'd have liked, but I think it was clear he was including BC in provinces handling Covid badly. Also: https://t.co/9ERikXI6m3 https://t.co/MgXYIoNOI0",quoted,"['covid', 'bc', 'also', 'liked', 'badly', 'openly', 'dr', 'fisman', 'handling', 'province', 'declaration', 'contradicted', ""'s"", 'talk', 'yesterday', 'think', 'I', 'would', 'well', 'henry', 'endemic', 'including', 'bizarre', 'provs', 'clear']"
nl,1466154959301398533,False,2021-11-28 21:19:16+00:00,@HZwartemeer W.E. gaat zoals wel vaker de fout in. Ook als vervoerder in de EU moet je voldoen aan de juiste vergunningen.  Ik denk echter dat Pols gebruik gaat maken van zijn oude netwerk om het voor elkaar te krijgen... https://t.co/bNIlqJnePf,replied_to,"['maken', 'vergunningen', 'het', 'gaat', 'e', 'je', 'om', 'zijn', 'al', 'krijgen', 'ik', 'dat', 'elkaar', 'fout', 'pol', 'wel', 'oude', 'te', 'zoals', 'netwerk', 'gebruik', 'vervoerder', 'voldoen', 'denk', 'juiste', 'vaker', 'eu', 'ook', 'de', 'aan', 'w', 'van', 'echter', 'moet', 'voor']"
en,1466154958064082946,False,2021-11-28 21:19:16+00:00,@ggreenwald Fauci personally tortured the animals like a bond villain. I heard he wears coats made from the skins of puppies  that he personally and directly abuses for sport. He wears the coats whilst he creates new Covid variants in his lab.,replied_to,"['covid', 'coat', 'lab', 'personally', 'bond', 'heard', 'puppy', 'new', 'directly', 'like', 'villain', 'wear', 'sport', 'animal', 'skin', 'abuse', 'creates', 'fauci', 'whilst', 'variant', 'tortured', 'made']"
pt,1466154956512284675,False,2021-11-28 21:19:16+00:00,"Alguns cientistas acreditam que a Ômicron poderia, na verdade, ser uma versão mais branda da Covid que a equipararia a uma gripe comum – bastante transmissível, mas não tão letal. Isso, no entanto, é apenas uma hipótese, pois ainda há poucas informações. https://t.co/k209BG2o3z",,"['alguns', 'covid', 'cientistas', 'letal', 'poi', 'que', 'uma', 'isso', 'e', 'ha', 'mais', 'comum', 'transmissivel', 'gripe', 'branda', 'versao', 'poucas', 'informacoes', 'omicron', 'ainda', 'ma', 'tao', 'da', 'nao', 'hipotese', 'acreditam', 'poderia', 'equipararia', 'na', 'verdade', 'apenas', 'bastante', 'entanto', 'ser']"
en,1466154956419788800,False,2021-11-28 21:19:16+00:00,"i got a really bad case of covid early on and i spent two months quarantined from anyone in my house, face down on the floor blasting sad music https://t.co/bEkzBV2Xh7",quoted,"['really', 'case', 'floor', 'covid', 'blasting', 'bad', 'sad', 'two', 'month', 'face', 'got', 'early', 'quarantined', 'anyone', 'music', 'spent', 'house']"
en,1466154955312664580,False,2021-11-28 21:19:15+00:00,"The Curious Case of Dr. Andreas Noack
EMC2 Newsletter  
https://t.co/yhMI1sJ4th
|#austria #COVID_19 #DATA #graphene #Materials #Microbe #raid #SARS_CoV_2 #treatment #Whistleblower #Whistleblowing https://t.co/0CEXjfscaG",quoted,"['case', 'curious', 'cov', '|', 'newsletter', 'noack', 'dr', 'andreas', '19', '2', 'emc2']"
en,1466154955199467520,False,2021-11-28 21:19:15+00:00,"@freedom9230 @HenryFordNews And it turns out one of them was GOP canvasser William Hartmann, intubated at Henry Ford Wyandotte. https://t.co/yIlRiCUn91 He was intubated since Nov 6 according to Metro Times https://t.co/mP8r25iYd6 Hartmann passed away Nov 30",replied_to,"['ford', 'hartmann', 'one', 'intubated', 'turn', 'wyandotte', 'canvasser', 'william', 'henry', 'gop']"
en,1466154954905853952,False,2021-11-28 21:19:15+00:00,"Covid isn’t as novel and huge swaths of the population don’t buy it anymore, so I don’t think it will be as severe or long, but who knows",replied_to,"['think', 'covid', 'population', 'anymore', 'swath', 'huge', 'buy', 'long', 'severe', 'novel', 'know']"
en,1466154954528337923,False,2021-11-28 21:19:15+00:00,Israeli doctor believes he caught Omicron Covid variant in London on 23 November https://t.co/KdhQpLyhvo,,"['caught', 'covid', 'belief', 'london', 'variant', '23', 'omicron', 'israeli', 'november', 'doctor']"
es,1466154954154864643,False,2021-11-28 21:19:15+00:00,"Compartimos puntos móviles de vacunación #Covid_19 para Copiapó y Vallenar mañana jueves 2 de diciembre. 

#YoMeVacuno✌️ https://t.co/kRcXmnhvA3",,"['manana', 'de', '2', 'vallenar', 'diciembre', 'puntos', '19', 'copiapo', 'para', 'jueves', 'compartimos', 'vacunacion', 'moviles']"
en,1466154954117287943,False,2021-11-28 21:19:15+00:00,@nichildcom @Education_NI @Ed_Authority @NEU_NIreland @UTU_edu @INTO_NI @NAHTNInews @GTCNI @robbeorn @jmarkb1971 We are in this situation because teachers and support staff are catching Covid. Until a serious effort is made to stop the spread of Covid more students will be sent home. At all costs this has to be the first priority.,replied_to,"['covid', 'serious', 'student', 'nireland', 'catching', 'sent', 'authority', 'home', 'staff', 'teacher', 'priority', 'spread', 'effort', 'cost', 'first', 'edu', 'support', 'stop', 'ni', 'situation', 'made']"
en,1466154953576230923,False,2021-11-28 21:19:15+00:00,"@Tsal677705983 @JohnCleese Won't make a blind bit of difference, the vaccine does fuck all for a virus that is fuck all danger.  We're lucky that covid isn't deadly, aren't we?",replied_to,"['covid', 'virus', 'lucky', 'danger', 'deadly', 'fuck', 'blind', '?', 'vaccine', 'difference', 'bit', 'we', 'make']"
en,1466154953089728513,False,2021-11-28 21:19:15+00:00,"@davidkeay5 @ShareZone5 I just wish people would see through all this rubbish now, as a severe covid sufferer last year I now know why it was created to see exactly what is unfolding now. Total control with an agenda affixed, how else could they pull this stunt off !",replied_to,"['covid', 'exactly', 'agenda', 'people', 'could', 'severe', 'know', 'else', 'unfolding', 'affixed', 'last', '!', 'wish', 'see', 'pull', 'year', 'rubbish', 'created', 'would', 'sufferer', 'total', 'stunt', 'control']"
en,1466154951852408840,False,2021-11-28 21:19:15+00:00,"….dawg a ton of NBA folks are poppin for COVID.

It’s gotta be the travel…and everyone is flying everywhere.

I’m about hunker down.",,"['ton', 'covid', 'poppin', 'everyone', 'I', 'everywhere', 'travel', 'got', 'folk', 'nba', 'hunker', 'dawg', 'flying']"
en,1466154951026032646,False,2021-11-28 21:19:14+00:00,"@ryanstruyk Isn't omicron like, not even as bad as regular ass covid?",replied_to,"['as', 'covid', 'bad', '?', 'even', 'regular', 'omicron', 'like']"
fr,1466154949788766212,False,2021-11-28 21:19:14+00:00,g fais un test COVID jsuis négatif g trop la mort demain 8h jss au taf ptn de MERDE,,"['covid', 'jsuis', 'de', 'mort', 'ptn', 'test', 'un', 'merde', 'la', 'taf', 'fais', 'trop', 'g', 'demain', '8h', 'j', 'negatif', 'au']"
pl,1466154948501069834,False,2021-11-28 21:19:14+00:00,"@ArturXYZA @PolsatNewsPL @BeataKempa_MEP @a_niedzielski @MorawieckiM Z tego, że cię szczepionka nie chronią przed COVIDEM tak jak zaszczepienie przeciwko grypie. Umieralność wynika z braku leczenia. 

Co robisz jak przypuszczasz,że masz covid?
Czekasz na test?
Czekasz na wynik?
I na co jeszcze czekasz?
Na e poradę.
Czekasz na jakieś lekarstwo?",replied_to,"['masz', 'covid', 'jak', 'chronia', 'wynik', 'grypie', 'robisz', 'umieralnosc', '?', 'covidem', 'e', 'zaszczepienie', 'jakies', 'przypuszczasz', 'co', 'test', 'tak', 'czekasz', 'przed', 'przeciwko', 'nie', 'braku', 'jeszcze', 'z', 'niedzielski', 'tego', 'leczenia', 'wynika', 'lekarstwo', 'ze', 'porade', 'cie', 'na', 'mep', 'szczepionka']"
en,1466154947624505345,False,2021-11-28 21:19:14+00:00,@GeorgePapa19 They are now trying to up their game in smearing Trump for Covid as Biden knows he has been worse.,replied_to,"['covid', 'smearing', 'game', 'trying', 'biden', 'worse', 'know', 'trump']"
en,1466154946982821900,False,2021-11-28 21:19:13+00:00,@WS2008 @graciefacelove I don’t believe you!! How are you people ok with that? They’re more likely to catch Covid if they’re freezing all day!!,replied_to,"['covid', 'day', 'freezing', '!', 'likely', '?', 'catch', 'believe', 'you', 'ok', 'that', 'people']"
en,1466154944449421319,False,2021-11-28 21:19:13+00:00,"@kylenabecker We shall see.

Every prediction about Covid to date has been wrong so...",replied_to,"['covid', 'shall', 'prediction', 'every', 'see', 'date', 'wrong']"
es,1466154944201904139,False,2021-11-28 21:19:13+00:00,"@Tachota1 El COVID, cayo o llego al peor cuerpo, se jodio el COVID. Muerte al COVID. https://t.co/ZTSsCH9Yoi",replied_to,"['peor', 'covid', 'se', 'muerte', 'el', 'al', 'cuerpo', 'cayo', 'llego', 'jodio']"
en,1466154943979556866,False,2021-11-28 21:19:13+00:00,"'The former president was suggesting people inject bleach': Psaki smacks down Doocy over COVID deaths https://t.co/TXqqs3H8oV
POS Doocy
You work for the network that has had a hand in those deaths
Maybe Psaki should mention that",,"['covid', ""'the"", 'death', 'people', 'former', 'hand', ""'"", 'mention', 'suggesting', 'smack', 'inject', 'network', 'doocy', 'bleach', 'maybe', 'psaki', 'po', 'work', 'president']"
en,1466154943803392002,False,2021-11-28 21:19:13+00:00,@TimRunsHisMouth COVID...,replied_to,['covid']
pt,1466154943392403456,False,2021-11-28 21:19:13+00:00,"França exige teste negativo de Covid para viajantes de fora da União Europeia, mesmo vacinados https://t.co/lFdChWO4wm",,"['teste', 'vacinados', 'covid', 'viajantes', 'de', 'uniao', 'da', 'mesmo', 'negativo', 'franca', 'para', 'europeia', 'exige', 'forum']"
en,1466154943308607490,False,2021-11-28 21:19:12+00:00,@Homeoffree61 You  can get covid while fully vaccinated.  You are less likely to get it and you are less Miley to get extremely sick.  Just like everything in medicine.  There are no absolutes.  It’s about reduction of risk.,replied_to,"['covid', 'vaccinated', 'miley', 'sick', 'medicine', 'likely', 'everything', 'get', 'absolute', 'fully', 'extremely', 'reduction', 'risk', 'le', 'like']"
en,1466154942679457797,False,2021-11-28 21:19:12+00:00,@Favelao1973 @izzjarq @NBCNews You keep posting this random shit with no context. You are dumb as shit. https://t.co/229h674gWP,replied_to,"['keep', 'shit', 'context', 'dumb', 'posting', 'random']"
en,1466154942528380930,False,2021-11-28 21:19:12+00:00,"Collaboration powers innovation: 💡

SAP and T-Systems have partnered to develop the infrastructure for the EU digital COVID-19 certificate to make travel safe &amp; easy. 

This @SAPNews article provides more detail https://t.co/Q4ROpC7WAL #publicsector https://t.co/lIjumGj7r5",,"['collaboration', 'covid', '&', 'make', 'develop', 'system', 'power', 'partnered', 'provides', 'detail', 'digital', 'certificate', 'travel', 'safe', 'amp', 'sap', 'infrastructure', 'innovation', 'article', 'eu', 'easy', '19']"
tr,1466154942020919297,False,2021-11-28 21:19:12+00:00,Covid servisinde çalışırken hastalardan covid kaptım.Evimden ailemden uzak kaldım. Biz neyiz sizin gözünüzde bize bi anlatsanıza. İnsan bile saymıyormusunuz siz bizi. Sinek kadar kıymetimiz yokmu gözünüzde.Neden bizim hakkımızı konuşmuyorsunuz. Cevap verin Neden#SağlıkçınınOyuYok,,"['sinek', 'covid', 'uzak', 'hastalardan', 'insan', 'servisinde', 'biz', 'bizi', 'bile', 'siz', 'neyiz', 'evimden', 'gozunuzde', 'ailemden', 'sizin', 'neden', 'kaptim', 'yokmu', 'kiymetimiz', 'kadar', 'calisirken', 'bi', 'saymiyormusunuz', 'verin', 'bize', 'kaldim', 'bizim', 'konusmuyorsunuz', 'cevap', 'anlatsaniza', 'hakkimizi']"
en,1466154941735530498,False,2021-11-28 21:19:12+00:00,Psaki ducks question on Biden claim Trump responsible for 'many' COVID-19 deaths as toll keeps mounting https://t.co/qDcpzn6C4w via @foxnews,,"[""'many"", 'responsible', 'covid', 'mounting', 'duck', 'claim', ""'"", 'question', 'psaki', 'toll', 'biden', '19', 'death', 'trump', 'keep']"
en,1466154941592981506,False,2021-11-28 21:19:12+00:00,Psaki ducks question on Biden claim Trump responsible for 'many' COVID-19 deaths as toll keeps mounting https://t.co/VSWdutpId7,,"[""'many"", 'responsible', 'covid', 'mounting', 'duck', 'claim', ""'"", 'question', 'psaki', 'toll', 'biden', '19', 'death', 'trump', 'keep']"
en,1466154941064613908,False,2021-11-28 21:19:12+00:00,An individual who was on campus around Nov. 10 has tested positive for COVID-19. @CasselsDavid has the story: https://t.co/RClc36MBkx,,"['10', 'covid', 'positive', 'campus', 'individual', 'story', '19', 'nov', 'around', 'tested']"
en,1466154940066369536,False,2021-11-28 21:19:12+00:00,@MeghanMcCain It has NOTHING to do with Covid. It's about absolute power control by the communist party running this country. #FJB...#ImpeachDoctorDemento,replied_to,"['power', 'covid', 'nothing', 'absolute', 'country', 'running', 'party', 'communist', 'control']"
en,1466154939785392136,False,2021-11-28 21:19:12+00:00,@DanWrexham Yeah long covid .. Still the whole booster thing is weird,replied_to,"['whole', 'covid', 'long', 'weird', 'still', 'yeah', 'thing', 'booster']"
en,1466154939583844354,False,2021-11-28 21:19:12+00:00,Psaki ducks question on Biden claim Trump responsible for 'many' COVID-19 deaths as toll keeps mounting https://t.co/wnZxCUgf1V #news #topstories #berkleybearnews,,"[""'many"", 'responsible', 'covid', 'mounting', 'duck', 'claim', ""'"", 'question', 'psaki', 'toll', 'biden', '19', 'death', 'trump', 'keep']"
en,1466154939361595394,False,2021-11-28 21:19:12+00:00,@PMEthiopia Please revoke this. COVID is another threat to the nation.,replied_to,"['revoke', 'nation', 'covid', 'another', 'threat', 'please']"
fr,1466154938740973575,False,2021-11-28 21:19:11+00:00,"Le Pr Montagnier avait dit au début de l’épidémie que les effets du Covid long étaient semblables au SIDA, on l’avait fait taire de suite. Et pourtant des malades sont morts après plusieurs mois et sans avoir été vacciné. Pourquoi l’avoir fait taire ?

#Vaccin #COVID19 https://t.co/kJa9IZXP7C",,"['de', 'covid', 'dit', 'sida', 'fait', 'montagnier', 'malades', 'que', 'semblables', ""l'epidemie"", 'debut', '?', 'apres', 'plusieurs', 'le', 'suite', 'pourtant', 'mois', 'effets', ""l'avoir"", 'et', 'taire', 'etaient', 'morts', 'avoir', 'vaccine', 'du', ""l'avait"", 'de', 'le', 'long', 'sont', 'pourquoi', 'ete', 'avait', 'au', 'pr', 'sans']"
en,1466154938447372289,False,2021-11-28 21:19:11+00:00,"@DrTeckKhong Totally crackers - 2 members of my family had COVID last week, took at least 6 LFD tests before their PCR finally confirmed C19 - they had been out and about, working and travelling and super- spreading! They didn’t feel ill either🙈.",replied_to,"['c19', 'ill', 'covid', 'finally', 'feel', '2', 'took', 'lfd', 'spreading', 'least', 'super', 'pcr', 'week', 'test', 'travelling', 'last', '!', 'member', 'either', 'working', 'totally', 'cracker', 'confirmed', '6', 'family']"
en,1466154938267013121,False,2021-11-28 21:19:11+00:00,@adrianmyreality @LarrysTwin99 Larry will dominate Covid!,replied_to,"['covid', 'dominate', 'larry', '!']"
en,1466154935641387011,False,2021-11-28 21:19:11+00:00,"@GOPChairwoman @RickMiller53 Vaccinated spread the same as unvaccinated. The vaccine is also triggering these variants.

CDC-funded study: COVID shots have no effect on virus transmission

https://t.co/8pIIilBZx8",replied_to,"['vaccinated', 'covid', 'variant', 'virus', 'triggering', 'shot', 'also', 'transmission', 'vaccine', 'unvaccinated', 'funded', 'cdc', 'study', 'effect', 'spread']"
en,1466154935490203648,False,2021-11-28 21:19:11+00:00,"Hearing a lot about the COVID-19 Omicron Variant? 

The best way to protect you and your neighbors is by getting one of the safe, effective COVID-19 vaccines. 

Find more information or schedule an appointment at https://t.co/oirmdo77ZY #lalege #lagov",,"['covid', 'neighbor', 'effective', '?', 'protect', 'hearing', 'vaccine', 'one', 'appointment', 'find', 'information', 'safe', 'omicron', 'best', 'way', 'variant', 'getting', 'schedule', 'lot', '19']"
en,1466154935104557067,False,2021-11-28 21:19:11+00:00,Biden admin made a terrible choice of giving such a huge responsibility to Gayle Smith! In the global COVID-19 WHO's Tedros Adhanom &amp; Mrs. Smith with their TPLF background did not help in the pandemic! AFRICA WAS LEFT OUT! @_AfricanUnion @SouthAfricaGov #UnityForEthiopia #NoMore,,"['terrible', 'covid', '@', 'smith', '&', 'tplf', 'responsibility', 'global', 'gayle', 'left', 'background', 'admin', 'huge', 'africanunion', 'amp', 'choice', 'tedros', 'pandemic', '!', 'adhanom', 'help', 'out', 'biden', 'africa', 'mr', '19', 'giving', 'made']"
